date,code,ticker,name,market,sector33_code,sector33,sector17_code,sector17,size_code,size,is_equity
,3710,3710.T,ジョルダン,Standard,,情報・通信業,,,,,True
,3712,3712.T,情報企画,Standard,,情報・通信業,,,,,True
,3719,3719.T,ＡＩストーム,Standard,,情報・通信業,,,,,True
,3723,3723.T,日本ファルコム,Growth,,情報・通信業,,,,,True
,3726,3726.T,フォーシーズＨＤ,Standard,,小売業,,,,,True
,3727,3727.T,アプリックス,Growth,,情報・通信業,,,,,True
,372A,372A.T,レント,Standard,,サービス業,,,,,True
,3733,3733.T,ソフトウェア・サービス,Standard,,情報・通信業,,,,,True
,373A,373A.T,リップス,Growth,,化学,,,,,True
,3741,3741.T,セック,Prime,,情報・通信業,,,,,True
,3744,3744.T,サイオス,Standard,,情報・通信業,,,,,True
,3747,3747.T,インタートレード,Standard,,情報・通信業,,,,,True
,3750,3750.T,ＡＤＲ１２０Ｓ,Standard,,情報・通信業,,,,,True
,3753,3753.T,フライトソリューションズ,Standard,,情報・通信業,,,,,True
,3758,3758.T,アエリア,Standard,,情報・通信業,,,,,True
,3760,3760.T,ケイブ,Standard,,情報・通信業,,,,,True
,3762,3762.T,テクマトリックス,Prime,,情報・通信業,,,,,True
,3763,3763.T,プロシップ,Prime,,情報・通信業,,,,,True
,3765,3765.T,ガンホー・オンライン・エンターテイメント,Prime,,情報・通信業,,,,,True
,3766,3766.T,システムズ・デザイン,Standard,,情報・通信業,,,,,True
,3768,3768.T,リスクモンスター,Standard,,情報・通信業,,,,,True
,3769,3769.T,ＧＭＯペイメントゲートウェイ,Prime,,情報・通信業,,,,,True
,3771,3771.T,システムリサーチ,Prime,,情報・通信業,,,,,True
,3772,3772.T,ウェルス・マネジメント,Standard,,不動産業,,,,,True
,3773,3773.T,アドバンスト・メディア,Growth,,情報・通信業,,,,,True
,3774,3774.T,インターネットイニシアティブ,Prime,,情報・通信業,,,,,True
,3776,3776.T,ブロードバンドタワー,Standard,,情報・通信業,,,,,True
,3777,3777.T,環境フレンドリーホールディングス,Growth,,情報・通信業,,,,,True
,3778,3778.T,さくらインターネット,Prime,,情報・通信業,,,,,True
,3779,3779.T,ジェイ・エスコムホールディングス,Standard,,情報・通信業,,,,,True
,3787,3787.T,テクノマセマティカル,Standard,,情報・通信業,,,,,True
,3788,3788.T,ＧＭＯグローバルサイン・ホールディングス,Prime,,情報・通信業,,,,,True
,378A,378A.T,ヒット,Growth,,サービス業,,,,,True
,3791,3791.T,ＩＧポート,Standard,,情報・通信業,,,,,True
,3793,3793.T,ドリコム,Growth,,情報・通信業,,,,,True
,3796,3796.T,いい生活,Standard,,情報・通信業,,,,,True
,3798,3798.T,ＵＬＳグループ,Standard,,情報・通信業,,,,,True
,3799,3799.T,キーウェアソリューションズ,Standard,,情報・通信業,,,,,True
,3800,3800.T,ユニリタ,Standard,,情報・通信業,,,,,True
,3802,3802.T,エコミック,Standard,,情報・通信業,,,,,True
,3803,3803.T,イメージ情報開発,Growth,,情報・通信業,,,,,True
,3804,3804.T,システム　ディ,Standard,,情報・通信業,,,,,True
,3807,3807.T,フィスコ,Growth,,情報・通信業,,,,,True
,3810,3810.T,サイバーステップ,Standard,,情報・通信業,,,,,True
,3815,3815.T,メディア工房,Growth,,情報・通信業,,,,,True
,3816,3816.T,大和コンピューター,Standard,,情報・通信業,,,,,True
,3817,3817.T,ＳＲＡホールディングス,Prime,,情報・通信業,,,,,True
,3823,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,Standard,,情報・通信業,,,,,True
,3825,3825.T,リミックスポイント,Standard,,小売業,,,,,True
,3826,3826.T,システムインテグレータ,Standard,,情報・通信業,,,,,True
,3834,3834.T,朝日ネット,Prime,,情報・通信業,,,,,True
,3835,3835.T,ｅＢＡＳＥ,Prime,,情報・通信業,,,,,True
,3836,3836.T,アバントグループ,Prime,,情報・通信業,,,,,True
,3837,3837.T,アドソル日進,Prime,,情報・通信業,,,,,True
,3839,3839.T,ＯＤＫソリューションズ,Standard,,情報・通信業,,,,,True
,3840,3840.T,パス,Standard,,情報・通信業,,,,,True
,3841,3841.T,ジーダット,Standard,,情報・通信業,,,,,True
,3842,3842.T,ネクストジェン,Standard,,情報・通信業,,,,,True
,3843,3843.T,フリービット,Prime,,情報・通信業,,,,,True
,3844,3844.T,コムチュア,Prime,,情報・通信業,,,,,True
,3845,3845.T,アイフリークモバイル,Standard,,情報・通信業,,,,,True
,3847,3847.T,パシフィックシステム,Standard,,情報・通信業,,,,,True
,3848,3848.T,データ・アプリケーション,Standard,,情報・通信業,,,,,True
,3850,3850.T,エヌ・ティ・ティ・データ・イントラマート,Standard,,情報・通信業,,,,,True
,3851,3851.T,日本一ソフトウェア,Standard,,情報・通信業,,,,,True
,3853,3853.T,アステリア,Prime,,情報・通信業,,,,,True
,3854,3854.T,アイル,Prime,,情報・通信業,,,,,True
,3856,3856.T,Ａｂａｌａｎｃｅ,Standard,,電気機器,,,,,True
,3858,3858.T,ユビキタスＡＩ,Standard,,情報・通信業,,,,,True
,3861,3861.T,王子ホールディングス,Prime,,パルプ・紙,,,,,True
,3863,3863.T,日本製紙,Prime,,パルプ・紙,,,,,True
,3864,3864.T,三菱製紙,Prime,,パルプ・紙,,,,,True
,3865,3865.T,北越コーポレーション,Prime,,パルプ・紙,,,,,True
,386A,386A.T,みのや,Standard,,小売業,,,,,True
,3877,3877.T,中越パルプ工業,Prime,,パルプ・紙,,,,,True
,3878,3878.T,巴川コーポレーション,Standard,,化学,,,,,True
,387A,387A.T,フラー,Growth,,情報・通信業,,,,,True
,3880,3880.T,大王製紙,Prime,,パルプ・紙,,,,,True
,3891,3891.T,ニッポン高度紙工業,Standard,,パルプ・紙,,,,,True
,3892,3892.T,岡山製紙,Standard,,パルプ・紙,,,,,True
,3895,3895.T,ハビックス,Standard,,パルプ・紙,,,,,True
,3896,3896.T,阿波製紙,Standard,,パルプ・紙,,,,,True
,3900,3900.T,クラウドワークス,Growth,,情報・通信業,,,,,True
,3901,3901.T,マークラインズ,Prime,,情報・通信業,,,,,True
,3902,3902.T,メディカル・データ・ビジョン,Prime,,情報・通信業,,,,,True
,3903,3903.T,ｇｕｍｉ,Prime,,情報・通信業,,,,,True
,3904,3904.T,カヤック,Growth,,情報・通信業,,,,,True
,3905,3905.T,データセクション,Growth,,情報・通信業,,,,,True
,3907,3907.T,シリコンスタジオ,Growth,,情報・通信業,,,,,True
,3908,3908.T,コラボス,Growth,,情報・通信業,,,,,True
,3909,3909.T,ショーケース,Standard,,情報・通信業,,,,,True
,3910,3910.T,エムケイシステム,Standard,,情報・通信業,,,,,True
,3911,3911.T,Ａｉｍｉｎｇ,Growth,,情報・通信業,,,,,True
,3912,3912.T,モバイルファクトリー,Standard,,情報・通信業,,,,,True
,3913,3913.T,ＧｒｅｅｎＢｅｅ,Growth,,情報・通信業,,,,,True
,3914,3914.T,ＪＩＧ－ＳＡＷ,Growth,,情報・通信業,,,,,True
,3915,3915.T,テラスカイ,Prime,,情報・通信業,,,,,True
,3916,3916.T,デジタル・インフォメーション・テクノロジー,Prime,,情報・通信業,,,,,True
,3917,3917.T,アイリッジ,Growth,,情報・通信業,,,,,True
,3918,3918.T,ＰＣＩホールディングス,Standard,,情報・通信業,,,,,True
,3920,3920.T,アイビーシー,Standard,,情報・通信業,,,,,True
,3921,3921.T,ネオジャパン,Prime,,情報・通信業,,,,,True
,3922,3922.T,ＰＲ　ＴＩＭＥＳ,Prime,,情報・通信業,,,,,True
,3923,3923.T,ラクス,Prime,,情報・通信業,,,,,True
,3924,3924.T,ランドコンピュータ,Prime,,情報・通信業,,,,,True
,3925,3925.T,ダブルスタンダード,Prime,,情報・通信業,,,,,True
,3926,3926.T,オープンドア,Prime,,情報・通信業,,,,,True
,3927,3927.T,フーバーブレイン,Growth,,情報・通信業,,,,,True
,3928,3928.T,マイネット,Standard,,情報・通信業,,,,,True
,3929,3929.T,ソーシャルワイヤー,Growth,,情報・通信業,,,,,True
,3930,3930.T,はてな,Growth,,情報・通信業,,,,,True
,3931,3931.T,バリューゴルフ,Growth,,情報・通信業,,,,,True
,3932,3932.T,アカツキ,Prime,,情報・通信業,,,,,True
,3933,3933.T,チエル,Standard,,情報・通信業,,,,,True
,3934,3934.T,ベネフィットジャパン,Standard,,情報・通信業,,,,,True
,3935,3935.T,エディア,Standard,,情報・通信業,,,,,True
,3936,3936.T,グローバルウェイ,Growth,,情報・通信業,,,,,True
,3937,3937.T,Ｕｂｉｃｏｍホールディングス,Prime,,情報・通信業,,,,,True
,3939,3939.T,カナミックネットワーク,Prime,,情報・通信業,,,,,True
,3940,3940.T,ノムラシステムコーポレーション,Standard,,情報・通信業,,,,,True
,3941,3941.T,レンゴー,Prime,,パルプ・紙,,,,,True
,3943,3943.T,大石産業,Standard,,パルプ・紙,,,,,True
,3944,3944.T,古林紙工,Standard,,パルプ・紙,,,,,True
,3945,3945.T,スーパーバッグ,Standard,,パルプ・紙,,,,,True
,3946,3946.T,トーモク,Prime,,パルプ・紙,,,,,True
,3947,3947.T,ダイナパック,Standard,,パルプ・紙,,,,,True
,3948,3948.T,光ビジネスフォーム,Standard,,パルプ・紙,,,,,True
,3950,3950.T,ザ・パック,Prime,,パルプ・紙,,,,,True
,3951,3951.T,朝日印刷,Standard,,パルプ・紙,,,,,True
,3953,3953.T,大村紙業,Standard,,パルプ・紙,,,,,True
,3954,3954.T,昭和パックス,Standard,,パルプ・紙,,,,,True
,3955,3955.T,イムラ,Standard,,パルプ・紙,,,,,True
,3958,3958.T,笹徳印刷,Standard,,パルプ・紙,,,,,True
,3961,3961.T,シルバーエッグ・テクノロジー,Growth,,情報・通信業,,,,,True
,3962,3962.T,チェンジホールディングス,Prime,,情報・通信業,,,,,True
,3963,3963.T,シンクロ・フード,Prime,,情報・通信業,,,,,True
,3964,3964.T,オークネット,Prime,,情報・通信業,,,,,True
,3965,3965.T,キャピタル・アセット・プランニング,Standard,,情報・通信業,,,,,True
,3967,3967.T,エルテス,Growth,,情報・通信業,,,,,True
,3968,3968.T,セグエグループ,Prime,,情報・通信業,,,,,True
,3969,3969.T,エイトレッド,Standard,,情報・通信業,,,,,True
,3970,3970.T,イノベーション,Growth,,情報・通信業,,,,,True
,3974,3974.T,ＳＣＡＴ,Standard,,情報・通信業,,,,,True
,3976,3976.T,シャノン,Growth,,情報・通信業,,,,,True
,3979,3979.T,うるる,Growth,,情報・通信業,,,,,True
,3981,3981.T,ビーグリー,Standard,,情報・通信業,,,,,True
,3983,3983.T,オロ,Prime,,情報・通信業,,,,,True
,3984,3984.T,ユーザーローカル,Prime,,情報・通信業,,,,,True
,3985,3985.T,テモナ,Standard,,情報・通信業,,,,,True
,3986,3986.T,ビーブレイクシステムズ,Growth,,情報・通信業,,,,,True
,3987,3987.T,エコモット,Growth,,情報・通信業,,,,,True
,3988,3988.T,ＳＹＳホールディングス,Standard,,情報・通信業,,,,,True
,3989,3989.T,シェアリングテクノロジー,Growth,,情報・通信業,,,,,True
,3991,3991.T,ウォンテッドリー,Growth,,情報・通信業,,,,,True
,3992,3992.T,ニーズウェル,Prime,,情報・通信業,,,,,True
,3993,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,Prime,,情報・通信業,,,,,True
,3994,3994.T,マネーフォワード,Prime,,情報・通信業,,,,,True
,3996,3996.T,サインポスト,Standard,,情報・通信業,,,,,True
,3997,3997.T,トレードワークス,Standard,,情報・通信業,,,,,True
,3998,3998.T,すららネット,Growth,,情報・通信業,,,,,True
,4004,4004.T,レゾナック・ホールディングス,Prime,,化学,,,,,True
,4005,4005.T,住友化学,Prime,,化学,,,,,True
,4008,4008.T,住友精化,Prime,,化学,,,,,True
,4011,4011.T,ヘッドウォータース,Growth,,情報・通信業,,,,,True
,4012,4012.T,アクシス,Standard,,情報・通信業,,,,,True
,4013,4013.T,勤次郎,Growth,,情報・通信業,,,,,True
,4014,4014.T,カラダノート,Growth,,情報・通信業,,,,,True
,4015,4015.T,ペイクラウドホールディングス,Growth,,情報・通信業,,,,,True
,4016,4016.T,ＭＩＴホールディングス,Standard,,情報・通信業,,,,,True
,4017,4017.T,クリーマ,Growth,,情報・通信業,,,,,True
,4019,4019.T,スタメン,Growth,,情報・通信業,,,,,True
,4020,4020.T,ビートレンド,Growth,,情報・通信業,,,,,True
,4021,4021.T,日産化学,Prime,,化学,,,,,True
,4022,4022.T,ラサ工業,Prime,,化学,,,,,True
,4023,4023.T,クレハ,Prime,,化学,,,,,True
,4025,4025.T,多木化学,Prime,,化学,,,,,True
,4026,4026.T,神島化学工業,Standard,,ガラス・土石製品,,,,,True
,4027,4027.T,テイカ,Prime,,化学,,,,,True
,4028,4028.T,石原産業,Prime,,化学,,,,,True
,402A,402A.T,アクセルスペースホールディングス,Growth,,輸送用機器,,,,,True
,4031,4031.T,片倉コープアグリ,Standard,,化学,,,,,True
,4040,4040.T,南海化学,Standard,,化学,,,,,True
,4041,4041.T,日本曹達,Prime,,化学,,,,,True
,4042,4042.T,東ソー,Prime,,化学,,,,,True
,4043,4043.T,トクヤマ,Prime,,化学,,,,,True
,4044,4044.T,セントラル硝子,Prime,,化学,,,,,True
,4045,4045.T,東亞合成,Prime,,化学,,,,,True
,4046,4046.T,大阪ソーダ,Prime,,化学,,,,,True
,4047,4047.T,関東電化工業,Prime,,化学,,,,,True
,4051,4051.T,ＧＭＯフィナンシャルゲート,Prime,,情報・通信業,,,,,True
,4052,4052.T,フィーチャ,Growth,,情報・通信業,,,,,True
,4053,4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,Prime,,情報・通信業,,,,,True
,4054,4054.T,日本情報クリエイト,Growth,,情報・通信業,,,,,True
,4055,4055.T,ティアンドエスグループ,Growth,,情報・通信業,,,,,True
,4056,4056.T,ニューラルグループ,Growth,,情報・通信業,,,,,True
,4057,4057.T,インターファクトリー,Growth,,情報・通信業,,,,,True
,4058,4058.T,トヨクモ,Growth,,情報・通信業,,,,,True
,4059,4059.T,まぐまぐ,Standard,,情報・通信業,,,,,True
,4060,4060.T,ｒａｋｕｍｏ,Growth,,情報・通信業,,,,,True
,4061,4061.T,デンカ,Prime,,化学,,,,,True
,4062,4062.T,イビデン,Prime,,電気機器,,,,,True
,4063,4063.T,信越化学工業,Prime,,化学,,,,,True
,4064,4064.T,日本カーバイド工業,Prime,,化学,,,,,True
,4068,4068.T,ベイシス,Growth,,情報・通信業,,,,,True
,4069,4069.T,ＢｌｕｅＭｅｍｅ,Growth,,情報・通信業,,,,,True
,4071,4071.T,プラスアルファ・コンサルティング,Prime,,情報・通信業,,,,,True
,4072,4072.T,電算システムホールディングス,Prime,,情報・通信業,,,,,True
,4073,4073.T,ジィ・シィ企画,Growth,,情報・通信業,,,,,True
,4074,4074.T,ラキール,Growth,,情報・通信業,,,,,True
,4075,4075.T,ブレインズテクノロジー,Growth,,情報・通信業,,,,,True
,4076,4076.T,シイエヌエス,Growth,,情報・通信業,,,,,True
,4078,4078.T,堺化学工業,Prime,,化学,,,,,True
,407A,407A.T,ＵＮＩＣＯＮホールディングス,Standard,,建設業,,,,,True
,4080,4080.T,田中化学研究所,Standard,,化学,,,,,True
,4082,4082.T,第一稀元素化学工業,Prime,,化学,,,,,True
,4088,4088.T,エア・ウォーター,Prime,,化学,,,,,True
,4091,4091.T,日本酸素ホールディングス,Prime,,化学,,,,,True
,4092,4092.T,日本化学工業,Prime,,化学,,,,,True
,4093,4093.T,東邦アセチレン,Prime,,化学,,,,,True
,4094,4094.T,日本化学産業,Standard,,化学,,,,,True
,4095,4095.T,日本パーカライジング,Prime,,化学,,,,,True
,4097,4097.T,高圧ガス工業,Prime,,化学,,,,,True
,4098,4098.T,チタン工業,Standard,,化学,,,,,True
,4099,4099.T,四国化成ホールディングス,Prime,,化学,,,,,True
,409A,409A.T,オリオンビール,Prime,,食料品,,,,,True
,4100,4100.T,戸田工業,Standard,,化学,,,,,True
,4102,4102.T,丸尾カルシウム,Standard,,化学,,,,,True
,4107,4107.T,伊勢化学工業,Standard,,化学,,,,,True
,4109,4109.T,ステラ　ケミファ,Prime,,化学,,,,,True
,410A,410A.T,ＧＭＯコマース,Growth,,サービス業,,,,,True
,4112,4112.T,保土谷化学工業,Prime,,化学,,,,,True
,4113,4113.T,田岡化学工業,Standard,,化学,,,,,True
,4114,4114.T,日本触媒,Prime,,化学,,,,,True
,4116,4116.T,大日精化工業,Prime,,化学,,,,,True
,4118,4118.T,カネカ,Prime,,化学,,,,,True
,4119,4119.T,日本ピグメントホールディングス,Standard,,化学,,,,,True
,4120,4120.T,スガイ化学工業,Standard,,化学,,,,,True
,4124,4124.T,大阪油化工業,Standard,,化学,,,,,True
,4125,4125.T,三和油化工業,Standard,,化学,,,,,True
,414A,414A.T,オーバーラップホールディングス,Growth,,情報・通信業,,,,,True
,4151,4151.T,協和キリン,Prime,,医薬品,,,,,True
,415A,415A.T,ＧＭＯ　ＴＥＣＨホールディングス,Growth,,サービス業,,,,,True
,4165,4165.T,プレイド,Growth,,情報・通信業,,,,,True
,4166,4166.T,かっこ,Growth,,情報・通信業,,,,,True
,4167,4167.T,ココペリ,Growth,,情報・通信業,,,,,True
,4168,4168.T,ヤプリ,Growth,,情報・通信業,,,,,True
,4169,4169.T,ＥＮＥＣＨＡＮＧＥ,Growth,,情報・通信業,,,,,True
,416A,416A.T,富士ユナイトホールディングス,Standard,,卸売業,,,,,True
,4170,4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,Growth,,情報・通信業,,,,,True
,4171,4171.T,グローバルインフォメーション,Standard,,情報・通信業,,,,,True
,4172,4172.T,東和ハイシステム,Standard,,情報・通信業,,,,,True
,4174,4174.T,アピリッツ,Standard,,情報・通信業,,,,,True
,4175,4175.T,ｃｏｌｙ,Growth,,情報・通信業,,,,,True
,4176,4176.T,ココナラ,Growth,,情報・通信業,,,,,True
,4177,4177.T,ｉ‐ｐｌｕｇ,Growth,,情報・通信業,,,,,True
,4178,4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,Growth,,情報・通信業,,,,,True
,4179,4179.T,ジーネクスト,Growth,,情報・通信業,,,,,True
,417A,417A.T,ブルーゾーンホールディングス,Prime,,小売業,,,,,True
,4180,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Prime,,情報・通信業,,,,,True
,4182,4182.T,三菱瓦斯化学,Prime,,化学,,,,,True
,4183,4183.T,三井化学,Prime,,化学,,,,,True
,4186,4186.T,東京応化工業,Prime,,化学,,,,,True
,4187,4187.T,大阪有機化学工業,Prime,,化学,,,,,True
,4188,4188.T,三菱ケミカルグループ,Prime,,化学,,,,,True
,4189,4189.T,ＫＨネオケム,Prime,,化学,,,,,True
,4192,4192.T,スパイダープラス,Growth,,情報・通信業,,,,,True
,4193,4193.T,ファブリカホールディングス,Standard,,情報・通信業,,,,,True
,4194,4194.T,ビジョナル,Prime,,情報・通信業,,,,,True
,4196,4196.T,ネオマーケティング,Standard,,情報・通信業,,,,,True
,4197,4197.T,アスマーク,Standard,,情報・通信業,,,,,True
,4198,4198.T,テンダ,Standard,,情報・通信業,,,,,True
,4199,4199.T,ワンダープラネット,Growth,,情報・通信業,,,,,True
,4202,4202.T,ダイセル,Prime,,化学,,,,,True
,4203,4203.T,住友ベークライト,Prime,,化学,,,,,True
,4204,4204.T,積水化学工業,Prime,,化学,,,,,True
,4205,4205.T,日本ゼオン,Prime,,化学,,,,,True
,4206,4206.T,アイカ工業,Prime,,化学,,,,,True
,4208,4208.T,ＵＢＥ,Prime,,化学,,,,,True
,4212,4212.T,積水樹脂,Prime,,化学,,,,,True
,4216,4216.T,旭有機材,Prime,,化学,,,,,True
,4218,4218.T,ニチバン,Prime,,化学,,,,,True
,421A,421A.T,ムービン・ストラテジック・キャリア,Growth,,サービス業,,,,,True
,4220,4220.T,リケンテクノス,Prime,,化学,,,,,True
,4221,4221.T,大倉工業,Prime,,化学,,,,,True
,4222,4222.T,児玉化学工業,Standard,,化学,,,,,True
,4224,4224.T,ロンシール工業,Standard,,化学,,,,,True
,4228,4228.T,積水化成品工業,Prime,,化学,,,,,True
,4229,4229.T,群栄化学工業,Prime,,化学,,,,,True
,4231,4231.T,タイガースポリマー,Standard,,化学,,,,,True
,4234,4234.T,サンエー化研,Standard,,化学,,,,,True
,4235,4235.T,ウルトラファブリックス・ホールディングス,Standard,,化学,,,,,True
,4237,4237.T,フジプレアム,Standard,,化学,,,,,True
,4238,4238.T,ミライアル,Standard,,化学,,,,,True
,423A,423A.T,ライオン事務器,Standard,,卸売業,,,,,True
,4240,4240.T,クラスターテクノロジー,Growth,,化学,,,,,True
,4241,4241.T,アテクト,Standard,,化学,,,,,True
,4242,4242.T,タカギセイコー,Standard,,化学,,,,,True
,4243,4243.T,ニックス,Standard,,化学,,,,,True
,4245,4245.T,ダイキアクシス,Standard,,化学,,,,,True
,4246,4246.T,ダイキョーニシカワ,Prime,,化学,,,,,True
,4247,4247.T,ポバール興業,Standard,,化学,,,,,True
,4248,4248.T,竹本容器,Standard,,化学,,,,,True
,4249,4249.T,森六,Prime,,化学,,,,,True
,4251,4251.T,恵和,Prime,,化学,,,,,True
,4255,4255.T,ＴＨＥＣＯＯ,Growth,,情報・通信業,,,,,True
,4256,4256.T,サインド,Growth,,情報・通信業,,,,,True
,4258,4258.T,網屋,Growth,,情報・通信業,,,,,True
,4259,4259.T,エクサウィザーズ,Growth,,情報・通信業,,,,,True
,4260,4260.T,ハイブリッドテクノロジーズ,Growth,,情報・通信業,,,,,True
,4261,4261.T,アジアクエスト,Growth,,情報・通信業,,,,,True
,4262,4262.T,ニフティライフスタイル,Growth,,情報・通信業,,,,,True
,4263,4263.T,サスメド,Growth,,情報・通信業,,,,,True
,4264,4264.T,セキュア,Growth,,情報・通信業,,,,,True
,4265,4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,Growth,,情報・通信業,,,,,True
,4270,4270.T,ＢｅｅＸ,Growth,,情報・通信業,,,,,True
,4272,4272.T,日本化薬,Prime,,化学,,,,,True
,4274,4274.T,細谷火工,Standard,,化学,,,,,True
,4275,4275.T,カーリット,Prime,,化学,,,,,True
,4284,4284.T,ソルクシーズ,Standard,,情報・通信業,,,,,True
,4286,4286.T,ＣＬホールディングス,Standard,,サービス業,,,,,True
,4287,4287.T,ジャストプランニング,Standard,,情報・通信業,,,,,True
,4288,4288.T,アズジェント,Standard,,情報・通信業,,,,,True
,428A,428A.T,サイプレス・ホールディングス,Standard,,小売業,,,,,True
,4290,4290.T,プレステージ・インターナショナル,Prime,,サービス業,,,,,True
,4293,4293.T,セプテーニ・ホールディングス,Standard,,サービス業,,,,,True
,4299,4299.T,ハイマックス,Standard,,情報・通信業,,,,,True
,429A,429A.T,テクセンドフォトマスク,Prime,,その他製品,,,,,True
,4301,4301.T,アミューズ,Prime,,サービス業,,,,,True
,4307,4307.T,野村総合研究所,Prime,,情報・通信業,,,,,True
,4308,4308.T,Ｊストリーム,Growth,,情報・通信業,,,,,True
,4310,4310.T,ドリームインキュベータ,Prime,,サービス業,,,,,True
,4316,4316.T,ビーマップ,Growth,,情報・通信業,,,,,True
,4317,4317.T,レイ,Standard,,サービス業,,,,,True
,4318,4318.T,クイック,Prime,,サービス業,,,,,True
,4319,4319.T,ＴＡＣ,Standard,,サービス業,,,,,True
,431A,431A.T,ユーソナー,Growth,,情報・通信業,,,,,True
,4320,4320.T,ＣＥホールディングス,Standard,,情報・通信業,,,,,True
,4323,4323.T,日本システム技術,Prime,,情報・通信業,,,,,True
,4324,4324.T,電通グループ,Prime,,サービス業,,,,,True
,4326,4326.T,インテージホールディングス,Prime,,情報・通信業,,,,,True
,4331,4331.T,テイクアンドギヴ・ニーズ,Prime,,サービス業,,,,,True
,4333,4333.T,東邦システムサイエンス,Prime,,情報・通信業,,,,,True
,4334,4334.T,ユークス,Standard,,情報・通信業,,,,,True
,4335,4335.T,ＩＰＳホールディングス,Standard,,情報・通信業,,,,,True
,4337,4337.T,ぴあ,Prime,,サービス業,,,,,True
,4341,4341.T,西菱電機,Standard,,サービス業,,,,,True
,4343,4343.T,イオンファンタジー,Prime,,サービス業,,,,,True
,4344,4344.T,ソースネクスト,Prime,,情報・通信業,,,,,True
,4345,4345.T,シーティーエス,Prime,,サービス業,,,,,True
,4346,4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,Standard,,その他金融業,,,,,True
,4347,4347.T,ブロードメディア,Standard,,サービス業,,,,,True
,4350,4350.T,メディカルシステムネットワーク,Standard,,小売業,,,,,True
,4351,4351.T,山田再生系債権回収総合事務所,Standard,,その他金融業,,,,,True
,4356,4356.T,応用技術,Standard,,情報・通信業,,,,,True
,4360,4360.T,マナック・ケミカル・パートナーズ,Standard,,化学,,,,,True
,4361,4361.T,川口化学工業,Standard,,化学,,,,,True
,4362,4362.T,日本精化,Prime,,化学,,,,,True
,4365,4365.T,松本油脂製薬,Standard,,化学,,,,,True
,4366,4366.T,ダイトーケミックス,Standard,,化学,,,,,True
,4367,4367.T,広栄化学,Standard,,化学,,,,,True
,4368,4368.T,扶桑化学工業,Prime,,化学,,,,,True
,4369,4369.T,トリケミカル研究所,Prime,,化学,,,,,True
,436A,436A.T,サイバーソリューションズ,Growth,,情報・通信業,,,,,True
,4370,4370.T,モビルス,Growth,,情報・通信業,,,,,True
,4371,4371.T,コアコンセプト・テクノロジー,Growth,,情報・通信業,,,,,True
,4372,4372.T,ユミルリンク,Growth,,情報・通信業,,,,,True
,4373,4373.T,シンプレクス・ホールディングス,Prime,,情報・通信業,,,,,True
,4374,4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,Growth,,情報・通信業,,,,,True
,4375,4375.T,セーフィー,Growth,,情報・通信業,,,,,True
,4376,4376.T,くふうカンパニーホールディングス,Growth,,情報・通信業,,,,,True
,4377,4377.T,ワンキャリア,Growth,,情報・通信業,,,,,True
,4378,4378.T,ＣＩＮＣ,Growth,,情報・通信業,,,,,True
,4379,4379.T,Ｐｈｏｔｏｓｙｎｔｈ,Growth,,情報・通信業,,,,,True
,4380,4380.T,Ｍマート,Growth,,情報・通信業,,,,,True
,4381,4381.T,ビープラッツ,Growth,,情報・通信業,,,,,True
,4382,4382.T,ＨＥＲＯＺ,Standard,,情報・通信業,,,,,True
,4384,4384.T,ラクスル,Prime,,情報・通信業,,,,,True
,4385,4385.T,メルカリ,Prime,,情報・通信業,,,,,True
,4386,4386.T,ＳＩＧグループ,Standard,,情報・通信業,,,,,True
,4387,4387.T,ＺＵＵ,Growth,,情報・通信業,,,,,True
,4388,4388.T,エーアイ,Growth,,情報・通信業,,,,,True
,4389,4389.T,プロパティデータバンク,Growth,,情報・通信業,,,,,True
,438A,438A.T,インフキュリオン,Growth,,情報・通信業,,,,,True
,4390,4390.T,ＩＰＳ,Prime,,情報・通信業,,,,,True
,4391,4391.T,ロジザード,Growth,,情報・通信業,,,,,True
,4392,4392.T,ＦＩＧ,Prime,,情報・通信業,,,,,True
,4393,4393.T,バンク・オブ・イノベーション,Growth,,情報・通信業,,,,,True
,4394,4394.T,エクスモーション,Growth,,情報・通信業,,,,,True
,4395,4395.T,アクリート,Growth,,情報・通信業,,,,,True
,4396,4396.T,システムサポートホールディングス,Prime,,情報・通信業,,,,,True
,4397,4397.T,チームスピリット,Growth,,情報・通信業,,,,,True
,4398,4398.T,ブロードバンドセキュリティ,Standard,,情報・通信業,,,,,True
,4401,4401.T,ＡＤＥＫＡ,Prime,,化学,,,,,True
,4403,4403.T,日油,Prime,,化学,,,,,True
