date,code,ticker,name,market,sector33_code,sector33,sector17_code,sector17,size_code,size,is_equity
,6080,6080.T,Ｍ＆Ａキャピタルパートナーズ,Prime,,サービス業,,,,,True
,6081,6081.T,アライドアーキテクツ,Growth,,サービス業,,,,,True
,6082,6082.T,ライドオンエクスプレスホールディングス,Standard,,サービス業,,,,,True
,6083,6083.T,ＥＲＩホールディングス,Standard,,サービス業,,,,,True
,6085,6085.T,アーキテクツ・スタジオ・ジャパン,Growth,,サービス業,,,,,True
,6086,6086.T,シンメンテホールディングス,Growth,,サービス業,,,,,True
,6087,6087.T,アビスト,Standard,,サービス業,,,,,True
,6088,6088.T,シグマクシス・ホールディングス,Prime,,サービス業,,,,,True
,6089,6089.T,ウィルグループ,Prime,,サービス業,,,,,True
,6090,6090.T,ヒューマン・メタボローム・テクノロジーズ,Standard,,サービス業,,,,,True
,6091,6091.T,ウエスコホールディングス,Standard,,サービス業,,,,,True
,6092,6092.T,エンバイオ・ホールディングス,Standard,,サービス業,,,,,True
,6093,6093.T,エスクロー・エージェント・ジャパン,Standard,,サービス業,,,,,True
,6094,6094.T,フリークアウト・ホールディングス,Growth,,サービス業,,,,,True
,6096,6096.T,レアジョブ,Standard,,サービス業,,,,,True
,6098,6098.T,リクルートホールディングス,Prime,,サービス業,,,,,True
,6099,6099.T,エラン,Prime,,サービス業,,,,,True
,6101,6101.T,ツガミ,Prime,,機械,,,,,True
,6103,6103.T,オークマ,Prime,,機械,,,,,True
,6104,6104.T,芝浦機械,Prime,,機械,,,,,True
,6113,6113.T,アマダ,Prime,,機械,,,,,True
,6118,6118.T,アイダエンジニアリング,Prime,,機械,,,,,True
,6125,6125.T,岡本工作機械製作所,Standard,,機械,,,,,True
,6134,6134.T,ＦＵＪＩ,Prime,,機械,,,,,True
,6135,6135.T,牧野フライス製作所,Prime,,機械,,,,,True
,6136,6136.T,オーエスジー,Prime,,機械,,,,,True
,6137,6137.T,小池酸素工業,Standard,,機械,,,,,True
,6138,6138.T,ダイジェット工業,Standard,,機械,,,,,True
,6140,6140.T,旭ダイヤモンド工業,Prime,,機械,,,,,True
,6141,6141.T,ＤＭＧ森精機,Prime,,機械,,,,,True
,6143,6143.T,ソディック,Prime,,機械,,,,,True
,6144,6144.T,西部電機,Standard,,機械,,,,,True
,6145,6145.T,ＮＩＴＴＯＫＵ,Standard,,機械,,,,,True
,6146,6146.T,ディスコ,Prime,,機械,,,,,True
,6147,6147.T,ヤマザキ,Standard,,機械,,,,,True
,6149,6149.T,小田原エンジニアリング,Standard,,機械,,,,,True
,6150,6150.T,タケダ機械,Standard,,機械,,,,,True
,6151,6151.T,日東工器,Prime,,機械,,,,,True
,6155,6155.T,高松機械工業,Standard,,機械,,,,,True
,6156,6156.T,エーワン精密,Standard,,機械,,,,,True
,6157,6157.T,日進工具,Prime,,機械,,,,,True
,6158,6158.T,和井田製作所,Standard,,機械,,,,,True
,6159,6159.T,ミクロン精密,Standard,,機械,,,,,True
,6161,6161.T,エスティック,Standard,,機械,,,,,True
,6165,6165.T,パンチ工業,Standard,,機械,,,,,True
,6166,6166.T,中村超硬,Growth,,機械,,,,,True
,6167,6167.T,冨士ダイス,Prime,,機械,,,,,True
,6171,6171.T,土木管理総合試験所,Standard,,サービス業,,,,,True
,6173,6173.T,アクアライン,Growth,,サービス業,,,,,True
,6176,6176.T,ブランジスタ,Growth,,サービス業,,,,,True
,6177,6177.T,ＡｐｐＢａｎｋ,Growth,,サービス業,,,,,True
,6178,6178.T,日本郵政,Prime,,サービス業,,,,,True
,6180,6180.T,ＧＭＯメディア,Growth,,サービス業,,,,,True
,6181,6181.T,タメニー,Growth,,サービス業,,,,,True
,6182,6182.T,メタリアル,Growth,,サービス業,,,,,True
,6183,6183.T,ベルシステム２４ホールディングス,Prime,,サービス業,,,,,True
,6184,6184.T,鎌倉新書,Prime,,サービス業,,,,,True
,6185,6185.T,ＳＭＮ,Standard,,サービス業,,,,,True
,6186,6186.T,一蔵,Standard,,サービス業,,,,,True
,6189,6189.T,グローバルキッズＣＯＭＰＡＮＹ,Standard,,サービス業,,,,,True
,6190,6190.T,フェニックスバイオ,Growth,,サービス業,,,,,True
,6191,6191.T,エアトリ,Prime,,サービス業,,,,,True
,6193,6193.T,バーチャレクス・ホールディングス,Growth,,サービス業,,,,,True
,6194,6194.T,アトラエ,Prime,,サービス業,,,,,True
,6195,6195.T,ホープ,Growth,,サービス業,,,,,True
,6196,6196.T,ストライク,Prime,,サービス業,,,,,True
,6197,6197.T,ソラスト,Prime,,サービス業,,,,,True
,6198,6198.T,キャリア,Growth,,サービス業,,,,,True
,6199,6199.T,セラク,Standard,,サービス業,,,,,True
,6200,6200.T,インソース,Prime,,サービス業,,,,,True
,6201,6201.T,豊田自動織機,Prime,,輸送用機器,,,,,True
,6203,6203.T,豊和工業,Standard,,機械,,,,,True
,6208,6208.T,石川製作所,Standard,,機械,,,,,True
,6209,6209.T,リケンＮＰＲ,Prime,,機械,,,,,True
,6210,6210.T,ＴＯＹＯイノベックス,Standard,,機械,,,,,True
,6217,6217.T,津田駒工業,Standard,,機械,,,,,True
,6218,6218.T,エンシュウ,Standard,,機械,,,,,True
,6222,6222.T,島精機製作所,Prime,,機械,,,,,True
,6223,6223.T,西部技研,Standard,,機械,,,,,True
,6224,6224.T,ＪＲＣ,Growth,,機械,,,,,True
,6226,6226.T,守谷輸送機工業,Standard,,機械,,,,,True
,6227,6227.T,ＡＩメカテック,Standard,,機械,,,,,True
,6228,6228.T,ジェイ・イー・ティ,Standard,,機械,,,,,True
,6229,6229.T,オーケーエム,Standard,,機械,,,,,True
,6230,6230.T,ＳＡＮＥＩ,Standard,,機械,,,,,True
,6231,6231.T,木村工機,Standard,,機械,,,,,True
,6232,6232.T,ＡＣＳＬ,Growth,,機械,,,,,True
,6233,6233.T,ＫＬＡＳＳ,Standard,,機械,,,,,True
,6235,6235.T,オプトラン,Prime,,機械,,,,,True
,6237,6237.T,イワキポンプ,Prime,,機械,,,,,True
,6238,6238.T,フリュー,Prime,,機械,,,,,True
,6239,6239.T,ナガオカ,Standard,,機械,,,,,True
,6240,6240.T,ヤマシンフィルタ,Prime,,機械,,,,,True
,6245,6245.T,ヒラノテクシード,Standard,,機械,,,,,True
,6246,6246.T,テクノスマート,Standard,,機械,,,,,True
,6247,6247.T,日阪製作所,Prime,,機械,,,,,True
,6248,6248.T,横田製作所,Standard,,機械,,,,,True
,6249,6249.T,ゲームカードホールディングス,Standard,,機械,,,,,True
,6250,6250.T,やまびこ,Prime,,機械,,,,,True
,6254,6254.T,野村マイクロ・サイエンス,Prime,,機械,,,,,True
,6255,6255.T,エヌ・ピー・シー,Growth,,機械,,,,,True
,6257,6257.T,藤商事,Standard,,機械,,,,,True
,6258,6258.T,平田機工,Prime,,機械,,,,,True
,6262,6262.T,ＰＥＧＡＳＵＳ,Standard,,機械,,,,,True
,6264,6264.T,マルマエ,Prime,,機械,,,,,True
,6265,6265.T,コンバム,Standard,,機械,,,,,True
,6266,6266.T,タツモ,Prime,,機械,,,,,True
,6267,6267.T,ゼネラルパッカー,Standard,,機械,,,,,True
,6268,6268.T,ナブテスコ,Prime,,機械,,,,,True
,6269,6269.T,三井海洋開発,Prime,,機械,,,,,True
,6272,6272.T,レオン自動機,Prime,,機械,,,,,True
,6273,6273.T,ＳＭＣ,Prime,,機械,,,,,True
,6276,6276.T,シリウスビジョン,Standard,,電気機器,,,,,True
,6277,6277.T,ホソカワミクロン,Prime,,機械,,,,,True
,6278,6278.T,ユニオンツール,Prime,,機械,,,,,True
,6279,6279.T,瑞光,Prime,,機械,,,,,True
,6282,6282.T,オイレス工業,Prime,,機械,,,,,True
,6284,6284.T,日精エー・エス・ビー機械,Prime,,機械,,,,,True
,6286,6286.T,靜甲,Standard,,機械,,,,,True
,6287,6287.T,サトー,Prime,,機械,,,,,True
,6289,6289.T,技研製作所,Prime,,機械,,,,,True
,6291,6291.T,日本エアーテック,Standard,,機械,,,,,True
,6292,6292.T,カワタ,Standard,,機械,,,,,True
,6293,6293.T,日精樹脂工業,Prime,,機械,,,,,True
,6294,6294.T,オカダアイヨン,Prime,,機械,,,,,True
,6297,6297.T,鉱研工業,Standard,,機械,,,,,True
,6298,6298.T,ワイエイシイホールディングス,Prime,,機械,,,,,True
,6301,6301.T,小松製作所,Prime,,機械,,,,,True
,6302,6302.T,住友重機械工業,Prime,,機械,,,,,True
,6305,6305.T,日立建機,Prime,,機械,,,,,True
,6306,6306.T,日工,Prime,,機械,,,,,True
,6307,6307.T,サンセイ,Standard,,機械,,,,,True
,6309,6309.T,巴工業,Prime,,機械,,,,,True
,6310,6310.T,井関農機,Prime,,機械,,,,,True
,6312,6312.T,フロイント産業,Standard,,機械,,,,,True
,6315,6315.T,ＴＯＷＡ,Prime,,機械,,,,,True
,6316,6316.T,丸山製作所,Standard,,機械,,,,,True
,6317,6317.T,北川鉄工所,Standard,,機械,,,,,True
,6322,6322.T,タクミナ,Standard,,機械,,,,,True
,6323,6323.T,ローツェ,Prime,,機械,,,,,True
,6324,6324.T,ハーモニック・ドライブ・システムズ,Standard,,機械,,,,,True
,6325,6325.T,タカキタ,Standard,,機械,,,,,True
,6326,6326.T,クボタ,Prime,,機械,,,,,True
,6327,6327.T,北川精機,Standard,,機械,,,,,True
,6328,6328.T,荏原実業,Prime,,機械,,,,,True
,6330,6330.T,東洋エンジニアリング,Prime,,建設業,,,,,True
,6331,6331.T,三菱化工機,Prime,,機械,,,,,True
,6332,6332.T,月島ホールディングス,Prime,,機械,,,,,True
,6333,6333.T,帝国電機製作所,Prime,,機械,,,,,True
,6334,6334.T,明治機械,Standard,,機械,,,,,True
,6335,6335.T,東京機械製作所,Standard,,機械,,,,,True
,6336,6336.T,石井表記,Standard,,機械,,,,,True
,6337,6337.T,テセック,Standard,,機械,,,,,True
,6338,6338.T,タカトリ,Standard,,機械,,,,,True
,6339,6339.T,新東工業,Prime,,機械,,,,,True
,6340,6340.T,澁谷工業,Prime,,機械,,,,,True
,6342,6342.T,太平製作所,Standard,,機械,,,,,True
,6343,6343.T,フリージア・マクロス,Standard,,機械,,,,,True
,6345,6345.T,アイチ　コーポレーション,Prime,,機械,,,,,True
,6346,6346.T,キクカワエンタープライズ,Standard,,機械,,,,,True
,6347,6347.T,プラコー,Standard,,機械,,,,,True
,6349,6349.T,小森コーポレーション,Prime,,機械,,,,,True
,6351,6351.T,鶴見製作所,Prime,,機械,,,,,True
,6356,6356.T,日本ギア工業,Standard,,機械,,,,,True
,6357,6357.T,三精テクノロジーズ,Standard,,機械,,,,,True
,6358,6358.T,酒井重工業,Prime,,機械,,,,,True
,6360,6360.T,東京自働機械製作所,Standard,,機械,,,,,True
,6361,6361.T,荏原製作所,Prime,,機械,,,,,True
,6363,6363.T,酉島製作所,Prime,,機械,,,,,True
,6364,6364.T,ＡＩＲＭＡＮ,Prime,,機械,,,,,True
,6365,6365.T,電業社機械製作所,Standard,,機械,,,,,True
,6366,6366.T,千代田化工建設,Standard,,建設業,,,,,True
,6367,6367.T,ダイキン工業,Prime,,機械,,,,,True
,6368,6368.T,オルガノ,Prime,,機械,,,,,True
,6369,6369.T,トーヨーカネツ,Prime,,機械,,,,,True
,6370,6370.T,栗田工業,Prime,,機械,,,,,True
,6371,6371.T,椿本チエイン,Prime,,機械,,,,,True
,6373,6373.T,大同工業,Standard,,機械,,,,,True
,6376,6376.T,日機装,Prime,,精密機器,,,,,True
,6378,6378.T,木村化工機,Standard,,機械,,,,,True
,6379,6379.T,レイズネクスト,Prime,,建設業,,,,,True
,6380,6380.T,オリエンタルチエン工業,Standard,,機械,,,,,True
,6381,6381.T,アネスト岩田,Prime,,機械,,,,,True
,6382,6382.T,トリニティ工業,Standard,,機械,,,,,True
,6383,6383.T,ダイフク,Prime,,機械,,,,,True
,6384,6384.T,昭和真空,Standard,,機械,,,,,True
,6387,6387.T,サムコ,Prime,,機械,,,,,True
,6390,6390.T,加藤製作所,Prime,,機械,,,,,True
,6391,6391.T,加地テック,Standard,,機械,,,,,True
,6392,6392.T,ヤマダコーポレーション,Standard,,機械,,,,,True
,6393,6393.T,油研工業,Standard,,機械,,,,,True
,6395,6395.T,タダノ,Prime,,機械,,,,,True
,6396,6396.T,宇野澤組鐵工所,Standard,,機械,,,,,True
,6400,6400.T,不二精機,Standard,,機械,,,,,True
,6402,6402.T,兼松エンジニアリング,Standard,,機械,,,,,True
,6403,6403.T,水道機工,Standard,,機械,,,,,True
,6405,6405.T,鈴茂器工,Standard,,機械,,,,,True
,6406,6406.T,フジテック,Prime,,機械,,,,,True
,6407,6407.T,ＣＫＤ,Prime,,機械,,,,,True
,6408,6408.T,小倉クラッチ,Standard,,機械,,,,,True
,6412,6412.T,平和,Prime,,機械,,,,,True
,6413,6413.T,理想科学工業,Prime,,機械,,,,,True
,6416,6416.T,桂川電機,Standard,,機械,,,,,True
,6417,6417.T,ＳＡＮＫＹＯ,Prime,,機械,,,,,True
,6418,6418.T,日本金銭機械,Prime,,機械,,,,,True
,6419,6419.T,マースグループホールディングス,Prime,,機械,,,,,True
,6420,6420.T,ガリレイ,Prime,,機械,,,,,True
,6424,6424.T,高見沢サイバネティックス,Standard,,機械,,,,,True
,6425,6425.T,ユニバーサルエンターテインメント,Standard,,機械,,,,,True
,6428,6428.T,オーイズミ,Standard,,機械,,,,,True
,6430,6430.T,ダイコク電機,Prime,,機械,,,,,True
,6432,6432.T,竹内製作所,Prime,,機械,,,,,True
,6433,6433.T,ヒーハイスト,Standard,,機械,,,,,True
,6436,6436.T,アマノ,Prime,,機械,,,,,True
,6440,6440.T,ＪＵＫＩ,Prime,,機械,,,,,True
,6444,6444.T,サンデン,Standard,,機械,,,,,True
,6445,6445.T,ジャノメ,Prime,,機械,,,,,True
,6448,6448.T,ブラザー工業,Prime,,電気機器,,,,,True
,6454,6454.T,マックス,Prime,,機械,,,,,True
,6455,6455.T,モリタホールディングス,Prime,,輸送用機器,,,,,True
,6457,6457.T,グローリー,Prime,,機械,,,,,True
,6458,6458.T,新晃工業,Prime,,機械,,,,,True
,6459,6459.T,大和冷機工業,Prime,,機械,,,,,True
,6460,6460.T,セガサミーホールディングス,Prime,,機械,,,,,True
,6463,6463.T,ＴＰＲ,Prime,,機械,,,,,True
,6464,6464.T,ツバキ・ナカシマ,Prime,,機械,,,,,True
,6465,6465.T,ホシザキ,Prime,,機械,,,,,True
,6466,6466.T,ＴＶＥ,Standard,,機械,,,,,True
,6467,6467.T,ニチダイ,Standard,,機械,,,,,True
,6469,6469.T,放電精密加工研究所,Standard,,機械,,,,,True
,6470,6470.T,大豊工業,Standard,,機械,,,,,True
,6471,6471.T,日本精工,Prime,,機械,,,,,True
,6472,6472.T,ＮＴＮ,Prime,,機械,,,,,True
,6473,6473.T,ジェイテクト,Prime,,機械,,,,,True
,6474,6474.T,不二越,Prime,,機械,,,,,True
,6479,6479.T,ミネベアミツミ,Prime,,電気機器,,,,,True
,6480,6480.T,日本トムソン,Prime,,機械,,,,,True
,6481,6481.T,ＴＨＫ,Prime,,機械,,,,,True
,6482,6482.T,ＹＵＳＨＩＮ,Standard,,機械,,,,,True
,6484,6484.T,ＫＶＫ,Standard,,機械,,,,,True
,6485,6485.T,前澤給装工業,Standard,,機械,,,,,True
,6486,6486.T,イーグル工業,Prime,,機械,,,,,True
,6488,6488.T,ヨシタケ,Standard,,機械,,,,,True
,6489,6489.T,前澤工業,Standard,,機械,,,,,True
,6490,6490.T,ＰＩＬＬＡＲ,Prime,,機械,,,,,True
,6492,6492.T,岡野バルブ製造,Standard,,機械,,,,,True
,6493,6493.T,ＮＩＴＴＡＮ,Standard,,輸送用機器,,,,,True
,6494,6494.T,ＮＦＫホールディングス,Standard,,機械,,,,,True
,6495,6495.T,宮入バルブ製作所,Standard,,機械,,,,,True
,6496,6496.T,中北製作所,Standard,,機械,,,,,True
,6497,6497.T,ハマイ,Standard,,機械,,,,,True
,6498,6498.T,キッツ,Prime,,機械,,,,,True
,6501,6501.T,日立製作所,Prime,,電気機器,,,,,True
,6503,6503.T,三菱電機,Prime,,電気機器,,,,,True
,6504,6504.T,富士電機,Prime,,電気機器,,,,,True
,6505,6505.T,東洋電機製造,Standard,,電気機器,,,,,True
,6506,6506.T,安川電機,Prime,,電気機器,,,,,True
,6507,6507.T,シンフォニアテクノロジー,Prime,,電気機器,,,,,True
,6508,6508.T,明電舎,Prime,,電気機器,,,,,True
,6513,6513.T,オリジン,Standard,,電気機器,,,,,True
,6516,6516.T,山洋電気,Prime,,電気機器,,,,,True
,6517,6517.T,デンヨー,Prime,,電気機器,,,,,True
,6518,6518.T,三相電機,Standard,,電気機器,,,,,True
,6521,6521.T,オキサイド,Growth,,電気機器,,,,,True
,6522,6522.T,アスタリスク,Growth,,電気機器,,,,,True
,6523,6523.T,ＰＨＣホールディングス,Prime,,電気機器,,,,,True
,6524,6524.T,湖北工業,Standard,,電気機器,,,,,True
,6525,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,Prime,,電気機器,,,,,True
,6526,6526.T,ソシオネクスト,Prime,,電気機器,,,,,True
,6532,6532.T,ベイカレント,Prime,,サービス業,,,,,True
,6533,6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,Prime,,サービス業,,,,,True
,6535,6535.T,アイモバイル,Prime,,サービス業,,,,,True
,6537,6537.T,ＷＡＳＨハウス,Growth,,サービス業,,,,,True
,6538,6538.T,ディスラプターズ,Standard,,サービス業,,,,,True
,6539,6539.T,ＭＳ－Ｊａｐａｎ,Prime,,サービス業,,,,,True
,6540,6540.T,船場,Standard,,サービス業,,,,,True
,6542,6542.T,ＦＣホールディングス,Standard,,サービス業,,,,,True
,6543,6543.T,日宣,Standard,,サービス業,,,,,True
,6544,6544.T,ジャパンエレベーターサービスホールディングス,Prime,,サービス業,,,,,True
,6545,6545.T,インターネットインフィニティー,Growth,,サービス業,,,,,True
,6546,6546.T,フルテック,Standard,,サービス業,,,,,True
,6547,6547.T,グリーンズ,Standard,,サービス業,,,,,True
,6548,6548.T,旅工房,Growth,,サービス業,,,,,True
,6549,6549.T,ディーエムソリューションズ,Standard,,サービス業,,,,,True
,6551,6551.T,ツナググループ・ホールディングス,Standard,,サービス業,,,,,True
,6552,6552.T,ＧａｍｅＷｉｔｈ,Standard,,サービス業,,,,,True
,6554,6554.T,エスユーエス,Growth,,サービス業,,,,,True
,6555,6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,Standard,,サービス業,,,,,True
,6557,6557.T,ＡＩＡＩグループ,Growth,,サービス業,,,,,True
,6558,6558.T,クックビズ,Growth,,サービス業,,,,,True
,6560,6560.T,エル・ティー・エス,Prime,,サービス業,,,,,True
,6561,6561.T,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,Growth,,サービス業,,,,,True
,6562,6562.T,ジーニー,Growth,,サービス業,,,,,True
,6563,6563.T,みらいワークス,Growth,,サービス業,,,,,True
,6564,6564.T,ミダックホールディングス,Prime,,サービス業,,,,,True
,6565,6565.T,ＡＢホテル,Standard,,サービス業,,,,,True
,6566,6566.T,要興業,Standard,,サービス業,,,,,True
,6568,6568.T,神戸天然物化学,Growth,,サービス業,,,,,True
,6570,6570.T,共和コーポレーション,Standard,,サービス業,,,,,True
,6571,6571.T,キュービーネットホールディングス,Prime,,サービス業,,,,,True
,6572,6572.T,オープングループ,Prime,,サービス業,,,,,True
,6573,6573.T,アジャイルメディア・ネットワーク,Growth,,サービス業,,,,,True
,6574,6574.T,コンヴァノ,Growth,,サービス業,,,,,True
,6577,6577.T,ベストワンドットコム,Growth,,サービス業,,,,,True
,6578,6578.T,コレックホールディングス,Standard,,サービス業,,,,,True
,6579,6579.T,ログリー,Growth,,サービス業,,,,,True
,6580,6580.T,ライトアップ,Growth,,サービス業,,,,,True
,6584,6584.T,三櫻工業,Prime,,輸送用機器,,,,,True
,6586,6586.T,マキタ,Prime,,機械,,,,,True
,6588,6588.T,東芝テック,Prime,,電気機器,,,,,True
,6590,6590.T,芝浦メカトロニクス,Prime,,電気機器,,,,,True
,6592,6592.T,マブチモーター,Prime,,電気機器,,,,,True
,6594,6594.T,ニデック,Prime,,電気機器,,,,,True
,6597,6597.T,ＨＰＣシステムズ,Growth,,電気機器,,,,,True
,6599,6599.T,エブレン,Standard,,電気機器,,,,,True
,6612,6612.T,バルミューダ,Growth,,電気機器,,,,,True
,6613,6613.T,ＱＤレーザ,Growth,,電気機器,,,,,True
,6614,6614.T,シキノハイテック,Standard,,電気機器,,,,,True
,6615,6615.T,ユー・エム・シー・エレクトロニクス,Prime,,電気機器,,,,,True
,6616,6616.T,トレックス・セミコンダクター,Prime,,電気機器,,,,,True
,6617,6617.T,東光高岳,Prime,,電気機器,,,,,True
,6619,6619.T,ダブル・スコープ,Prime,,電気機器,,,,,True
,6620,6620.T,宮越ホールディングス,Prime,,不動産業,,,,,True
,6622,6622.T,ダイヘン,Prime,,電気機器,,,,,True
,6625,6625.T,ＪＡＬＣＯホールディングス,Standard,,不動産業,,,,,True
,6626,6626.T,ＳＥＭＩＴＥＣ,Standard,,電気機器,,,,,True
,6627,6627.T,テラプローブ,Standard,,電気機器,,,,,True
,6629,6629.T,テクノホライゾン,Standard,,電気機器,,,,,True
,6630,6630.T,ヤーマン,Prime,,電気機器,,,,,True
,6632,6632.T,ＪＶＣケンウッド,Prime,,電気機器,,,,,True
,6633,6633.T,ＣＧＳホールディングス,Standard,,電気機器,,,,,True
,6634,6634.T,ネクスグループ,Standard,,電気機器,,,,,True
,6635,6635.T,大日光・エンジニアリング,Standard,,電気機器,,,,,True
,6637,6637.T,寺崎電気産業,Standard,,電気機器,,,,,True
,6638,6638.T,ミマキエンジニアリング,Prime,,電気機器,,,,,True
,6643,6643.T,戸上電機製作所,Standard,,電気機器,,,,,True
,6644,6644.T,大崎電気工業,Prime,,電気機器,,,,,True
,6645,6645.T,オムロン,Prime,,電気機器,,,,,True
,6647,6647.T,森尾電機,Standard,,電気機器,,,,,True
,6648,6648.T,かわでん,Standard,,電気機器,,,,,True
,6651,6651.T,日東工業,Prime,,電気機器,,,,,True
,6652,6652.T,ＩＤＥＣ,Prime,,電気機器,,,,,True
,6653,6653.T,正興電機製作所,Prime,,電気機器,,,,,True
,6654,6654.T,不二電機工業,Standard,,電気機器,,,,,True
,6656,6656.T,インスペック,Standard,,電気機器,,,,,True
,6658,6658.T,シライ電子工業,Standard,,電気機器,,,,,True
,6659,6659.T,メディアリンクス,Standard,,電気機器,,,,,True
,6662,6662.T,ユビテック,Standard,,電気機器,,,,,True
,6663,6663.T,太洋テクノレックス,Standard,,電気機器,,,,,True
,6664,6664.T,オプトエレクトロニクス,Standard,,電気機器,,,,,True
,6666,6666.T,リバーエレテック,Standard,,電気機器,,,,,True
,6668,6668.T,アドテック　プラズマ　テクノロジー,Standard,,電気機器,,,,,True
,6670,6670.T,ＭＣＪ,Standard,,電気機器,,,,,True
,6674,6674.T,ジーエス・ユアサ　コーポレーション,Prime,,電気機器,,,,,True
,6675,6675.T,サクサ,Standard,,電気機器,,,,,True
,6676,6676.T,ＢＵＦＦＡＬＯ,Standard,,電気機器,,,,,True
,6677,6677.T,エスケーエレクトロニクス,Standard,,電気機器,,,,,True
,6678,6678.T,テクノメディカ,Standard,,電気機器,,,,,True
,6694,6694.T,ズーム,Standard,,電気機器,,,,,True
,6696,6696.T,トラース・オン・プロダクト,Growth,,電気機器,,,,,True
,6699,6699.T,ダイヤモンドエレクトリックホールディングス,Prime,,電気機器,,,,,True
,6701,6701.T,日本電気,Prime,,電気機器,,,,,True
,6702,6702.T,富士通,Prime,,電気機器,,,,,True
,6703,6703.T,沖電気工業,Prime,,電気機器,,,,,True
,6706,6706.T,電気興業,Prime,,電気機器,,,,,True
,6707,6707.T,サンケン電気,Prime,,電気機器,,,,,True
,6718,6718.T,アイホン,Prime,,電気機器,,,,,True
,6721,6721.T,ウインテスト,Standard,,電気機器,,,,,True
,6723,6723.T,ルネサスエレクトロニクス,Prime,,電気機器,,,,,True
,6724,6724.T,セイコーエプソン,Prime,,電気機器,,,,,True
,6727,6727.T,ワコム,Prime,,電気機器,,,,,True
,6728,6728.T,アルバック,Prime,,電気機器,,,,,True
,6730,6730.T,アクセル,Standard,,電気機器,,,,,True
,6731,6731.T,ピクセラ,Standard,,電気機器,,,,,True
,6734,6734.T,ニューテック,Standard,,電気機器,,,,,True
,6736,6736.T,サン電子,Standard,,電気機器,,,,,True
,6737,6737.T,ＥＩＺＯ,Prime,,電気機器,,,,,True
,6740,6740.T,ジャパンディスプレイ,Prime,,電気機器,,,,,True
,6741,6741.T,日本信号,Prime,,電気機器,,,,,True
,6742,6742.T,京三製作所,Prime,,電気機器,,,,,True
,6743,6743.T,大同信号,Standard,,電気機器,,,,,True
,6744,6744.T,能美防災,Prime,,電気機器,,,,,True
,6745,6745.T,ホーチキ,Prime,,電気機器,,,,,True
,6748,6748.T,星和電機,Standard,,電気機器,,,,,True
,6750,6750.T,エレコム,Prime,,電気機器,,,,,True
,6752,6752.T,パナソニック　ホールディングス,Prime,,電気機器,,,,,True
,6753,6753.T,シャープ,Prime,,電気機器,,,,,True
,6754,6754.T,アンリツ,Prime,,電気機器,,,,,True
,6757,6757.T,ＯＳＧコーポレーション,Standard,,電気機器,,,,,True
,6758,6758.T,ソニーグループ,Prime,,電気機器,,,,,True
,6762,6762.T,ＴＤＫ,Prime,,電気機器,,,,,True
,6763,6763.T,帝国通信工業,Prime,,電気機器,,,,,True
,6768,6768.T,タムラ製作所,Prime,,電気機器,,,,,True
,6769,6769.T,ザインエレクトロニクス,Standard,,電気機器,,,,,True
,6770,6770.T,アルプスアルパイン,Prime,,電気機器,,,,,True
,6771,6771.T,池上通信機,Standard,,電気機器,,,,,True
,6772,6772.T,東京コスモス電機,Standard,,電気機器,,,,,True
,6775,6775.T,ＴＢグループ,Standard,,電気機器,,,,,True
,6776,6776.T,天昇電気工業,Standard,,化学,,,,,True
,6777,6777.T,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,Standard,,電気機器,,,,,True
,6778,6778.T,アルチザネットワークス,Standard,,電気機器,,,,,True
,6779,6779.T,日本電波工業,Prime,,電気機器,,,,,True
,6785,6785.T,鈴木,Prime,,電気機器,,,,,True
,6786,6786.T,ＲＶＨ,Standard,,サービス業,,,,,True
,6787,6787.T,メイコー,Prime,,電気機器,,,,,True
,6788,6788.T,日本トリム,Prime,,電気機器,,,,,True
,6794,6794.T,フォスター電機,Prime,,電気機器,,,,,True
,6797,6797.T,名古屋電機工業,Standard,,電気機器,,,,,True
,6798,6798.T,ＳＭＫ,Prime,,電気機器,,,,,True
,6800,6800.T,ヨコオ,Prime,,電気機器,,,,,True
,6803,6803.T,ティアック,Standard,,電気機器,,,,,True
,6804,6804.T,ホシデン,Prime,,電気機器,,,,,True
,6806,6806.T,ヒロセ電機,Prime,,電気機器,,,,,True
,6807,6807.T,日本航空電子工業,Prime,,電気機器,,,,,True
,6809,6809.T,ＴＯＡ,Prime,,電気機器,,,,,True
,6810,6810.T,マクセル,Prime,,電気機器,,,,,True
,6814,6814.T,古野電気,Prime,,電気機器,,,,,True
,6817,6817.T,スミダコーポレーション,Prime,,電気機器,,,,,True
,6819,6819.T,伊豆シャボテンリゾート,Standard,,サービス業,,,,,True
,6820,6820.T,アイコム,Prime,,電気機器,,,,,True
,6822,6822.T,大井電気,Standard,,電気機器,,,,,True
,6823,6823.T,リオン,Prime,,電気機器,,,,,True
,6824,6824.T,新コスモス電機,Standard,,電気機器,,,,,True
,6832,6832.T,アオイ電子,Standard,,電気機器,,,,,True
,6834,6834.T,精工技研,Standard,,電気機器,,,,,True
