code,name,date,reason
4837,シダックス,2024-03-18,株式の併合
5212,不二硝子,2024-03-19,株式の併合
6567,ＳＥＲＩＯホールディングス,2024-03-19,株式等売渡請求による取得
2453,ジャパンベストレスキューシステム,2024-03-25,株式の併合
7315,ＩＪＴＴ,2024-03-25,株式の併合
2309,シミックホールディングス,2024-03-28,株式の併合
2987,タスキ,2024-03-28,タスキホールディングスの完全子会社化
3995,ＳＫＩＹＡＫＩ,2024-03-28,スペースシャワーＳＫＩＹＡＫＩホールディングスの完全子会社化
7330,レオス・キャピタルワークス,2024-03-28,SBIレオスひふみの完全子会社化
8068,菱洋エレクトロ,2024-03-28,リョーサン菱洋ホールディングスの完全子会社化
8140,リョーサン,2024-03-28,リョーサン菱洋ホールディングスの完全子会社化
8893,新日本建物,2024-03-28,タスキホールディングスの完全子会社化
8903,サンウッド,2024-03-28,株式の併合
8842,東京楽天地,2024-04-02,株式の併合
9637,オーエス,2024-04-05,株式の併合
4581,大正製薬ホールディングス,2024-04-09,株式の併合
5781,東邦金属,2024-04-17,株式等売渡請求による取得
8925,アルデプロ,2024-04-23,内部管理体制確認書の提出前で、内部管理体制等について改善の見込みがなくなったと当取引所が認める場合
1739,メルディアＤＣ,2024-04-24,株式の併合
4636,Ｔ＆Ｋ　ＴＯＫＡ,2024-04-25,株式等売渡請求による取得
7338,インヴァスト,2024-04-25,株式の併合
1971,中央ビルト工業,2024-04-26,株式の併合
9977,アオキスーパー,2024-05-02,株式の併合
9783,ベネッセホールディングス,2024-05-17,株式の併合
2412,ベネフィット・ワン,2024-05-20,株式の併合
5127,グッピーズ,2024-05-27,株式の併合
3244,サムティ,2024-05-30,サムティホールディングスの完全子会社化
9995,グローセル,2024-05-30,株式の併合
2427,アウトソーシング,2024-06-06,株式の併合
2812,焼津水産化学工業,2024-06-06,株式の併合
4489,ペイロール,2024-06-10,株式の併合
6556,ウェルビー,2024-06-11,株式の併合
4185,ＪＳＲ,2024-06-25,株式の併合
4748,構造計画研究所,2024-06-27,構造計画研究所ホールディングスの完全子会社化
7829,サマンサタバサジャパンリミテッド,2024-06-27,コナカの完全子会社化
7816,スノーピーク,2024-07-09,株式の併合
4930,グラフィコ,2024-07-16,株式等売渡請求による取得
6938,双信電機,2024-07-17,株式等売渡請求による取得
2651,ローソン,2024-07-24,株式の併合
9919,関西フードマーケット,2024-07-29,エイチ・ツー・オー　リテイリングの完全子会社化
7676,グッドスピード,2024-08-23,株式等売渡請求による取得
6704,岩崎通信機,2024-08-29,あい　ホールディングスの完全子会社化
4781,日本ハウズイング,2024-09-02,株式の併合
6789,ローランド ディー.ジー.,2024-09-03,株式の併合
4726,ＳＢテクノロジー,2024-09-06,株式の併合
9717,ジャステック,2024-09-11,株式の併合
9078,エスライングループ本社,2024-09-17,株式の併合
9873,日本ＫＦＣホールディングス,2024-09-18,株式の併合
1789,ＥＴＳホールディングス,2024-09-27,ＥＴＳグループの完全子会社化
1805,飛島建設,2024-09-27,飛島ホールディングスの完全子会社化
2468,フュートレック,2024-09-27,エーアイに合併
2899,永谷園ホールディングス,2024-09-27,株式の併合
4770,図研エルミック,2024-09-27,株式の併合
5217,テクノクオーツ,2024-09-27,ジーエルテクノホールディングスの完全子会社化
7086,きずなホールディングス,2024-09-27,株式等売渡請求による取得
7705,ジーエルサイエンス,2024-09-27,ジーエルテクノホールディングスの完全子会社化
8462,フューチャーベンチャーキャピタル,2024-09-27,AIフュージョンキャピタルグループの完全子会社化
9099,Ｃ＆Ｆロジホールディングス,2024-10-09,株式の併合
2599,ジャパンフーズ,2024-10-15,株式の併合
4348,インフォコム,2024-10-16,株式の併合
6236,ＮＣホールディングス,2024-10-16,株式の併合
7647,音通,2024-10-18,株式の併合
4215,タキロンシーアイ,2024-10-29,株式等売渡請求による取得
4824,メディアシーク,2024-10-30,Ｓｏｌｖｖｙの完全子会社化
8889,ＡＰＡＭＡＮ,2024-10-30,株式等売渡請求による取得
5395,理研コランダム,2024-11-05,株式等売渡請求による取得
5809,タツタ電線,2024-11-07,株式の併合
8155,三益半導体工業,2024-11-12,株式の併合
1451,ＫＨＣ,2024-11-19,株式等売渡請求による取得
6698,ヴィスコ・テクノロジーズ,2024-11-19,株式等売渡請求による取得
8182,いなげや,2024-11-28,ユナイテッド・スーパーマーケット・ホールディングスの完全子会社化
4268,エッジテクノロジー,2024-12-06,株式等売渡請求による取得
2487,ＣＤＧ,2024-12-12,ＣＬホールディングスの完全子会社化
9055,アルプス物流,2024-12-17,株式の併合
4921,ファンケル,2024-12-18,株式の併合
6362,石井鐵工所,2024-12-24,株式の併合
2754,東葛ホールディングス,2024-12-26,株式の併合
5759,日本電解,2024-12-28,民事再生手続き
4485,（株）ＪＴＯＷＥＲ,2025-01-07,他社による買収（公開買付け、株式併合）
8072,日本出版貿易（株）,2025-01-07,支配株主等による買収（公開買付け、株式併合）
9232,（株）パスコ,2025-01-07,支配株主等による買収（公開買付け、株式併合）
9058,トランコム（株）,2025-01-15,ＭＢＯ（公開買付け、株式併合）
2715,エレマテック（株）,2025-01-24,支配株主等による買収（公開買付け、株式等売渡請求による取得）
8114,（株）デサント,2025-01-24,支配株主等による買収（公開買付け、株式併合）
1775,富士古河Ｅ＆Ｃ（株）,2025-01-30,富士電機の完全子会社化（株式交換）
187A,サムティホールディングス（株）,2025-01-30,他社による買収（公開買付け、株式併合）
3275,ハウスコム（株）,2025-01-30,大東建託の完全子会社化（株式交換）
4295,（株）フェイス,2025-01-30,ＭＢＯ（公開買付け、株式等売渡請求による取得）
4955,アグロ　カネショウ（株）,2025-01-31,他社による買収（公開買付け、株式等売渡請求による取得）
6164,（株）太陽工機,2025-02-06,支配株主等による買収（公開買付け、株式等売渡請求による取得）
3322,アルファグループ（株）,2025-02-10,支配株主等による買収（株式併合）
8732,（株）マネーパートナーズグループ,2025-02-10,他社による買収（公開買付け、株式等売渡請求による取得）
1439,（株）安江工務店,2025-02-12,他社による買収（公開買付け、株式等売渡請求による取得）
3990,ＵＵＵＭ（株）,2025-02-17,支配株主等による買収（公開買付け、株式等売渡請求による取得）
9675,常磐興産（株）,2025-02-19,他社による買収（公開買付け、株式併合）
3857,（株）ラック,2025-02-25,支配株主等による買収（公開買付け、株式等売渡請求による取得）
8215,（株）銀座山形屋,2025-02-26,支配株主等による買収（株式併合）
3738,（株）ティーガイア,2025-03-03,他社による買収（公開買付け、株式併合）
7342,ウェルスナビ（株）,2025-03-04,他社による買収（公開買付け、株式等売渡請求による取得）
8890,（株）レーサム,2025-03-04,他社による買収（公開買付け、株式併合）
6640,Ｉ－ＰＥＸ（株）,2025-03-10,ＭＢＯ（公開買付け、株式併合）
5610,大和重工（株）,2025-03-11,ＭＢＯ（公開買付け、株式併合）
1730,麻生フオームクリート（株）,2025-03-17,支配株主等による買収（公開買付け、株式等売渡請求による取得）
7518,ネットワンシステムズ（株）,2025-03-18,他社による買収（公開買付け、株式併合）
9522,リニューアブル・ジャパン（株）,2025-03-19,ＭＢＯ（公開買付け、株式併合）
1973,ＮＥＣネッツエスアイ（株）,2025-03-21,支配株主等による買収（公開買付け、株式併合）
5935,元旦ビューティ工業（株）,2025-03-21,ＭＢＯ（公開買付け、株式併合）
3254,（株）プレサンスコーポレーション,2025-03-28,支配株主等による買収（公開買付け、株式等売渡請求による取得）
7268,（株）タツミ,2025-03-28,ミツバの完全子会社化（株式交換）
5481,山陽特殊製鋼（株）,2025-04-23,支配株主等による買収（公開買付け、株式等売渡請求による取得）
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス（株）,2025-04-23,ＭＢＯ（公開買付け、株式併合）
3264,（株）アスコット,2025-04-25,他社による買収（公開買付け、株式等売渡請求による取得）
3666,（株）テクノスジャパン,2025-04-30,他社による買収（公開買付け、株式等売渡請求による取得）
5277,（株）スパンクリートコーポレーション,2025-05-09,支配株主等による買収（株式併合）
2372,（株）アイロムグループ,2025-05-12,ＭＢＯ（公開買付け、株式併合）
9161,ＩＤ＆Ｅホールディングス（株）,2025-05-13,他社による買収（公開買付け、株式併合）
3604,川本産業（株）,2025-05-14,支配株主等による買収（公開買付け、株式等売渡請求による取得）
9852,ＣＢグループマネジメント（株）,2025-05-14,他社による買収（公開買付け、株式等売渡請求による取得）
9749,富士ソフト（株）,2025-05-16,他社による買収（公開買付け、株式併合）
6319,（株）シンニッタン,2025-05-26,他社による買収（公開買付け、株式等売渡請求による取得）
7559,ジーエフシー（株）,2025-05-28,ＭＢＯ（公開買付け、株式併合）
3458,（株）シーアールイー,2025-05-29,ＭＢＯ（公開買付け、株式併合）
6697,テックポイント・インク,2025-05-29,ASMedia Technology Inc.の完全子会社（合併）
2107,東洋精糖（株）,2025-06-02,他社による買収（公開買付け、株式併合）
6967,新光電気工業（株）,2025-06-06,他社による買収（公開買付け、株式併合）
6131,浜井産業（株）,2025-06-09,ＭＢＯ（公開買付け、株式併合）
4435,（株）カオナビ,2025-06-11,他社による買収（公開買付け、株式併合）
6715,（株）ナカヨ,2025-06-13,他社による買収（公開買付け、株式併合）
4298,（株）プロトコーポレーション,2025-06-16,ＭＢＯ（公開買付け、株式併合）
7386,ジャパンワランティサポート（株）,2025-06-16,支配株主等による買収（株式併合）
3978,（株）マクロミル,2025-06-17,他社による買収（公開買付け、株式併合）
5585,エコナビスタ（株）,2025-06-17,他社による買収（公開買付け、株式等売渡請求による取得）
8038,東都水産（株）,2025-06-17,支配株主等による買収（公開買付け、株式併合）
2397,（株）ＤＮＡチップ研究所,2025-06-19,他社による買収（公開買付け、株式併合）
9070,トナミホールディングス（株）,2025-06-19,ＭＢＯ（公開買付け、株式併合）
4304,（株）Ｅストアー,2025-06-20,他社による買収（公開買付け、株式併合）
8905,イオンモール（株）,2025-06-27,イオンの完全子会社化（株式交換）
4173,（株）ＷＡＣＵＬ,2025-07-02,他社による買収（公開買付け、株式等売渡請求による取得）
9384,内外トランスライン（株）,2025-07-09,他社による買収（公開買付け、株式併合）
8886,（株）ウッドフレンズ,2025-07-11,他社による買収（公開買付け、株式等売渡請求による取得）
7408,（株）ジャムコ,2025-07-17,他社による買収（公開買付け、株式併合）
9787,イオンディライト（株）,2025-07-17,支配株主等による買収（公開買付け、株式併合）
4267,（株）ライトワークス,2025-07-28,ＭＢＯ（公開買付け、株式併合）
9479,（株）インプレスホールディングス,2025-07-28,支配株主等による買収（株式併合）
6550,Ｕｎｉｐｏｓ（株）,2025-07-30,リンクアンドモチベーションの完全子会社化（株式交換）
7623,（株）サンオータス,2025-08-18,ＭＢＯ（公開買付け、株式併合）
7958,天馬（株）,2025-08-18,ＭＢＯ（公開買付け、株式併合）
6755,（株）富士通ゼネラル,2025-08-19,他社による買収（公開買付け、株式併合）
3347,（株）トラスト,2025-08-20,支配株主等による買収（公開買付け、株式等売渡請求による取得）
3328,ＢＥＥＮＯＳ（株）,2025-08-28,他社による買収（公開買付け、株式併合）
4551,鳥居薬品（株）,2025-08-28,他社による買収（公開買付け、株式併合）
8208,（株）エンチョー,2025-08-28,ＤＣＭホールディングスの完全子会社化（株式交換）
260A,（株）オルツ,2025-08-31,新規上場申請に係る宣誓書における重大な違反
9696,（株）ウィザス,2025-09-04,他社による買収（公開買付け、株式等売渡請求による取得）
3814,（株）アルファクス・フード・システム,2025-09-06,半期報告書の提出遅延
1757,（株）創建エース,2025-09-19,有価証券報告書等の虚偽記載
3497,（株）ＬｅＴｅｃｈ,2025-09-19,他社による買収（公開買付け、株式併合）
7379,（株）サーキュレーション,2025-09-19,他社による買収（公開買付け、株式等売渡請求による取得）
9164,（株）トライト,2025-09-24,他社による買収（公開買付け、株式併合）
7163,住信ＳＢＩネット銀行（株）,2025-09-25,他社による買収（公開買付け、株式併合）
7451,三菱食品（株）,2025-09-26,支配株主等による買収（公開買付け、株式併合）
9613,（株）ＮＴＴデータグループ,2025-09-26,支配株主等による買収（公開買付け、株式併合）
3319,（株）ゴルフダイジェスト・オンライン,2025-09-29,ＭＢＯ（公開買付け、株式併合）
5009,富士興産（株）,2025-09-29,富士ユナイトホールディングスの完全子会社化（株式移転）
6026,ＧＭＯ　ＴＥＣＨ（株）,2025-09-29,ＧＭＯ ＴＥＣＨホールディングスの完全子会社化（株式移転）
6048,（株）デザインワン・ジャパン,2025-09-29,ＧＭＯ ＴＥＣＨホールディングスの完全子会社化（株式移転）
6879,（株）ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,2025-09-29,ＭＢＯ（公開買付け、株式併合）
8279,（株）ヤオコー,2025-09-29,ブルーゾーンホールディングスの完全子会社化（株式移転）
9275,（株）ナルミヤ・インターナショナル,2025-09-29,ワールドの完全子会社化（株式交換）
9377,（株）エージーピー,2025-09-29,支配株主等による買収（株式併合）
1884,日本道路（株）,2025-10-10,支配株主等による買収（公開買付け、株式併合）
6411,中野冷機（株）,2025-10-14,他社による買収（公開買付け、株式併合）
7605,（株）フジ・コーポレーション,2025-10-14,他社による買収（公開買付け、株式併合）
9066,（株）日新,2025-10-15,ＭＢＯ（公開買付け、株式併合）
6973,協栄産業（株）,2025-10-16,他社による買収（公開買付け、株式併合）
6095,メドピア（株）,2025-10-17,ＭＢＯ（公開買付け、株式併合）
2830,アヲハタ（株）,2025-10-30,キユーピーの完全子会社化（株式交換）
3770,（株）ザッパラス,2025-10-30,光通信の完全子会社化（株式交換）
9386,日本コンセプト（株）,2025-11-04,ＭＢＯ（公開買付け、株式併合）
6416,桂川電機（株）,2025-11-05,ＭＢＯ（公開買付け、株式等売渡請求による取得）
5577,（株）アイデミー,2025-11-06,他社による買収（公開買付け、株式等売渡請求による取得）
6297,鉱研工業（株）,2025-11-17,他社による買収（公開買付け、株式併合）
6930,日本アンテナ（株）,2025-11-20,エレコムの完全子会社化（株式交換）
3073,（株）ＤＤグループ,2025-11-21,ＭＢＯ（公開買付け、株式併合）
3847,パシフィックシステム（株）,2025-11-26,支配株主等による買収（公開買付け、株式等売渡請求による取得）
165A,ＳＢＩレオスひふみ（株）,2025-11-27,ＳＢＩグローバルアセットマネジメントに合併（会社合併）
3141,ウエルシアホールディングス（株）,2025-11-27,ツルハホールディングスの完全子会社化（株式交換）
5595,（株）ＱＰＳ研究所,2025-11-27,ＱＰＳホールディングスの完全子会社化（株式移転）
8940,（株）インテリックス,2025-11-27,インテリックスホールディングスの完全子会社化（株式移転）
1743,コーアツ工業（株）,2025-11-28,他社による買収（公開買付け、株式併合）
7732,（株）トプコン,2025-12-02,ＭＢＯ（公開買付け、株式併合）
3688,（株）ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,2025-12-08,他社による買収（公開買付け、株式併合）
6028,テクノプロ・ホールディングス（株）,2025-12-09,他社による買収（公開買付け、株式併合）
5070,（株）ドラフト,2025-12-12,ＭＢＯ（公開買付け、株式併合）
3540,（株）歯愛メディカル,2025-12-15,支配株主等による買収（公開買付け、株式併合）
1890,東洋建設（株）,2025-12-16,他社による買収（公開買付け、株式併合）
1712,（株）ダイセキ環境ソリューション,2025-12-19,支配株主等による買収（公開買付け、株式等売渡請求による取得）
1821,三井住友建設（株）,2025-12-19,他社による買収（公開買付け、株式併合）
3341,日本調剤（株）,2025-12-19,他社による買収（公開買付け、株式併合）
4319,ＴＡＣ（株）,2025-12-19,ＭＢＯ（公開買付け、株式併合）
6937,古河電池（株）,2025-12-22,他社による買収（公開買付け、株式併合）
2150,（株）ケアネット,2025-12-23,他社による買収（公開買付け、株式併合）
6373,大同工業（株）,2025-12-29,椿本チエインの完全子会社化（株式交換）
3094,（株）スーパーバリュー,2026-01-05,支配株主等による買収（公開買付け、株式等売渡請求による取得）
4745,（株）東京個別指導学院,2026-01-08,支配株主等による買収（株式併合）
6957,（株）芝浦電子,2026-01-13,他社による買収（公開買付け、株式併合）
176A,レジル（株）,2026-01-14,他社による買収（公開買付け、株式併合）
6542,（株）ＦＣホールディングス,2026-01-14,他社による買収（公開買付け、株式併合）
2743,ピクセルカンパニーズ（株）,2026-01-16,内部管理体制確認書の提出前で、内部管理体制等が適切に整備される又は適切に運用される見込みがなくなったと当取引所が認める場合
5017,富士石油（株）,2026-01-20,支配株主等による買収（公開買付け、株式併合）
6312,フロイント産業（株）,2026-01-27,ＭＢＯ（公開買付け、株式併合）
4080,（株）田中化学研究所,2026-01-28,住友化学の完全子会社化（株式交換）
5191,住友理工（株）,2026-01-29,支配株主等による買収（公開買付け、株式等売渡請求による取得）
5476,日本高周波鋼業（株）,2026-01-29,神戸製鋼所の完全子会社化（株式交換）
6060,こころネット（株）,2026-01-29,燦ホールディングスの完全子会社化（株式交換）
7817,パラマウントベッドホールディングス（株）,2026-02-05,ＭＢＯ（公開買付け、株式併合）
9776,札幌臨床検査センター（株）,2026-02-16,他社による買収（株式併合）
5596,アウトルックコンサルティング（株）,2026-02-25,支配株主等による買収（公開買付け、株式等売渡請求による取得）
3526,芦森工業（株）,2026-02-26,支配株主等による買収（公開買付け、株式併合）
7445,（株）ライトオン,2026-02-26,ワールドの完全子会社化（株式交換）
9600,（株）アイネット,2026-02-26,他社による買収（公開買付け、株式併合）
1949,住友電設（株）,2026-03-03,他社による買収（公開買付け、株式併合）
4957,ヤスハラケミカル（株）,2026-03-06,ＭＢＯ（公開買付け、株式併合）
9719,ＳＣＳＫ（株）,2026-03-12,支配株主等による買収（公開買付け、株式併合）
2374,セントケア・ホールディング（株）,2026-03-13,ＭＢＯ（公開買付け、株式併合）
7718,スター精密（株）,2026-03-13,他社による買収（公開買付け、株式併合）
3655,（株）ブレインパッド,2026-03-17,他社による買収（公開買付け、株式併合）
5386,（株）鶴弥,2026-03-17,申請による上場廃止
2389,（株）デジタルホールディングス,2026-03-19,他社による買収（公開買付け、株式併合）
3961,シルバーエッグ・テクノロジー（株）,2026-03-23,他社による買収（公開買付け、株式併合）
6406,フジテック（株）,2026-03-23,他社による買収（公開買付け、株式併合）
6734,（株）ニューテック,2026-03-23,他社による買収（公開買付け、株式等売渡請求による取得）
7635,杉田エース（株）,2026-03-24,ＭＢＯ（公開買付け、株式併合）
7116,ダイワ通信（株）,2026-03-25,支配株主等による買収（株式併合）
1841,サンユー建設（株）,2026-03-27,ＭＢＯ（公開買付け、株式併合）
7923,トーイン（株）,2026-03-27,他社による買収（公開買付け、株式等売渡請求による取得）
2196,（株）エスクリ,2026-03-30,オンザページに合併（会社合併）
3924,（株）ランドコンピュータ,2026-03-30,トランヴィアの完全子会社化（株式移転）
4333,（株）東邦システムサイエンス,2026-03-30,トランヴィアの完全子会社化（株式移転）
5352,黒崎播磨（株）,2026-03-30,支配株主等による買収（公開買付け、株式等売渡請求による取得）
6210,ＴＯＹＯイノベックス（株）,2026-03-30,GMSグループの完全子会社化（株式移転）
6293,日精樹脂工業（株）,2026-03-30,GMSグループの完全子会社化（株式移転）
7205,日野自動車（株）,2026-03-30,ARCHIONの完全子会社化（株式交換）
7420,佐鳥電機（株）,2026-03-30,MIRAINIホールディングスの完全子会社化（株式移転）
7455,（株）パリミキホールディングス,2026-03-30,ＭＢＯ（公開買付け、株式併合）
7467,萩原電気ホールディングス（株）,2026-03-30,MIRAINIホールディングスの完全子会社化（株式移転）
8515,アイフル（株）,2026-03-30,ムニノバホールディングスの完全子会社化（株式移転）
7450,（株）サンデー,2026-04-01,支配株主等による買収（公開買付け、株式等売渡請求による取得）
7250,太平洋工業（株）,2026-04-13,ＭＢＯ（公開買付け、株式併合）
202A,（株）豆蔵,2026-04-14,他社による買収（公開買付け、株式等売渡請求による取得）
4690,日本パレットプール（株）,2026-04-15,他社による買収（公開買付け、株式等売渡請求による取得）
7092,（株）Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,2026-04-20,ＭＢＯ（公開買付け、株式併合）
7739,キヤノン電子（株）,2026-04-21,支配株主等による買収（公開買付け、株式併合）
3902,メディカル・データ・ビジョン（株）,2026-04-24,他社による買収（公開買付け、株式併合）
3541,（株）農業総合研究所,2026-04-27,他社による買収（公開買付け、株式併合）
7105,三菱ロジスネクスト（株）,2026-04-27,他社による買収（公開買付け、株式併合）
8209,（株）フレンドリー,2026-04-27,支配株主等による買収（株式併合）
5259,ＢＢＤイニシアティブ（株）,2026-04-28,ヘッドウォータースに合併（会社合併）
6565,ＡＢホテル（株）,2026-05-01,申請による上場廃止
2344,平安レイサービス（株）,2026-05-08,支配株主等による買収（株式併合）
4530,久光製薬（株）,2026-05-11,ＭＢＯ（公開買付け、株式併合）
7088,（株）フォーラムエンジニアリング,2026-05-13,他社による買収（公開買付け、株式併合）
3593,（株）ホギメディカル,2026-05-15,他社による買収（公開買付け、株式併合）
4917,（株）マンダム,2026-05-15,ＭＢＯ（公開買付け、株式併合）
6901,澤藤電機（株）,2026-05-15,他社による買収（公開買付け、株式併合）
2692,伊藤忠食品（株）,2026-05-19,支配株主等による買収（公開買付け、株式等売渡請求による取得）
5727,東邦チタニウム（株）,2026-05-28,ＪＸ金属の完全子会社化（株式交換）
6489,前澤工業（株）,2026-05-28,前澤ホールディングスの完全子会社化（株式移転）
7925,前澤化成工業（株）,2026-05-28,前澤ホールディングスの完全子会社化（株式移転）
1776,三井住建道路（株）,2026-05-29,支配株主等による買収（公開買付け、株式等売渡請求による取得）
4384,ラクスル（株）,2026-05-29,ＭＢＯ（公開買付け、株式併合）
1726,（株）ビーアールホールディングス,2026-06-01,他社による買収（公開買付け、株式併合）
6173,（株）アクアライン,2026-06-01,内部管理体制確認書が提出され、内部管理体制等が適切に整備されていない又は適切に運用される見込みがなくなったと当取引所が認める場合
6201,（株）豊田自動織機,2026-06-01,他社による買収（公開買付け、株式併合）
9067,（株）丸運,2026-06-04,他社による買収（公開買付け、株式併合）
7229,（株）ユタカ技研,2026-06-10,他社による買収（公開買付け、株式併合）
7999,ＭＵＴＯＨホールディングス（株）,2026-06-10,他社による買収（公開買付け、株式併合）
4556,（株）カイノス,2026-06-11,他社による買収（公開買付け、株式併合）
4974,タカラバイオ（株）,2026-06-12,支配株主等による買収（公開買付け、株式併合）
3294,（株）イーグランド,2026-06-15,他社による買収（公開買付け、株式等売渡請求による取得）
6670,（株）ＭＣＪ,2026-06-16,ＭＢＯ（公開買付け、株式併合）
9338,（株）ＩＮＦＯＲＩＣＨ,2026-06-16,ＭＢＯ（公開買付け、株式併合）
2540,養命酒製造（株）,2026-06-18,他社による買収（公開買付け、株式併合）
4659,（株）エイジス,2026-06-19,他社による買収（公開買付け、株式併合）
9927,（株）ワットマン,2026-06-19,ＭＢＯ（公開買付け、株式併合）
2686,（株）ジーフット,2026-06-23,支配株主等による買収（株式併合）
6403,水道機工（株）,2026-06-24,他社による買収（公開買付け、株式併合）
7922,三光産業（株）,2026-06-25,ＭＢＯ（公開買付け、株式併合）
3546,アレンザホールディングス（株）,2026-06-26,他社による買収（公開買付け、株式併合）
4494,バリオセキュア（株）,2026-06-26,ＨＥＲＯＺの完全子会社化（株式交換）
5856,（株）エルアイイーエイチ,2026-06-26,内部管理体制確認書が提出され、内部管理体制等が適切に整備されていない又は適切に運用される見込みがなくなったと当取引所が認める場合
3198,ＳＦＰホールディングス（株）,2026-06-29,クリエイト・レストランツ・ホールディングスに合併（会社合併）
4449,（株）ギフティ,2026-06-29,ギフティグループの完全子会社化（株式移転）
8289,（株）Ｏｌｙｍｐｉｃグループ,2026-06-29,パン・パシフィック・インターナショナルホールディングスの完全子会社化（株式交換）
3681,（株）ブイキューブ,2026-07-01,上場維持基準への不適合
7940,ウェーブロックホールディングス（株）,2026-07-09,他社による買収（株式併合）
7317,（株）松屋アールアンドディ,2026-07-17,他社による買収（公開買付け、株式等売渡請求による取得）
5903,シンポ（株）,2026-07-22,ＭＢＯ（公開買付け、株式等売渡請求による取得）
3271,（株）ＴＨＥグローバル社,2026-07-28,他社による買収（公開買付け、株式併合）
6096,（株）レアジョブ,2026-07-29,学研ホールディングスの完全子会社化（株式交換）
2763,（株）エフティグループ,2026-07-30,光通信の完全子会社化（株式交換）
4367,広栄化学（株）,2026-07-30,住友化学の完全子会社化（株式交換）
6197,（株）ソラスト,2026-08-06,ＭＢＯ（公開買付け、株式併合）
8283,（株）ＰＡＬＴＡＣ,2026-08-10,支配株主等による買収（公開買付け、株式等売渡請求による取得）
4171,（株）グローバルインフォメーション,2026-08-13,他社による買収（公開買付け、株式等売渡請求による取得）
5103,昭和ホールディングス（株）,2026-08-25,内部管理体制等が適切に整備される又は適切に運用される見込みがないと当取引所が認める場合
2162,ｎｍｓ　ホールディングス（株）,2026-08-28,支配株主等による買収（公開買付け、株式等売渡請求による取得）
3079,ディーブイエックス（株）,2026-08-28,オルバディーブイエックスヘルスケアの完全子会社化（株式交換）
5660,神鋼鋼線工業（株）,2026-08-28,神戸製鋼所の完全子会社化（株式交換）
3480,（株）ジェイ・エス・ビー,2026-09-02,他社による買収（公開買付け、株式等売渡請求による取得）
1909,日本ドライケミカル（株）,2026-09-14,他社による買収（公開買付け、株式併合）
9914,（株）植松商会,2026-09-21,上場維持基準への不適合
1948,（株）弘電社,2026-09-25,他社による買収（公開買付け、株式併合）
3856,Ａｂａｌａｎｃｅ（株）,2026-09-26,内部管理体制確認書の提出前で、内部管理体制等が適切に整備される又は適切に運用される見込みがなくなったと当取引所が認める場合
3670,協立情報通信（株）,2026-10-01,上場維持基準への不適合
3787,（株）テクノマセマティカル,2026-10-01,上場維持基準への不適合
4316,（株）ビーマップ,2026-10-01,上場維持基準への不適合
6147,（株）ヤマザキ,2026-10-01,上場維持基準への不適合
7255,（株）桜井製作所,2026-10-01,上場維持基準への不適合
7426,（株）山大,2026-10-01,上場維持基準への不適合
7709,クボテック（株）,2026-10-01,上場維持基準への不適合
7851,カワセコンピュータサプライ（株）,2026-10-01,上場維持基準への不適合
7946,（株）光陽社,2026-10-01,上場維持基準への不適合
7985,ネポン（株）,2026-10-01,上場維持基準への不適合
1382,（株）ホーブ,2027-01-01,上場維持基準への不適合
