ticker,code,name,market,sector33,size,last_date,bars,last_close,adv_jpy,adv_shares,turnover_last,ok_adv,ok_price,ok_history,ok_split,ok_fresh,passes
285A.T,285A,キオクシアホールディングス,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-26,410.0,50000.0,2276578825550.0,45901620.0,1182015000000.0,True,True,True,True,True,True
5803.T,5803,フジクラ,プライム（内国株式）,非鉄金属,TOPIX Large70,2026-08-26,2602.0,5305.0,342624644135.0,66321540.0,288396245500.0,True,True,True,True,True,True
6857.T,6857,アドバンテスト,プライム（内国株式）,電気機器,TOPIX Core30,2026-08-26,2602.0,35700.0,308999460825.0,9372420.0,314838300000.0,True,True,True,True,True,True
6976.T,6976,太陽誘電,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-26,2602.0,9060.0,237201153665.0,24118840.0,250440144000.0,True,True,True,True,True,True
9984.T,9984,ソフトバンクグループ,プライム（内国株式）,情報・通信業,TOPIX Core30,2026-08-26,2602.0,5163.0,226621887965.0,42315465.0,168617384400.0,True,True,True,True,True,True
8035.T,8035,東京エレクトロン,プライム（内国株式）,電気機器,TOPIX Core30,2026-08-26,2602.0,55500.0,221017624650.0,3993805.0,138017400000.0,True,True,True,True,True,True
6981.T,6981,村田製作所,プライム（内国株式）,電気機器,TOPIX Large70,2026-08-26,2602.0,7185.0,201334450390.0,27491125.0,138750253500.0,True,True,True,True,True,True
4062.T,4062,イビデン,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-26,2602.0,20080.0,153272435700.0,8153900.0,125676704000.0,True,True,True,True,True,True
8306.T,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-08-26,2602.0,3579.0,134934239680.0,37824200.0,94748298600.0,True,True,True,True,True,True
5801.T,5801,古河電気工業,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-08-26,2602.0,3905.0,131469654262.5,34340080.0,100280790500.0,True,True,True,True,True,True
6920.T,6920,レーザーテック,プライム（内国株式）,電気機器,TOPIX Large70,2026-08-26,2602.0,34620.0,126952166150.0,3299830.0,70174740000.0,True,True,True,True,True,True
6146.T,6146,ディスコ,プライム（内国株式）,機械,TOPIX Large70,2026-08-26,2602.0,60610.0,104066582250.0,1736870.0,96212314000.0,True,True,True,True,True,True
7203.T,7203,トヨタ自動車,プライム（内国株式）,輸送用機器,TOPIX Core30,2026-08-26,2602.0,3070.0,103631905605.0,34110135.0,56420153000.0,True,True,True,True,True,True
7974.T,7974,任天堂,プライム（内国株式）,その他製品,TOPIX Core30,2026-08-26,2602.0,8896.0,92560719750.0,11165060.0,74850944000.0,True,True,True,True,True,True
5016.T,5016,ＪＸ金属,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-08-26,352.0,3850.0,80458293095.0,21120375.0,47486285000.0,True,True,True,True,True,True
9983.T,9983,ファーストリテイリング,プライム（内国株式）,小売業,TOPIX Core30,2026-08-26,2602.0,72120.0,79053328100.0,1023745.0,40170840000.0,True,True,True,True,True,True
8316.T,8316,三井住友フィナンシャルグループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-08-26,2602.0,6732.0,78513654475.0,11665840.0,68345956800.0,True,True,True,True,True,True
7011.T,7011,三菱重工業,プライム（内国株式）,機械,TOPIX Core30,2026-08-26,2602.0,3920.0,76615534305.0,18998725.0,48607608000.0,True,True,True,True,True,True
8411.T,8411,みずほフィナンシャルグループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-08-26,2602.0,8314.0,74628545990.0,9005460.0,50288891800.0,True,True,True,True,True,True
6758.T,6758,ソニーグループ,プライム（内国株式）,電気機器,TOPIX Core30,2026-08-26,2602.0,3878.0,67426185685.0,18017165.0,41529889800.0,True,True,True,True,True,True
