ticker,code,name,market,sector33,size,last_date,bars,last_close,adv_jpy,adv_shares,turnover_last,ok_adv,ok_price,ok_history,ok_split,ok_fresh,passes
285A.T,285A,キオクシアホールディングス,プライム（内国株式）,電気機器,TOPIX Mid400,2026-09-01,414.0,51000.0,2104266115050.0,40377560.0,1512359100000.0,True,True,True,True,True,True
5803.T,5803,フジクラ,プライム（内国株式）,非鉄金属,TOPIX Large70,2026-09-01,2606.0,5298.0,350067371325.0,64862645.0,224784073800.0,True,True,True,True,True,True
6857.T,6857,アドバンテスト,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,33380.0,285151896900.0,8238620.0,213792224000.0,True,True,True,True,True,True
6976.T,6976,太陽誘電,プライム（内国株式）,電気機器,TOPIX Mid400,2026-09-01,2606.0,9283.0,246162414380.0,25098205.0,190359982900.0,True,True,True,True,True,True
9984.T,9984,ソフトバンクグループ,プライム（内国株式）,情報・通信業,TOPIX Core30,2026-09-01,2606.0,5262.0,199788968970.0,36665260.0,141012654600.0,True,True,True,True,True,True
6981.T,6981,村田製作所,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,7290.0,189364454250.0,25203210.0,141138045000.0,True,True,True,True,True,True
8035.T,8035,東京エレクトロン,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,54980.0,164909789950.0,2921460.0,151783286000.0,True,True,True,True,True,True
4062.T,4062,イビデン,プライム（内国株式）,電気機器,TOPIX Mid400,2026-09-01,2606.0,20545.0,161819427275.0,8138575.0,135066939000.0,True,True,True,True,True,True
5801.T,5801,古河電気工業,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-09-01,2606.0,3858.0,135963156195.0,34316955.0,80931966600.0,True,True,True,True,True,True
8306.T,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-09-01,2606.0,3700.0,126589447685.0,35309160.0,155764450000.0,True,True,True,True,True,True
6920.T,6920,レーザーテック,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,33080.0,107960408900.0,2825510.0,71829912000.0,True,True,True,True,True,True
6146.T,6146,ディスコ,プライム（内国株式）,機械,TOPIX Large70,2026-09-01,2606.0,56590.0,85665394150.0,1396590.0,66419683000.0,True,True,True,True,True,True
7974.T,7974,任天堂,プライム（内国株式）,その他製品,TOPIX Core30,2026-09-01,2606.0,9103.0,84753113570.0,9935510.0,63698242500.0,True,True,True,True,True,True
7203.T,7203,トヨタ自動車,プライム（内国株式）,輸送用機器,TOPIX Core30,2026-09-01,2606.0,3243.0,82272643290.0,27173575.0,92791634700.0,True,True,True,True,True,True
7011.T,7011,三菱重工業,プライム（内国株式）,機械,TOPIX Core30,2026-09-01,2606.0,3856.0,75627168335.0,18584545.0,64952777600.0,True,True,True,True,True,True
5016.T,5016,ＪＸ金属,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-09-01,356.0,3842.0,73318635430.0,18946145.0,50321747600.0,True,True,True,True,True,True
8316.T,8316,三井住友フィナンシャルグループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-09-01,2606.0,7009.0,71362840555.0,10537620.0,75103537700.0,True,True,True,True,True,True
9983.T,9983,ファーストリテイリング,プライム（内国株式）,小売業,TOPIX Core30,2026-09-01,2606.0,71260.0,70564801700.0,935000.0,52782282000.0,True,True,True,True,True,True
6525.T,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,電気機器,TOPIX Mid400,2026-09-01,696.0,8559.0,69949780735.0,8184895.0,70851402000.0,True,True,True,True,True,True
8411.T,8411,みずほフィナンシャルグループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-09-01,2606.0,8697.0,69450037785.0,8254960.0,69321177900.0,True,True,True,True,True,True
6098.T,6098,リクルートホールディングス,プライム（内国株式）,サービス業,TOPIX Core30,2026-09-01,2606.0,17495.0,67612260075.0,4201350.0,53749888500.0,True,True,True,True,True,True
6501.T,6501,日立製作所,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,5541.0,60110848195.0,10979650.0,48974682600.0,True,True,True,True,True,True
6758.T,6758,ソニーグループ,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,4046.0,57672244170.0,15217145.0,58039465400.0,True,True,True,True,True,True
5706.T,5706,三井金属,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-09-01,2606.0,28825.0,53036477350.0,1798040.0,30107712500.0,True,True,True,True,True,True
5802.T,5802,住友電気工業,プライム（内国株式）,非鉄金属,TOPIX Large70,2026-09-01,2606.0,2209.0,50297725297.5,22334150.0,30137166100.0,True,True,True,True,True,True
6861.T,6861,キーエンス,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,82280.0,47787904300.0,567925.0,29258768000.0,True,True,True,True,True,True
3436.T,3436,ＳＵＭＣＯ,プライム（内国株式）,金属製品,TOPIX Mid400,2026-09-01,2606.0,3317.0,47650880100.0,13298600.0,40929126400.0,True,True,True,True,True,True
278A.T,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,グロース（内国株式）,精密機器,-,2026-09-01,427.0,17770.0,46648073200.0,2733085.0,125027943000.0,True,True,True,True,True,True
5713.T,5713,住友金属鉱山,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-09-01,2606.0,11345.0,41984495050.0,4110595.0,24018499500.0,True,True,True,True,True,True
4004.T,4004,レゾナック・ホールディングス,プライム（内国株式）,化学,TOPIX Mid400,2026-09-01,2606.0,16020.0,41763105375.0,2570575.0,27075402000.0,True,True,True,True,True,True
6723.T,6723,ルネサスエレクトロニクス,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,3314.0,41686884335.0,11510320.0,30117963400.0,True,True,True,True,True,True
7013.T,7013,ＩＨＩ,プライム（内国株式）,機械,TOPIX Mid400,2026-09-01,2606.0,2736.0,40583529592.5,14628115.0,34431192000.0,True,True,True,True,True,True
6954.T,6954,ファナック,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,5989.0,37436396975.0,5944415.0,20771648700.0,True,True,True,True,True,True
6752.T,6752,パナソニック　ホールディングス,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,4459.0,36724445950.0,8247560.0,30286419800.0,True,True,True,True,True,True
8766.T,8766,東京海上ホールディングス,プライム（内国株式）,保険業,TOPIX Core30,2026-09-01,2606.0,7806.0,36329172820.0,4791230.0,34579018800.0,True,True,True,True,True,True
4063.T,4063,信越化学工業,プライム（内国株式）,化学,TOPIX Core30,2026-09-01,2606.0,5968.0,35608599615.0,5797455.0,29444918400.0,True,True,True,True,True,True
7735.T,7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,電気機器,TOPIX Mid400,2026-09-01,2606.0,13480.0,34305619900.0,2537775.0,17847520000.0,True,True,True,True,True,True
8136.T,8136,サンリオ,プライム（内国株式）,卸売業,TOPIX Mid400,2026-09-01,2606.0,1317.5,33418395772.5,26517450.0,30488399250.0,True,True,True,True,True,True
6701.T,6701,日本電気,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,5005.0,32106687145.0,6689350.0,33328795500.0,True,True,True,True,True,True
6367.T,6367,ダイキン工業,プライム（内国株式）,機械,TOPIX Core30,2026-09-01,2606.0,20940.0,32032961275.0,1480215.0,20634276000.0,True,True,True,True,True,True
3103.T,3103,ユニチカ,スタンダード（内国株式）,繊維製品,TOPIX Small 2,2026-09-01,2606.0,1494.0,32003546875.0,21703690.0,28378679400.0,True,True,True,True,True,True
8058.T,8058,三菱商事,プライム（内国株式）,卸売業,TOPIX Core30,2026-09-01,2606.0,4956.0,31991977705.0,6703090.0,41099116800.0,True,True,True,True,True,True
7012.T,7012,川崎重工業,プライム（内国株式）,輸送用機器,TOPIX Mid400,2026-09-01,2606.0,2523.0,31990652357.5,11775540.0,39897208200.0,True,True,True,True,True,True
6503.T,6503,三菱電機,プライム（内国株式）,電気機器,TOPIX Core30,2026-09-01,2606.0,5521.0,31308262460.0,5430430.0,29983998900.0,True,True,True,True,True,True
7267.T,7267,本田技研工業,プライム（内国株式）,輸送用機器,TOPIX Core30,2026-09-01,2606.0,1733.0,29534316677.5,17567835.0,24102044100.0,True,True,True,True,True,True
5401.T,5401,日本製鉄,プライム（内国株式）,鉄鋼,TOPIX Large70,2026-09-01,2606.0,700.2999877929688,29045219920.941162,42824325.0,47589585970.458984,True,True,True,True,True,True
7936.T,7936,アシックス,プライム（内国株式）,その他製品,TOPIX Large70,2026-09-01,2606.0,4371.0,28915047640.0,5931695.0,20302857900.0,True,True,True,True,True,True
8031.T,8031,三井物産,プライム（内国株式）,卸売業,TOPIX Core30,2026-09-01,2606.0,5198.0,27813556440.0,5696785.0,36696840400.0,True,True,True,True,True,True
9433.T,9433,ＫＤＤＩ,プライム（内国株式）,情報・通信業,TOPIX Core30,2026-09-01,2606.0,3007.0,26401577850.0,9145800.0,18836449400.0,True,True,True,True,True,True
6762.T,6762,ＴＤＫ,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,3079.0,26305477435.0,8521835.0,17702094700.0,True,True,True,True,True,True
8001.T,8001,伊藤忠商事,プライム（内国株式）,卸売業,TOPIX Core30,2026-09-01,2606.0,2148.5,25572258082.5,12392280.0,30051499200.0,True,True,True,True,True,True
9104.T,9104,商船三井,プライム（内国株式）,海運業,TOPIX Large70,2026-09-01,2606.0,7047.0,24605049460.0,3649960.0,20421501300.0,True,True,True,True,True,True
7741.T,7741,ＨＯＹＡ,プライム（内国株式）,精密機器,TOPIX Core30,2026-09-01,2606.0,24890.0,24084644600.0,947830.0,27680169000.0,True,True,True,True,True,True
3110.T,3110,日東紡績,プライム（内国株式）,ガラス・土石製品,TOPIX Small 1,2026-09-01,2606.0,3145.0,23957848520.0,7760545.0,11440566500.0,True,True,True,True,True,True
9101.T,9101,日本郵船,プライム（内国株式）,海運業,TOPIX Large70,2026-09-01,2606.0,7092.0,23822211415.0,3585895.0,15735020400.0,True,True,True,True,True,True
6702.T,6702,富士通,プライム（内国株式）,電気機器,TOPIX Large70,2026-09-01,2606.0,3947.0,23725632630.0,6411640.0,23014562300.0,True,True,True,True,True,True
