ticker,code,name,market,sector33,size,last_date,bars,last_close,adv_jpy,adv_shares,turnover_last,ok_adv,ok_price,ok_history,ok_split,ok_fresh,passes
285A.T,285A,キオクシアホールディングス,Prime,電気機器,,2026-09-24,428.0,54580.0,1582248613050.0,29866910.0,1517847968000.0,True,True,True,True,True,True
9984.T,9984,ソフトバンクグループ,Prime,情報・通信業,,2026-09-24,2620.0,6352.0,375995163275.0,61713590.0,545047969600.0,True,True,True,True,True,True
6857.T,6857,アドバンテスト,Prime,電気機器,,2026-09-24,2620.0,33060.0,294266914650.0,8906225.0,290584176000.0,True,True,True,True,True,True
6976.T,6976,太陽誘電,Prime,電気機器,,2026-09-24,2620.0,8935.0,252482318990.0,27554665.0,244539334500.0,True,True,True,True,True,True
5803.T,5803,フジクラ,Prime,非鉄金属,,2026-09-24,2620.0,4911.0,208377741790.0,40341460.0,167758777800.0,True,True,True,True,True,True
4062.T,4062,イビデン,Prime,電気機器,,2026-09-24,2620.0,22405.0,166950599000.0,8214435.0,277815278500.0,True,True,True,True,True,True
8035.T,8035,東京エレクトロン,Prime,電気機器,,2026-09-24,2620.0,53920.0,158010179400.0,2949530.0,201143168000.0,True,True,True,True,True,True
6981.T,6981,村田製作所,Prime,電気機器,,2026-09-24,2620.0,7823.0,151946868900.0,20738590.0,150362753800.0,True,True,True,True,True,True
8306.T,8306,三菱ＵＦＪフィナンシャル・グループ,Prime,銀行業,,2026-09-24,2620.0,3573.0,142722912435.0,38922810.0,144959111100.0,True,True,True,True,True,True
6920.T,6920,レーザーテック,Prime,電気機器,,2026-09-24,2620.0,39780.0,111812217200.0,3157220.0,170938638000.0,True,True,True,True,True,True
5801.T,5801,古河電気工業,Prime,非鉄金属,,2026-09-24,2620.0,3807.0,89553579370.0,22971655.0,75602832300.0,True,True,True,True,True,True
8316.T,8316,三井住友フィナンシャルグループ,Prime,銀行業,,2026-09-24,2620.0,6679.0,81980759830.0,11881010.0,86779579100.0,True,True,True,True,True,True
278A.T,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,Growth,精密機器,,2026-09-24,441.0,19950.0,80363916450.0,4183070.0,35526960000.0,True,True,True,True,True,True
6098.T,6098,リクルートホールディングス,Prime,サービス業,,2026-09-24,2620.0,16000.0,77675041600.0,4667180.0,100076800000.0,True,True,True,True,True,True
6146.T,6146,ディスコ,Prime,機械,,2026-09-24,2620.0,53320.0,76593383850.0,1390535.0,73608260000.0,True,True,True,True,True,True
7203.T,7203,トヨタ自動車,Prime,輸送用機器,,2026-09-24,2620.0,2969.0,74902943692.5,24473390.0,100403563700.0,True,True,True,True,True,True
8411.T,8411,みずほフィナンシャルグループ,Prime,銀行業,,2026-09-24,2620.0,8280.0,73166557575.0,8533630.0,81209412000.0,True,True,True,True,True,True
