ticker,code,name,market,sector33,size,last_date,bars,last_close,adv_jpy,adv_shares,turnover_last,ok_adv,ok_price,ok_history,ok_split,ok_fresh,passes
285A.T,285A,キオクシアホールディングス,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-24,408.0,50930.0,2380473924300.0,47980950.0,1667702850000.0,True,True,True,True,True,True
5803.T,5803,フジクラ,プライム（内国株式）,非鉄金属,TOPIX Large70,2026-08-24,2600.0,5016.0,326410987130.0,64096160.0,260842032000.0,True,True,True,True,True,True
6857.T,6857,アドバンテスト,プライム（内国株式）,電気機器,TOPIX Core30,2026-08-24,2600.0,34500.0,302081894775.0,9389925.0,195045750000.0,True,True,True,True,True,True
9984.T,9984,ソフトバンクグループ,プライム（内国株式）,情報・通信業,TOPIX Core30,2026-08-24,2600.0,4975.0,239450728450.0,44736540.0,174719512500.0,True,True,True,True,True,True
6976.T,6976,太陽誘電,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-24,2600.0,9149.0,233807975640.0,23416065.0,300034135800.0,True,True,True,True,True,True
8035.T,8035,東京エレクトロン,プライム（内国株式）,電気機器,TOPIX Core30,2026-08-24,2600.0,55150.0,228573047600.0,4110210.0,135310525000.0,True,True,True,True,True,True
6981.T,6981,村田製作所,プライム（内国株式）,電気機器,TOPIX Large70,2026-08-24,2600.0,7067.0,207256154430.0,28182990.0,117578625900.0,True,True,True,True,True,True
4062.T,4062,イビデン,プライム（内国株式）,電気機器,TOPIX Mid400,2026-08-24,2600.0,18795.0,151613842650.0,8231230.0,114692728500.0,True,True,True,True,True,True
8306.T,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-08-24,2600.0,3481.0,146117621315.0,40724975.0,77575477400.0,True,True,True,True,True,True
6920.T,6920,レーザーテック,プライム（内国株式）,電気機器,TOPIX Large70,2026-08-24,2600.0,34810.0,130849733000.0,3370160.0,72195940000.0,True,True,True,True,True,True
5801.T,5801,古河電気工業,プライム（内国株式）,非鉄金属,TOPIX Mid400,2026-08-24,2600.0,3625.0,122774533652.5,32468230.0,85347725000.0,True,True,True,True,True,True
7203.T,7203,トヨタ自動車,プライム（内国株式）,輸送用機器,TOPIX Core30,2026-08-24,2600.0,3125.0,106536890810.0,35136710.0,60262187500.0,True,True,True,True,True,True
6146.T,6146,ディスコ,プライム（内国株式）,機械,TOPIX Large70,2026-08-24,2600.0,61420.0,104925744300.0,1758020.0,64871804000.0,True,True,True,True,True,True
7974.T,7974,任天堂,プライム（内国株式）,その他製品,TOPIX Core30,2026-08-24,2600.0,8793.0,95661805035.0,11708280.0,62543729700.0,True,True,True,True,True,True
9983.T,9983,ファーストリテイリング,プライム（内国株式）,小売業,TOPIX Core30,2026-08-24,2600.0,72840.0,85520927200.0,1101035.0,52670604000.0,True,True,True,True,True,True
8316.T,8316,三井住友フィナンシャルグループ,プライム（内国株式）,銀行業,TOPIX Core30,2026-08-24,2600.0,6593.0,82182232785.0,12141880.0,46118694300.0,True,True,True,True,True,True
