delivered_on,asof,ticker,name,sector33,pattern,neckline,close_t,atr_t,breakout_pct,pattern_low,height,target,breakout_h,up_pct,down_pct,rr,breakeven_win_rate,span,l1_date,l1,l2_date,l2,l3_date,l3,h1_date,h1,h2_date,h2,h3_date,h3,upper_slope,lower_slope,pole_pct,upper_scatter,adv_jpy,earnings_days,earnings_unknown
2026-09-18,2026-09-17,8766.T,東京海上ホールディングス,保険業,ascending_triangle,8205.2105263158,8298.0,192.78380327274277,1.1308603647231852,7186.0,1019.2105263157991,9224.421052631598,0.09104053705137101,11.164389643668326,-13.40081947457219,0.8331124574025157,0.5455202685256857,30,2026-08-05,7682.0,2026-08-20,7186.0,2026-09-11,7700.0,2026-08-07,7993.0,2026-09-04,8137.0,,,0.0009397330896988145,0.0004807177068992163,,,42475968120.0,,True
2026-09-18,2026-09-17,8766.T,東京海上ホールディングス,保険業,inverse_hs,8137.0,8298.0,192.78380327274277,1.9786161976158345,7186.0,951.0,9088.0,0.16929547844374343,9.52036635333815,-13.40081947457219,0.7104316546762585,0.584647739221872,30,2026-08-05,7682.0,2026-08-20,7186.0,2026-09-11,7700.0,2026-08-07,7993.0,2026-09-04,8137.0,,,,,,,42475968120.0,,True
2026-09-18,2026-09-17,9101.T,日本郵船,海運業,ascending_triangle,7518.333333333338,7566.0,202.73665461961704,0.6340057636887053,5735.0,1783.3333333333376,9301.666666666675,0.026728971962614378,22.94034716715141,-24.20037007665874,0.9479337338430778,0.5133644859813071,29,2026-08-06,5735.0,2026-08-27,6862.0,2026-09-11,7085.0,2026-08-25,7405.0,2026-09-07,7465.0,,,0.0008966599417170523,0.008410963620935658,,,23260366325.0,,True
2026-09-18,2026-09-17,4502.T,武田薬品工業,医薬品,ascending_triangle,5935.333333333334,5946.0,112.48107541760224,0.17971470290911729,5225.0,710.3333333333339,6645.666666666668,0.015016424213983179,11.767014239264517,-12.125798856374036,0.9704114655570985,0.5075082121069915,30,2026-08-05,5225.0,2026-08-31,5721.0,2026-09-11,5557.0,2026-08-26,5906.0,2026-09-03,5917.0,,,0.00031012997265226865,0.002709050292611398,,,21695966065.0,,True
2026-09-18,2026-09-17,9434.T,ソフトバンク,情報・通信業,ascending_triangle,244.80000610351544,251.60000610351562,4.412443361725196,2.777777708520457,230.60000610351562,14.199999999999818,259.00000610351526,0.4788732394366387,2.941176399238654,-8.34658167351553,0.35238095238093425,0.7394366197183198,20,2026-08-20,230.60000610351562,2026-08-28,235.39999389648438,2026-09-08,236.10000610351562,2026-08-26,241.60000610351562,2026-09-02,242.60000610351562,,,0.0008261048944974809,0.0017697191545582886,,,17241689303.610535,,True
2026-09-18,2026-09-17,6787.T,メイコー,電気機器,ascending_triangle,20024.000000000004,21960.0,1518.3762699441602,9.66839792249299,16690.0,3334.0000000000036,23358.000000000007,0.5806838632273528,6.366120218579274,-23.998178506375222,0.2652751423149922,0.7903419316136763,18,2026-08-24,16690.0,2026-09-03,17280.0,2026-09-14,17940.0,2026-08-31,19920.0,2026-09-07,19960.0,,,0.000401203610832512,0.004802919025759995,,,9716898050.0,,True
2026-09-18,2026-09-17,9021.T,西日本旅客鉄道,陸運業,ascending_triangle,3012.999999999999,3089.0,51.91853748382048,2.5224029206770915,2834.5,178.4999999999991,3191.499999999998,0.42577030812325656,3.3182259630947897,-8.238912269342825,0.40275049115912814,0.7128851540616284,25,2026-08-13,2834.5,2026-09-03,2971.0,2026-09-09,2974.0,2026-09-01,3049.0,2026-09-07,3037.0,,,-0.0009858692080183733,0.0026734735232463555,,,5462279557.5,,True
2026-09-18,2026-09-17,9201.T,日本航空,空運業,ascending_triangle,3057.272727272724,3073.0,51.08025225358802,0.5144216473387919,2877.0,180.27272727272384,3237.5454545454477,0.08724155320223956,5.354554329497163,-6.378132118451029,0.839517625231876,0.5436207766011197,32,2026-08-03,2877.0,2026-08-19,2960.5,2026-09-02,2927.0,2026-08-12,3088.0,2026-08-27,3075.0,,,-0.0003835204224625639,0.0008446081323327736,,,5366641050.0,,True
2026-09-18,2026-09-17,4540.T,ツムラ,医薬品,double_bottom,3870.0,3886.0,53.22161621886429,0.41343669250646364,3642.0,228.0,4098.0,0.07017543859649122,5.455481214616564,-6.278950077200207,0.868852459016392,0.5350877192982461,30,2026-08-05,3702.0,2026-09-09,3642.0,,,2026-08-27,3870.0,,,,,,,,,1948718295.0,,True
2026-09-18,2026-09-17,8418.T,山口フィナンシャルグループ,銀行業,ascending_triangle,3253.285714285715,3256.0,83.62321586030859,0.08343213454526932,2850.5,402.78571428571513,3656.0714285714303,0.0067387834722447415,12.2872060372061,-12.453931203931202,0.9866126475251066,0.5033693917361222,32,2026-08-03,2850.5,2026-08-20,3033.0,2026-09-11,3103.0,2026-08-14,3279.0,2026-09-03,3264.0,,,-0.0003275037662933239,0.0029266873282897104,,,1364490705.0,,True
2026-09-18,2026-09-17,8361.T,大垣共立銀行,銀行業,ascending_triangle,8373.076923076924,8400.0,281.5056065119388,0.3215434083601254,6780.0,1593.0769230769238,9966.153846153848,0.016900048285851798,18.644688644688667,-19.285714285714285,0.9667616334283013,0.5084500241429258,32,2026-08-03,6780.0,2026-08-25,7660.0,2026-09-09,7860.0,2026-08-18,8390.0,2026-09-04,8380.0,,,-9.173891105910639e-05,0.005723412284012134,,,1315384900.0,,True
2026-09-18,2026-09-17,9301.T,三菱倉庫,倉庫・運輸関連業,ascending_triangle,1563.5000000000005,1564.0,26.681975221095893,0.031979533098791535,1478.5,85.00000000000045,1648.500000000001,0.005882352941171089,5.4028132992328,-5.466751918158563,0.9883040935672639,0.5029411764705851,24,2026-08-14,1478.5,2026-08-28,1509.5,2026-09-11,1502.0,2026-08-25,1555.0,2026-09-07,1559.5,,,0.0003210788248514861,0.000785077951002208,,,1304842852.5,,True
2026-09-18,2026-09-17,9301.T,三菱倉庫,倉庫・運輸関連業,triple_bottom,1559.5,1564.0,26.681975221095893,0.2885540237255624,1478.5,81.0,1640.5,0.05555555555555555,4.891304347826098,-5.466751918158563,0.8947368421052658,0.527777777777777,24,2026-08-14,1478.5,2026-08-28,1509.5,2026-09-11,1502.0,2026-08-25,1555.0,2026-09-07,1559.5,,,,,,,1304842852.5,,True
