delivered_on,asof,ticker,name,sector33,pattern,neckline,close_t,atr_t,breakout_pct,pattern_low,height,target,breakout_h,up_pct,down_pct,rr,breakeven_win_rate,span,l1_date,l1,l2_date,l2,l3_date,l3,h1_date,h1,h2_date,h2,h3_date,h3,upper_slope,lower_slope,pole_pct,upper_scatter,adv_jpy,earnings_days,earnings_unknown
2026-09-25,2026-09-24,6787.T,メイコー,電気機器,ascending_triangle,20039.999999999993,23780.0,1559.1101511253216,18.66267465069864,16690.0,3349.9999999999927,23389.999999999985,1.1164179104477658,-1.640033641715788,-29.814970563498743,,,20,2026-08-24,16690.0,2026-09-03,17280.0,2026-09-14,17940.0,2026-08-31,19920.0,2026-09-07,19960.0,,,0.0004012036108325015,0.004802919025759998,,,10785386950.0,,True
2026-09-25,2026-09-24,6479.T,ミネベアミツミ,電気機器,ascending_triangle,3487.333333333334,3606.0,122.79030297661413,3.402791053335874,3216.0,271.33333333333394,3758.666666666668,0.43734643734643414,4.233684599741205,-10.815307820299502,0.39145299145299445,0.7186732186732171,19,2026-08-25,3243.0,2026-09-03,3216.0,2026-09-11,3269.0,2026-08-28,3490.0,2026-09-07,3489.0,,,-4.776233462289487e-05,0.0005669971249481499,,,8570590910.0,,True
2026-09-25,2026-09-24,6324.T,ハーモニック・ドライブ・システムズ,機械,ascending_triangle,5994.999999999998,6350.0,337.5830085529798,5.921601334445414,5290.0,704.9999999999982,6699.999999999996,0.503546099290784,5.511811023621993,-16.69291338582677,0.33018867924527984,0.7517730496453919,23,2026-08-19,5500.0,2026-09-03,5290.0,2026-09-14,5540.0,2026-08-27,6080.0,2026-09-10,6030.0,,,-0.0008257638315441757,5.950152596614512e-05,,,5857364900.0,,True
2026-09-25,2026-09-24,9201.T,日本航空,空運業,ascending_triangle,3054.9090909090887,3084.0,50.42633995334886,0.9522675871920683,2877.0,177.90909090908872,3232.8181818181774,0.16351558507921718,4.825492276854004,-6.712062256809337,0.7189284145805678,0.5817577925396085,34,2026-08-03,2877.0,2026-08-19,2960.5,2026-09-02,2927.0,2026-08-12,3088.0,2026-08-27,3075.0,,,-0.0003835204224625409,0.0008446081323327773,,,5741208365.0,,True
2026-09-25,2026-09-24,8418.T,山口フィナンシャルグループ,銀行業,ascending_triangle,3251.1428571428573,3430.0,92.07818102240893,5.501362158361878,2850.5,400.64285714285734,3651.7857142857147,0.4464253877696552,6.466055810079152,-16.895043731778426,0.3827190928140033,0.7232126938848273,34,2026-08-03,2850.5,2026-08-20,3033.0,2026-09-11,3103.0,2026-08-14,3279.0,2026-09-03,3264.0,,,-0.0003275037662933292,0.0029266873282897143,,,1820002880.0,,True
2026-09-25,2026-09-24,9110.T,ＮＳユナイテッド海運,海運業,ascending_triangle,10509.999999999993,10510.0,53.05008863414165,6.661338147750939e-14,10440.0,69.99999999999272,10579.999999999985,1.039422516312026e-13,0.6660323501425758,-0.6660323501427201,0.9999999999997833,0.5000000000000542,20,2026-08-24,10440.0,2026-09-04,10470.0,2026-09-16,10480.0,2026-08-31,10510.0,2026-09-07,10510.0,,,4.88990285943171e-18,0.0002268179569354181,,,1495069600.0,,True
2026-09-25,2026-09-24,8343.T,秋田銀行,銀行業,ascending_triangle,9039.999999999996,9490.0,381.5374939886768,4.977876106194734,6930.0,2109.9999999999964,11149.999999999993,0.21327014218009688,17.49209694415166,-26.975763962065336,0.6484374999999969,0.6066350710900485,35,2026-07-31,6930.0,2026-08-24,8150.0,2026-09-02,8600.0,2026-08-18,9200.0,2026-08-31,9140.0,,,-0.00072700836059614,0.009725651608072877,,,1380590650.0,,True
2026-09-25,2026-09-24,1980.T,ダイダン,建設業,ascending_triangle,2883.499999999999,2945.0,94.0158136475362,2.1328246922143634,2292.0,591.4999999999991,3474.999999999998,0.10397295012679798,17.99660441426141,-22.173174872665534,0.8116385911179149,0.5519864750633988,36,2026-07-30,2292.0,2026-08-19,2656.0,2026-09-14,2631.0,2026-08-18,2948.0,2026-09-09,2905.0,,,-0.0009183324790705601,0.004026636984515071,,,1373294315.0,,True
2026-09-25,2026-09-24,8361.T,大垣共立銀行,銀行業,ascending_triangle,8371.538461538461,8450.0,269.308405614886,0.9372415694202108,6780.0,1591.538461538461,9963.076923076922,0.04929917834702792,17.906235776058253,-19.76331360946746,0.9060340856748037,0.5246495891735139,34,2026-08-03,6780.0,2026-08-25,7660.0,2026-09-09,7860.0,2026-08-18,8390.0,2026-09-04,8380.0,,,-9.17389110591137e-05,0.0057234122840120576,,,1347948000.0,,True
2026-09-25,2026-09-24,5202.T,日本板硝子,ガラス・土石製品,inverse_hs,493.0,496.0,1.5662096952532372,0.6085192697768749,478.0,15.0,508.0,0.2,2.4193548387096753,-3.629032258064513,0.6666666666666666,0.6000000000000001,44,2026-07-17,480.0,2026-08-12,478.0,2026-09-04,490.0,2026-07-30,484.0,2026-09-01,493.0,,,,,,,1315205930.0,,True
2026-09-25,2026-09-24,5832.T,ちゅうぎんフィナンシャルグループ,銀行業,ascending_triangle,3570.000000000002,3652.0,93.71904028085008,2.2969187675069502,3186.0,384.0000000000018,3954.0000000000036,0.2135416666666609,8.269441401971612,-12.760131434830235,0.6480686695279037,0.6067708333333309,36,2026-07-30,3186.0,2026-08-20,3330.0,2026-09-09,3396.0,2026-08-18,3610.0,2026-08-31,3595.0,,,-0.00046264168401567013,0.0022699757869249003,,,1301889195.0,,True
2026-09-25,2026-09-24,6849.T,日本光電工業,電気機器,ascending_triangle,1525.4999999999977,1608.0,36.31565273491186,5.408062930186985,1342.5,182.99999999999773,1708.4999999999955,0.4508196721311656,6.249999999999711,-16.51119402985075,0.3785310734463101,0.7254098360655831,30,2026-08-07,1342.5,2026-08-27,1487.0,2026-09-10,1437.5,2026-08-26,1543.5,2026-09-02,1538.5,,,-0.0006489292667099696,0.0031439919226235475,,,1277251977.5,,True
2026-09-25,2026-09-24,4272.T,日本化薬,化学,ascending_triangle,2107.3888888888887,2131.5,42.915404313338335,1.1441225318324477,1858.0,249.3888888888887,2356.7777777777774,0.09668077522833682,10.5689785492741,-12.83133943232465,0.8236847450741407,0.5483403876141683,33,2026-08-04,1858.0,2026-08-19,2050.5,2026-09-11,1991.0,2026-08-17,2143.5,2026-08-28,2130.5,,,-0.0006759215930952141,0.002048853174391976,,,1201341087.5,,True
2026-09-25,2026-09-24,1861.T,熊谷組,建設業,ascending_triangle,1313.0000000000002,1319.0,24.31452310821494,0.4569687738004369,1249.0,64.00000000000023,1377.0000000000005,0.09374999999999611,4.397270659590635,-5.307050796057622,0.8285714285714351,0.5468749999999981,23,2026-08-19,1249.0,2026-09-02,1272.0,2026-09-11,1268.0,2026-08-27,1313.0,2026-09-09,1313.0,,,7.742260533119479e-18,0.0009490341543834626,,,1117849090.0,,True
2026-09-25,2026-09-24,2784.T,アルフレッサ　ホールディングス,卸売業,ascending_triangle,2352.6666666666674,2384.0,38.14919262417074,1.3318220459053176,2131.5,221.16666666666742,2573.833333333335,0.1416729464958514,7.962807606264044,-10.591442953020136,0.7518151815181575,0.5708364732479257,31,2026-08-06,2131.5,2026-08-28,2291.0,2026-09-09,2262.0,2026-08-24,2351.0,2026-09-01,2351.5,,,3.544214070532486e-05,0.0028321550366216847,,,999775472.5,,True
2026-09-25,2026-09-24,4206.T,アイカ工業,化学,ascending_box,4226.0,4248.0,69.18250020330449,0.5205868433506788,4017.0,209.0,4435.0,0.10526315789473684,4.4020715630885165,-5.437853107344637,0.8095238095238098,0.5526315789473684,22,2026-08-20,4017.0,2026-09-04,4059.0,2026-09-11,4031.0,2026-09-01,4207.0,2026-09-07,4245.0,,,0.0022479886417414337,0.00033655132284397826,,,963950190.0,,True
2026-09-25,2026-09-24,8344.T,山形銀行,銀行業,ascending_triangle,4780.000000000001,5240.0,222.33137570857247,9.623430962343082,3600.0,1180.000000000001,5960.000000000002,0.3898305084745752,13.74045801526722,-31.29770992366412,0.43902439024390394,0.6949152542372874,34,2026-08-03,3600.0,2026-08-24,4205.0,2026-09-02,4415.0,2026-08-18,4780.0,2026-08-28,4780.0,,,2.8855638507477738e-18,0.009682187113797784,,,880719300.0,,True
2026-09-25,2026-09-24,8362.T,福井銀行,銀行業,ascending_triangle,7379.999999999982,7770.0,377.49335417322266,5.284552845528712,5370.0,2009.9999999999818,9389.999999999964,0.19402985074627946,20.849420849420387,-30.888030888030894,0.6749999999999848,0.5970149253731398,34,2026-08-03,5370.0,2026-08-20,6490.0,2026-09-04,6830.0,2026-08-18,7230.0,2026-08-28,7280.0,,,0.0008614748449343955,0.010261552332704475,,,866028000.0,,True
2026-09-25,2026-09-24,7350.T,おきなわフィナンシャルグループ,銀行業,ascending_triangle,7899.999999999982,7930.0,241.1982065767294,0.37974683544326204,7450.0,449.9999999999818,8349.999999999964,0.06666666666670978,5.296343001260584,-6.052963430012614,0.8749999999999251,0.5333333333333546,20,2026-08-24,7450.0,2026-08-31,7480.0,2026-09-09,7480.0,2026-08-28,8020.0,2026-09-03,7990.0,,,-0.0009369144284823713,0.0003131793227957616,,,864269650.0,,True
2026-09-25,2026-09-24,8392.T,大分銀行,銀行業,ascending_triangle,3030.0000000000036,3110.0,114.23437376524248,2.640264026402517,2682.0,348.00000000000364,3378.0000000000073,0.2298850574712515,8.617363344051675,-13.762057877813504,0.626168224299082,0.6149425287356259,20,2026-08-24,2682.0,2026-09-02,2875.0,2026-09-11,2888.0,2026-08-31,3075.0,2026-09-07,3060.0,,,-0.0009779951100242748,0.005227099720882869,,,741650940.0,,True
2026-09-25,2026-09-24,8550.T,栃木銀行,銀行業,ascending_triangle,1118.000000000001,1119.0,41.7688584077269,0.089445438282576,918.0,200.0000000000009,1318.0000000000018,0.00499999999999543,17.783735478105612,-17.962466487935657,0.9900497512437899,0.5024999999999978,36,2026-07-30,918.0,2026-08-25,1007.0,2026-09-11,1027.0,2026-08-14,1144.0,2026-09-03,1130.0,,,-0.0008795074758135801,0.003773932253313722,,,624973710.0,,True
2026-09-25,2026-09-24,8600.T,トモニホールディングス,銀行業,ascending_triangle,1139.0000000000016,1180.0,31.73256498967581,3.599648814749634,965.0,174.0000000000016,1313.0000000000032,0.23563218390803467,11.271186440678239,-18.220338983050844,0.6186046511628057,0.6178160919540172,34,2026-08-03,965.0,2026-08-24,1060.0,2026-09-09,1090.0,2026-08-18,1154.0,2026-08-28,1149.0,,,-0.0005427702996091443,0.004682701179206537,,,546749675.0,,True
2026-09-25,2026-09-24,7381.T,ＣＣＩグループ,銀行業,ascending_triangle,1300.285714285714,1324.0,41.609064541833405,1.8237749945067216,1040.0,260.285714285714,1560.571428571428,0.09110867178924381,17.867932671557995,-21.45015105740181,0.832997987927563,0.545554335894622,36,2026-07-30,1040.0,2026-08-20,1190.0,2026-09-10,1242.0,2026-08-18,1314.0,2026-09-07,1306.0,,,-0.00043620501635768826,0.005982658642926461,,,517733950.0,,True
2026-09-25,2026-09-24,9832.T,オートバックスセブン,卸売業,ascending_triangle,1591.9090909090905,1601.0,20.546132165622705,0.5710696133858884,1471.0,120.90909090909054,1712.818181818181,0.07518796992481534,6.984271194139979,-8.119925046845722,0.8601398601398543,0.5375939849624077,42,2026-07-22,1496.0,2026-08-05,1471.0,2026-09-10,1550.0,2026-07-30,1587.0,2026-09-01,1590.0,,,8.584427847883873e-05,0.0012312460618857978,,,509456250.0,,True
2026-09-25,2026-09-24,8129.T,東邦ホールディングス,卸売業,ascending_triangle,4036.999999999998,4063.0,78.80993102912579,0.6440426058955229,3574.0,462.9999999999982,4499.999999999996,0.056155507559399395,10.75559931085397,-12.035441791779478,0.8936605316973346,0.5280777537796996,32,2026-08-05,3574.0,2026-08-27,3891.0,2026-09-07,3909.0,2026-08-21,4109.0,2026-09-01,4085.0,,,-0.0008368492625265429,0.004262951238602015,,,491145685.0,,True
2026-09-25,2026-09-24,7433.T,伯東,卸売業,ascending_triangle,5449.333333333334,5610.0,125.92009414575398,2.9483728896501082,4355.0,1094.333333333334,6543.666666666668,0.14681693572951504,16.642899584076076,-22.37076648841355,0.743957503320054,0.5734084678647575,44,2026-07-17,4355.0,2026-08-20,4985.0,2026-09-11,5140.0,2026-08-10,5430.0,2026-09-01,5440.0,,,0.0001226617601962507,0.0043798570214315805,,,448705100.0,,True
2026-09-25,2026-09-24,167A.T,リョーサン菱洋ホールディングス,卸売業,ascending_triangle,3321.8181818181793,3330.0,62.1693728010663,0.2463054187192837,2722.0,599.8181818181793,3921.6363636363585,0.013640497120343828,17.7668577668576,-18.25825825825825,0.9730861244019051,0.506820248560172,44,2026-07-17,2722.0,2026-08-20,3040.0,2026-09-11,3105.0,2026-08-17,3265.0,2026-09-01,3290.0,,,0.0006934331877123404,0.0034995172865929388,,,445880150.0,,True
2026-09-25,2026-09-24,4417.T,グローバルセキュリティエキスパート,情報・通信業,ascending_triangle,5128.571428571429,5660.0,302.217838855754,10.362116991643443,4030.0,1098.5714285714294,6227.142857142859,0.48374512353706006,10.020191822311997,-28.798586572438168,0.3479404031551282,0.7418725617685299,33,2026-08-04,4030.0,2026-08-19,4340.0,2026-09-09,4130.0,2026-08-07,5000.0,2026-08-28,5060.0,,,0.0008520306731042271,0.0006189473684210465,,,375584525.0,,True
