delivered_on,asof,ticker,name,sector33,pattern,neckline,close_t,atr_t,breakout_pct,pattern_low,height,target,breakout_h,up_pct,down_pct,rr,breakeven_win_rate,span,l1_date,l1,l2_date,l2,l3_date,l3,h1_date,h1,h2_date,h2,h3_date,h3,upper_slope,lower_slope,pole_pct,upper_scatter,adv_jpy,earnings_days,earnings_unknown
2026-09-21,2026-09-18,8766.T,東京海上ホールディングス,保険業,inverse_hs,8137.0,8200.0,192.01353161040402,0.7742411208061961,7186.0,951.0,9088.0,0.06624605678233439,10.829268292682936,-12.365853658536585,0.875739644970415,0.533123028391167,31,2026-08-05,7682.0,2026-08-20,7186.0,2026-09-11,7700.0,2026-08-07,7993.0,2026-09-04,8137.0,,,,,,,44277681625.0,,True
2026-09-21,2026-09-18,4502.T,武田薬品工業,医薬品,ascending_triangle,5937.166666666668,5968.0,109.16099860205922,0.5193274008365112,5225.0,712.1666666666679,6649.333333333336,0.043295108822839316,11.416443252904429,-12.449731903485251,0.9170031404217182,0.5216475544114194,31,2026-08-05,5225.0,2026-08-31,5721.0,2026-09-11,5557.0,2026-08-26,5906.0,2026-09-03,5917.0,,,0.00031012997265226865,0.002709050292611398,,,22725027465.0,,True
2026-09-21,2026-09-18,6787.T,メイコー,電気機器,ascending_triangle,20032.000000000004,22140.0,1481.3493935195772,10.523162939297116,16690.0,3342.0000000000036,23374.000000000007,0.6307600239377601,5.573622402890721,-24.61607949412827,0.2264220183486249,0.8153800119688802,19,2026-08-24,16690.0,2026-09-03,17280.0,2026-09-14,17940.0,2026-08-31,19920.0,2026-09-07,19960.0,,,0.000401203610832512,0.004802919025759995,,,9958228850.0,,True
2026-09-21,2026-09-18,6324.T,ハーモニック・ドライブ・システムズ,機械,ascending_triangle,6000.000000000002,6200.0,344.32016305705514,3.3333333333332993,5290.0,710.0000000000018,6710.000000000004,0.28169014084506716,8.225806451612971,-14.677419354838705,0.5604395604395652,0.6408450704225332,22,2026-08-19,5500.0,2026-09-03,5290.0,2026-09-14,5540.0,2026-08-27,6080.0,2026-09-10,6030.0,,,-0.0008257638315441571,5.950152596614076e-05,,,5678336950.0,,True
2026-09-21,2026-09-18,9201.T,日本航空,空運業,ascending_triangle,3056.0909090909054,3065.0,51.07451994976031,0.2915191718477095,2877.0,179.09090909090537,3235.1818181818107,0.04974619289342282,5.552424736763806,-6.13376835236542,0.90522243713729,0.5248730964467117,33,2026-08-03,2877.0,2026-08-19,2960.5,2026-09-02,2927.0,2026-08-12,3088.0,2026-08-27,3075.0,,,-0.0003835204224625639,0.0008446081323327736,,,5528393185.0,,True
2026-09-21,2026-09-18,9021.T,西日本旅客鉄道,陸運業,ascending_triangle,3009.999999999999,3036.0,52.924356234976166,0.8637873754153036,2834.5,175.4999999999991,3185.499999999998,0.1481481481481541,4.924242424242364,-6.637022397891967,0.7419354838709582,0.5740740740740772,26,2026-08-13,2834.5,2026-09-03,2971.0,2026-09-09,2974.0,2026-09-01,3049.0,2026-09-07,3037.0,,,-0.0009858692080183733,0.0026734735232463555,,,5502466117.5,,True
2026-09-21,2026-09-18,2160.T,ジーエヌアイグループ,医薬品,ascending_triangle,3001.062992125986,3250.0,125.37122421389715,8.29496110302117,2594.0,407.06299212598606,3408.125984251972,0.61154419018511,4.865414900060672,-20.18461538461539,0.2410457077011765,0.8057720950925553,21,2026-08-25,2594.0,2026-09-02,2747.0,,,2026-08-20,2988.0,2026-08-28,2976.0,2026-09-08,2999.0,0.00030571878615588666,0.009548773637896215,,0.3904942541559695,2979986385.0,,True
2026-09-21,2026-09-18,9023.T,東京地下鉄,陸運業,ascending_triangle,1555.4560439560435,1559.5,23.312137478947083,0.2599852345342768,1415.0,140.45604395604346,1695.912087912087,0.028791612877991358,8.747168189297017,-9.265790317409428,0.9440282900490446,0.5143958064389956,36,2026-08-05,1415.0,2026-09-02,1462.0,,,2026-07-29,1532.0,2026-08-25,1499.0,2026-09-15,1572.0,0.000724563292453799,0.0017196275359932685,,2.4549207038887735,2403610702.5,,True
2026-09-21,2026-09-18,8418.T,山口フィナンシャルグループ,銀行業,ascending_triangle,3252.2142857142867,3443.0,91.00727187028654,5.866332828182963,2850.5,401.7142857142867,3653.9285714285734,0.4749288762446621,6.126301813202839,-17.20882950914899,0.35599758890898536,0.7374644381223306,33,2026-08-03,2850.5,2026-08-20,3033.0,2026-09-11,3103.0,2026-08-14,3279.0,2026-09-03,3264.0,,,-0.0003275037662933239,0.0029266873282897104,,,1698578300.0,,True
2026-09-21,2026-09-18,5202.T,日本板硝子,ガラス・土石製品,inverse_hs,493.0,496.0,1.609764287195794,0.6085192697768749,478.0,15.0,508.0,0.2,2.4193548387096753,-3.629032258064513,0.6666666666666666,0.6000000000000001,43,2026-07-17,480.0,2026-08-12,478.0,2026-09-04,490.0,2026-07-30,484.0,2026-09-01,493.0,,,,,,,1359527010.0,,True
2026-09-21,2026-09-18,8361.T,大垣共立銀行,銀行業,ascending_triangle,8372.307692307693,8440.0,279.2552060468003,0.8085262771039936,6780.0,1592.3076923076933,9964.615384615387,0.04251207729468535,18.064163324826854,-19.66824644549763,0.9184430027803534,0.5212560386473427,33,2026-08-03,6780.0,2026-08-25,7660.0,2026-09-09,7860.0,2026-08-18,8390.0,2026-09-04,8380.0,,,-9.173891105910639e-05,0.005723412284012134,,,1349288900.0,,True
2026-09-21,2026-09-18,1980.T,ダイダン,建設業,ascending_triangle,2886.187500000001,2926.0,96.17087623580822,1.3794148855539978,2292.0,594.1875000000009,3480.375000000002,0.06700326075523136,18.94651401230354,-21.667805878332192,0.8744085173501603,0.5335016303776158,35,2026-07-30,2292.0,2026-08-19,2656.0,2026-09-14,2631.0,2026-08-18,2948.0,2026-09-09,2905.0,,,-0.0009183324790705639,0.0040266369845151145,,,1347421285.0,,True
2026-09-21,2026-09-18,8343.T,秋田銀行,銀行業,ascending_triangle,9046.66666666666,9880.0,368.5788396801134,9.211495946941861,6930.0,2116.6666666666606,11163.333333333321,0.3937007874015788,12.98920377867734,-29.858299595141702,0.43502824858756645,0.6968503937007894,34,2026-07-31,6930.0,2026-08-24,8150.0,2026-09-02,8600.0,2026-08-18,9200.0,2026-08-31,9140.0,,,-0.0007270083605961304,0.009725651608072853,,,1316991000.0,,True
2026-09-21,2026-09-18,6849.T,日本光電工業,電気機器,ascending_triangle,1526.499999999999,1586.5,36.72454909913585,3.9305601048150063,1342.5,183.9999999999991,1710.4999999999982,0.3260869565217457,7.815947053261785,-15.379766782225024,0.5081967213114681,0.6630434782608727,29,2026-08-07,1342.5,2026-08-27,1487.0,2026-09-10,1437.5,2026-08-26,1543.5,2026-09-02,1538.5,,,-0.0006489292667099314,0.003143991922623536,,,1264572207.5,,True
2026-09-21,2026-09-18,5832.T,ちゅうぎんフィナンシャルグループ,銀行業,ascending_triangle,3571.6666666666697,3652.0,93.38973568706932,2.2491833877740675,3186.0,385.6666666666697,3957.3333333333394,0.2082973206568617,8.360715589631429,-12.760131434830235,0.6552217453505143,0.6041486603284306,35,2026-07-30,3186.0,2026-08-20,3330.0,2026-09-09,3396.0,2026-08-18,3610.0,2026-08-31,3595.0,,,-0.0004626416840156487,0.002269975786924905,,,1243737065.0,,True
2026-09-21,2026-09-18,1861.T,熊谷組,建設業,ascending_triangle,1313.0000000000002,1327.0,24.64640950115455,1.0662604722010416,1249.0,64.00000000000023,1377.0000000000005,0.21874999999999567,3.767897513187668,-5.877920120572721,0.6410256410256454,0.6093749999999983,22,2026-08-19,1249.0,2026-09-02,1272.0,2026-09-11,1268.0,2026-08-27,1313.0,2026-09-09,1313.0,,,1.3943464453163174e-17,0.0009490341543834634,,,1132402005.0,,True
2026-09-21,2026-09-18,7380.T,十六フィナンシャルグループ,銀行業,ascending_triangle,2722.5,2723.0,86.3891411260485,0.0183654729109195,2347.0,375.5,3098.0,0.0013315579227696406,13.771575468233577,-13.808299669482194,0.9973404255319154,0.5006657789613846,28,2026-08-10,2347.0,2026-08-24,2445.0,2026-09-09,2512.0,2026-08-18,2688.0,2026-09-03,2706.0,,,0.0005561735261401593,0.0031767117610490263,,,1112847260.0,,True
2026-09-21,2026-09-18,4206.T,アイカ工業,化学,ascending_box,4226.0,4245.0,69.88884637278944,0.44959772834831657,4017.0,209.0,4435.0,0.09090909090909091,4.47585394581862,-5.371024734982333,0.833333333333335,0.545454545454545,21,2026-08-20,4017.0,2026-09-04,4059.0,2026-09-11,4031.0,2026-09-01,4207.0,2026-09-07,4245.0,,,0.0022479886417415443,0.0003365513228439697,,,961120790.0,,True
