delivered_on,asof,ticker,name,sector33,pattern,neckline,close_t,atr_t,breakout_pct,pattern_low,height,target,breakout_h,up_pct,down_pct,rr,breakeven_win_rate,span,l1_date,l1,l2_date,l2,l3_date,l3,h1_date,h1,h2_date,h2,h3_date,h3,upper_slope,lower_slope,pole_pct,upper_scatter,adv_jpy,earnings_days,earnings_unknown
2026-09-15,2026-09-14,6702.T,富士通,電気機器,ascending_triangle,4007.7170329670316,4026.0,123.7975172377955,0.4561940596747416,3395.0,612.7170329670316,4620.434065934063,0.029839168897320537,14.764879928814278,-15.673124689518136,0.9420508176451072,0.5149195844486605,31,2026-08-04,3395.0,2026-08-19,3553.0,,,2026-07-30,3928.0,2026-08-14,3924.0,2026-09-01,3991.0,0.0007481119741526592,0.00454807138744965,,1.097694840834252,23550669170.0,,True
2026-09-15,2026-09-14,9434.T,ソフトバンク,情報・通信業,ascending_triangle,244.2000061035154,250.8000030517578,4.4170891651585045,2.7027013854556303,230.60000610351562,13.599999999999767,257.80000610351516,0.4852938932531275,2.791069763389409,-8.054225160465212,0.3465348568959297,0.7426469466265644,17,2026-08-20,230.60000610351562,2026-08-28,235.39999389648438,2026-09-08,236.10000610351562,2026-08-26,241.60000610351562,2026-09-02,242.60000610351562,,,0.0008261048944974718,0.0017697191545582927,,,17193640293.659363,,True
2026-09-15,2026-09-14,4661.T,オリエンタルランド,サービス業,ascending_triangle,3073.999999999999,3112.0,83.33148941126089,1.2361743656474022,2819.5,254.4999999999991,3328.499999999998,0.14931237721022023,6.956940874035933,-9.399100257069403,0.7401709401709345,0.5746561886051099,27,2026-08-05,2847.0,2026-08-18,2819.5,2026-09-02,2961.5,2026-08-10,3044.0,2026-08-27,3059.0,,,0.0004096346059314844,0.002240023536963685,,,14188995755.0,,True
2026-09-15,2026-09-14,5020.T,ＥＮＥＯＳホールディングス,石油・石炭製品,ascending_box,1347.3333333333333,1438.0,40.01224755343473,6.729341909945585,1265.0,82.33333333333326,1429.6666666666665,1.1012145748987874,-0.5795085767269503,-12.030598052851182,,,30,2026-08-03,1266.5,2026-08-10,1265.0,,,2026-07-31,1340.0,2026-08-07,1353.0,2026-08-25,1349.0,0.00030463713101982364,-0.00023701362828362267,,0.5442850074220626,11405151725.0,,True
2026-09-15,2026-09-14,9021.T,西日本旅客鉄道,陸運業,ascending_triangle,3021.999999999999,3067.0,53.098528382159024,1.4890800794176373,2834.5,187.4999999999991,3209.499999999998,0.24000000000000601,4.6462341049885225,-7.580697750244536,0.6129032258064432,0.6200000000000033,22,2026-08-13,2834.5,2026-09-03,2971.0,2026-09-09,2974.0,2026-09-01,3049.0,2026-09-07,3037.0,,,-0.0009858692080183136,0.002673473523246388,,,5663959657.5,,True
2026-09-15,2026-09-14,3064.T,ＭｏｎｏｔａＲＯ,小売業,ascending_triangle,1942.0532646048105,1992.5,58.503302049554726,2.597597929707396,1780.5,161.55326460481047,2103.606529209621,0.31226069939590323,5.576237350545599,-10.639899623588455,0.5240874019321748,0.6561303496979514,23,2026-08-18,1780.5,2026-09-03,1838.5,,,2026-08-12,1990.0,2026-09-01,1937.5,2026-09-08,1965.0,-0.0009382011905751822,0.002671087777470777,,1.3576580398812088,3545946352.5,,True
2026-09-15,2026-09-14,3626.T,ＴＩＳ,情報・通信業,ascending_triangle,4035.2421052631526,4087.0,110.64710318140622,1.2826465770006568,3570.0,465.24210526315255,4500.484210526305,0.1112493777999132,10.11705922501358,-12.649865426963547,0.7997760358342455,0.5556246888999568,31,2026-08-05,3570.0,2026-08-19,3678.0,,,2026-07-30,4051.0,2026-08-14,3869.0,2026-09-04,4074.0,0.00048181985729699715,0.003311258278145805,,3.2266133066533267,3208449905.0,,True
2026-09-15,2026-09-14,9064.T,ヤマトホールディングス,陸運業,ascending_triangle,1967.9999999999986,1999.0,43.04527886180181,1.5752032520325976,1840.0,127.99999999999864,2095.9999999999973,0.24218750000001324,4.85242621310642,-7.953976988494249,0.6100628930817441,0.6210937500000064,26,2026-08-06,1840.0,2026-08-18,1878.5,2026-09-03,1905.0,2026-08-17,1988.0,2026-08-25,1982.0,,,-0.0005037783375314598,0.0017549806302137616,,,2190658962.5,,True
2026-09-15,2026-09-14,6753.T,シャープ,電気機器,ascending_triangle,679.7999572753907,688.5,23.018805790679973,1.2797945383048681,591.2000122070312,88.59994506835949,768.3999023437502,0.09819467402487353,11.604924087690671,-14.132169614084056,0.8211707334820874,0.5490973370124366,24,2026-08-10,591.2000122070312,2026-08-19,607.0999755859375,2026-09-09,614.2000122070312,2026-08-14,677.0,2026-09-01,678.5999755859375,,,0.0001967118637199844,0.0016148548885112656,,,2176360410.448303,,True
2026-09-15,2026-09-14,8343.T,秋田銀行,銀行業,ascending_triangle,9073.333333333328,9420.0,345.46846066843733,3.820720058780358,6930.0,2143.3333333333285,11216.666666666657,0.16174183514774756,19.07289455060146,-26.433121019108285,0.7215528781793804,0.5808709175738738,30,2026-07-31,6930.0,2026-08-24,8150.0,2026-09-02,8600.0,2026-08-18,9200.0,2026-08-31,9140.0,,,-0.00072700836059614,0.009725651608072877,,,1280304800.0,,True
2026-09-15,2026-09-14,5202.T,日本板硝子,ガラス・土石製品,inverse_hs,493.0,495.0,1.7240889624632754,0.40567951318457585,478.0,15.0,508.0,0.13333333333333333,2.626262626262621,-3.4343434343434343,0.7647058823529397,0.5666666666666671,39,2026-07-17,480.0,2026-08-12,478.0,2026-09-04,490.0,2026-07-30,484.0,2026-09-01,493.0,,,,,,,1174147935.0,,True
2026-09-15,2026-09-14,5832.T,ちゅうぎんフィナンシャルグループ,銀行業,ascending_triangle,3578.3333333333344,3649.0,95.38125717427452,1.9748486259897335,3186.0,392.3333333333344,3970.666666666669,0.18011894647408347,8.815200511555732,-12.688407782954236,0.6947444204463684,0.5900594732370419,31,2026-07-30,3186.0,2026-08-20,3330.0,2026-09-09,3396.0,2026-08-18,3610.0,2026-08-31,3595.0,,,-0.00046264168401567013,0.0022699757869249003,,,1147695425.0,,True
2026-09-15,2026-09-14,2371.T,カカクコム,サービス業,ascending_triangle,3713.000000000001,3850.0,39.082439323274116,3.6897387557231154,3299.0,414.0000000000009,4127.000000000002,0.33091787439613235,7.194805194805243,-14.31168831168831,0.5027223230490052,0.6654589371980661,58,2026-06-22,3299.0,2026-08-24,3644.0,2026-09-07,3670.0,2026-08-14,3740.0,2026-09-03,3722.0,,,-0.00034460313205959646,0.002064968502665553,,,871616215.0,,True
2026-09-15,2026-09-14,7777.T,スリー・ディー・マトリックス,精密機器,ascending_triangle,378.0526315789473,408.0,18.095644590133308,7.921481275233222,355.0,23.052631578947285,401.10526315789457,1.299086757990876,-1.6898864809081982,-12.99019607843137,,,19,2026-08-21,355.0,2026-08-27,356.0,,,2026-08-18,389.0,2026-08-24,377.0,2026-09-01,384.0,-0.0009610983981693132,0.0007032348804501673,,1.6521739130434734,846295395.0,,True
2026-09-15,2026-09-14,7148.T,ＦＰＧ,証券、商品先物取引業,ascending_triangle,1706.5263157894797,1720.0,34.184516302406664,0.7895386133724536,1597.0,109.52631578947967,1816.0526315789593,0.12301777991344177,5.584455324358095,-7.151162790697674,0.7809157038939776,0.5615088899567211,30,2026-08-05,1597.0,2026-08-19,1598.0,,,2026-07-31,1797.0,2026-08-13,1644.0,2026-09-08,1737.0,-0.0006044224117650761,6.95531211963165e-05,,4.750869061413673,817302975.0,,True
2026-09-15,2026-09-14,8344.T,山形銀行,銀行業,ascending_triangle,4780.000000000001,4965.0,206.93461715972907,3.8702928870292697,3600.0,1180.000000000001,5960.000000000002,0.15677966101694826,20.040281973816754,-27.49244712990937,0.7289377289377301,0.5783898305084741,29,2026-08-03,3600.0,2026-08-24,4205.0,2026-09-02,4415.0,2026-08-18,4780.0,2026-08-28,4780.0,,,2.8855638507477738e-18,0.009682187113797784,,,727469625.0,,True
2026-09-15,2026-09-14,8362.T,福井銀行,銀行業,ascending_triangle,7348.749999999985,7650.0,349.5458727066207,4.099336621874672,5370.0,1978.7499999999854,9327.49999999997,0.15224257738472105,21.92810457516301,-29.803921568627455,0.7357456140350745,0.5761212886923607,29,2026-08-03,5370.0,2026-08-20,6490.0,2026-09-04,6830.0,2026-08-18,7230.0,2026-08-28,7280.0,,,0.0008614748449343955,0.010261552332704475,,,699185100.0,,True
