date,code,name,sector,dcs,coverage,category,dim1,dim2,dim3,dim4,dim5,part_3-a,part_3-b,part_3-c,part_3-d,part_4-a,part_4-c,part_4-d,part_5-a,part_5-b,part_5-c,part_5-d,missing,part_1-a,part_1-b,part_1-c,part_1-d,part_1-e,part_1-f,part_1-g,part_1-h,part_2-a,part_2-b,part_2-c,part_2-d,part_4-b
2026-08-18,3687,フィックスターズ,情報・通信業,53.11,0.6,監視,0.675,0.2942,0.3834,0.6167,0.686,1.0,0.2003,0.0,0.3333,0.8636,0.1579,0.5,0.5527,0.5123,0.679,1.0,"2,3",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.3688,0.7759,0.0323,0.0,0.9455
2026-08-18,368A,北里コーポレーション,精密機器,30.66,0.0,除外,0.0,,0.5215,,0.3982,0.0,0.8138,0.4054,0.8667,0.0,0.775,0.5,0.915,0.3216,0.0,0.3564,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,3692,ＦＦＲＩセキュリティ,情報・通信業,31.77,0.2,除外,0.0,0.0,0.5658,,0.7049,1.0,0.1327,0.4639,0.6667,0.0909,0.2105,1.0,1.0,0.1373,0.6824,1.0,"1,2,3,4",,,,,,,,,,,,,
2026-08-18,3696,セレス,情報・通信業,39.33,0.4,除外,0.0,0.0,0.8164,0.3135,0.8366,0.8381,0.9477,0.6798,0.8,0.0,0.2632,0.5,1.0,,0.9062,0.6036,"1,2,4",,,,,,,,,,,,,0.4909
2026-08-18,3697,ＳＨＩＦＴ,情報・通信業,21.33,0.0,除外,0.0,0.0,0.5582,0.3542,0.1539,0.4969,0.4395,0.5628,0.7333,0.0,0.7895,0.5,0.467,0.1487,0.0,0.0,"1,2,3,4,5",,,,,,,,,,,,,0.1273
2026-08-18,3741,セック,情報・通信業,56.56,0.6,監視,0.7259,0.3095,0.7004,0.2677,0.8246,1.0,0.254,0.8808,0.6667,0.8182,0.0526,0.2,1.0,0.5556,0.7938,0.9492,"2,4",1.0,1.0,0.5,1.0,1.0,0.1068,0.5,0.7,0.404,0.8017,0.0323,0.0,0.0
2026-08-18,3762,テクマトリックス,情報・通信業,17.97,0.0,除外,0.0,0.0,0.3873,0.2615,0.2498,0.1076,0.4007,0.441,0.6,0.0,0.7368,0.2,0.7504,0.249,0.0,0.0,"1,2,3,4,5",,,,,,,,,,,,,0.1091
2026-08-18,3765,ガンホー・オンライン・エンターテイメント,情報・通信業,30.13,0.2,除外,0.0,0.0,0.6218,,0.5835,0.3572,0.481,0.8491,0.8,0.0,0.1053,0.2,0.9211,0.1245,0.2884,1.0,"1,2,4,5",,,,,,,,,,,,,
2026-08-18,3769,ＧＭＯペイメントゲートウェイ,情報・通信業,69.7,0.6,監視,0.9331,0.4973,0.7234,,0.6343,0.8989,0.3276,0.8673,0.8,,0.0526,0.2,1.0,,0.9029,0.0,"2,4",1.0,1.0,0.5,1.0,1.0,0.9649,1.0,1.0,0.2759,0.681,0.0323,1.0,0.4909
2026-08-18,3774,インターネットイニシアティブ,情報・通信業,67.12,0.4,除外,0.982,0.5916,0.5914,0.3763,0.8149,0.6523,0.33,0.6498,0.7333,0.0,0.1053,0.5,0.639,,0.9549,0.8507,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.8557,1.0,1.0,0.4978,0.8362,0.0323,1.0,0.9
2026-08-18,3778,さくらインターネット,情報・通信業,30.6,0.2,除外,0.0,0.0,0.6408,0.3671,0.5222,0.0,0.9845,0.7121,0.8667,0.5455,0.3684,0.5,0.7729,0.3157,0.0,1.0,"1,2,4,5",,,,,,,,,,,,,0.0545
2026-08-18,3817,ＳＲＡホールディングス,情報・通信業,21.51,0.0,除外,0.0,0.2158,0.3379,,0.3068,0.0,0.3751,0.71,0.2667,0.0,0.7368,0.2,0.7401,0.1591,0.2955,0.0324,"1,2,3,4,5",,,,,,,,,0.2189,0.6121,0.0323,0.0,
2026-08-18,3844,コムチュア,情報・通信業,29.4,0.2,除外,0.0,0.0,0.6904,,0.4854,0.764,0.4612,0.9366,0.6,0.0,0.8421,1.0,1.0,0.1521,0.4688,0.3208,"1,2,4,5",,,,,,,,,,,,,
2026-08-18,3853,アステリア,情報・通信業,38.16,0.0,除外,0.0,0.4447,0.5247,,0.5569,1.0,0.0977,0.0679,0.9333,0.7727,0.0526,0.5,1.0,0.3889,0.8256,0.0132,"1,2,3,4,5",,,,,,,,,0.7984,0.9483,0.0323,0.0,
2026-08-18,3854,アイル,情報・通信業,24.83,0.0,除外,0.0,0.0,0.394,,0.5993,0.4776,0.4715,0.5602,0.0667,0.0,0.3158,0.5,0.5833,0.5128,0.5622,0.7388,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,3861,王子ホールディングス,パルプ・紙,55.54,0.2,除外,0.82,0.5619,0.5622,0.3693,0.4636,0.5332,0.464,0.6516,0.6,0.2273,0.85,0.2,1.0,0.1489,0.4621,0.2435,"2,3,4,5",1.0,0.8782,0.5,1.0,0.6449,0.5368,1.0,1.0,0.3801,0.2222,0.6452,1.0,0.2
2026-08-18,3863,日本製紙,パルプ・紙,55.7,0.4,除外,0.8493,0.6889,0.4718,0.2931,0.4818,0.7171,0.1244,0.5791,0.4667,0.2,0.2632,0.2,1.0,0.3357,0.2754,0.3162,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.4943,1.0,0.3,0.5547,0.5556,0.6452,1.0,0.5091
2026-08-18,3864,三菱製紙,パルプ・紙,60.14,0.6,監視,0.9621,0.7399,0.2848,0.3816,0.6386,0.0,0.2254,0.4469,0.4667,0.0,0.6842,0.2,0.3035,,0.6124,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,0.6966,1.0,1.0,0.7744,0.7778,0.6452,0.7623,0.6421
2026-08-18,3865,北越コーポレーション,パルプ・紙,29.35,0.2,除外,0.0,0.0,0.5034,,0.6705,0.5247,0.26,0.4954,0.7333,0.2273,0.2105,0.5,1.0,0.1331,0.7879,0.7612,"1,2,3,4",,,,,,,,,,,,,
2026-08-18,3880,大王製紙,パルプ・紙,50.97,0.4,除外,0.6517,0.4842,0.5244,0.1614,0.727,0.5738,0.3341,0.5228,0.6667,0.2273,0.0,0.2,1.0,0.2662,0.6884,0.9533,"2,3,4",1.0,0.9941,0.5,1.0,0.6642,0.2554,0.5,0.3,0.4228,0.3333,0.6452,0.5357,0.2182
2026-08-18,3891,ニッポン高度紙工業,パルプ・紙,54.89,0.6,監視,0.675,0.6585,0.7163,0.3018,0.3929,1.0,0.7398,0.8588,0.2667,0.9545,0.0526,0.2,0.0,0.3757,0.5234,0.6724,"4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.9888,1.0,0.6452,0.0,0.0
2026-08-18,3905,データセクション,情報・通信業,34.76,0.0,除外,0.3196,0.4551,0.4962,,0.1195,0.7092,0.5391,0.1364,0.6,0.8182,0.875,1.0,0.0,0.4778,0.0,0.0,"1,2,3,4,5",0.0,0.5571,1.0,0.0,1.0,0.0,0.0,0.0,0.8141,0.9741,0.0323,0.0,
2026-08-18,3915,テラスカイ,情報・通信業,42.45,0.2,除外,0.5608,0.0,0.5276,0.394,0.6403,1.0,0.6437,0.0,0.4667,0.8636,0.1579,0.5,0.5171,0.5556,0.4886,1.0,"1,2,3,4",1.0,0.5862,0.5,0.0,1.0,0.0,1.0,0.4,,,,,0.0545
2026-08-18,3923,ラクス,情報・通信業,34.19,0.4,除外,0.0,0.0,0.7034,0.2002,0.806,1.0,0.2464,0.9006,0.6667,0.0,0.4737,0.2,0.7442,,0.6737,1.0,"1,2,4",,,,,,,,,,,,,0.1273
2026-08-18,3932,アカツキ,情報・通信業,62.42,0.8,本命,0.9759,0.0,0.7741,0.6827,0.6881,0.6611,0.8299,0.7389,0.8667,0.7727,0.4737,0.5,1.0,0.4444,0.3081,1.0,2,1.0,0.9804,1.0,1.0,0.9699,0.8567,1.0,1.0,,,,,0.9842
2026-08-18,3941,レンゴー,パルプ・紙,69.3,0.6,監視,0.9947,0.84,0.2434,,0.6939,0.0,0.3947,0.1121,0.4667,,0.8947,1.0,0.9864,,0.0952,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,0.9579,1.0,1.0,0.8261,0.8889,0.6452,1.0,0.0
2026-08-18,3946,トーモク,パルプ・紙,62.9,0.4,除外,0.9935,0.7403,0.3466,,0.4355,0.0,0.6325,0.4207,0.3333,,0.9,0.2,0.8497,,0.3532,0.1036,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9483,1.0,1.0,0.6492,0.6667,0.6452,1.0,0.0
2026-08-18,3950,ザ・パック,パルプ・紙,67.72,0.6,監視,0.8756,0.6453,0.7235,,0.4642,0.8762,0.5479,0.9368,0.5333,,0.0,0.2,0.8725,,0.52,0.0,"4,5",1.0,1.0,1.0,1.0,0.8539,0.851,1.0,0.3,0.4918,0.4444,0.6452,1.0,0.7091
2026-08-18,3962,チェンジホールディングス,情報・通信業,23.12,0.0,除外,0.0,0.0,0.478,,0.4466,0.2853,0.2328,0.994,0.4,0.0,0.4211,1.0,0.7533,0.1294,0.5306,0.3733,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,3964,オークネット,情報・通信業,54.68,0.4,除外,0.9584,0.442,0.3667,0.2695,0.6975,0.0,1.0,0.0,0.4667,0.7727,0.1053,0.2,1.0,0.4151,0.375,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.6671,1.0,1.0,0.7961,0.9397,0.0323,0.0,0.0
2026-08-18,3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,38.34,0.4,除外,0.0,0.0,0.7599,,0.7736,0.9051,0.4956,0.8388,0.8,0.0,0.2105,0.5,1.0,0.1694,0.9248,1.0,"1,2,4",,,,,,,,,,,,,
2026-08-18,3994,マネーフォワード,情報・通信業,38.23,0.0,除外,0.0,0.4933,0.5833,,0.4525,0.1009,0.5038,0.9952,0.7333,,0.0,0.5,0.6326,,0.7249,0.0,"1,2,3,4,5",,,,,,,,,0.2684,0.6724,0.0323,1.0,0.4182
2026-08-18,4004,レゾナック・ホールディングス,化学,52.87,0.4,除外,0.9101,0.675,0.458,0.2545,0.3459,0.4955,0.436,0.2339,0.6667,0.8182,0.0,0.2,0.0019,0.2686,0.2263,0.8867,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.5805,1.0,0.7,0.9903,1.0,0.7097,0.0,0.0
2026-08-18,4005,住友化学,化学,47.01,0.4,除外,0.6092,0.5016,0.2831,0.3371,0.6195,0.0,0.3278,0.4047,0.4,0.7273,0.4211,0.2,0.6753,0.2743,0.5283,1.0,"2,3,4",1.0,1.0,1.0,0.0,1.0,0.3733,0.5,0.0,0.6927,0.6042,0.7097,0.0,0.0
2026-08-18,4008,住友精化,化学,54.35,0.2,除外,0.9852,0.5518,0.3539,,0.2833,0.0,0.9491,0.0,0.4667,,0.0,0.2,0.4307,0.1514,0.0,0.5509,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.8817,1.0,1.0,0.6754,0.5729,0.7097,0.249,0.2263
2026-08-18,4021,日産化学,化学,53.44,0.4,除外,0.8831,0.6965,0.3318,0.25,0.5106,0.3027,0.3426,0.6152,0.0667,0.8,0.0,0.2,0.0238,0.4137,0.6047,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.6651,1.0,0.4,0.8253,0.7812,0.7097,0.4699,0.0
2026-08-18,4022,ラサ工業,化学,58.16,0.6,監視,0.8837,0.6259,0.6527,0.2781,0.4673,1.0,0.3419,0.869,0.4,0.6818,0.1579,0.2,0.7848,0.5141,0.2642,0.3062,"4,5",1.0,1.0,1.0,1.0,1.0,0.3698,1.0,0.7,0.9085,0.8854,0.7097,0.0,0.0727
2026-08-18,4023,クレハ,化学,61.95,0.4,除外,0.9028,0.6692,0.5324,0.5443,0.4488,0.4889,0.4208,0.3533,0.8667,0.2273,0.55,1.0,1.0,0.1601,0.6352,0.0,"3,4,5",1.0,1.0,0.5,1.0,1.0,0.7227,1.0,1.0,0.5607,0.4062,0.7097,1.0,0.4
2026-08-18,4028,石原産業,化学,49.09,0.4,除外,0.7617,0.4475,0.3777,0.1222,0.7453,0.4626,0.2327,0.082,0.7333,0.1818,0.0526,0.2,1.0,0.163,0.8307,0.9876,"2,3,4",1.0,1.0,0.5,1.0,1.0,0.0937,0.5,1.0,0.6117,0.4688,0.7097,0.0,0.0545
2026-08-18,402A,アクセルスペースホールディングス,輸送用機器,35.44,0.0,除外,0.0,,0.517,,0.5462,1.0,0.0,0.3347,0.7333,0.8182,0.0,0.5,0.9502,0.4444,0.7038,0.0865,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,4041,日本曹達,化学,58.92,0.6,監視,0.864,0.618,0.6192,0.5114,0.3332,0.6218,0.3688,0.8193,0.6667,0.2273,0.9,0.5,1.0,0.2609,0.072,0.0,"4,5",1.0,1.0,0.5,1.0,0.6465,0.7658,1.0,1.0,0.4498,0.3125,0.7097,1.0,0.4182
2026-08-18,4042,東ソー,化学,60.2,0.6,監視,0.6833,0.4052,0.5638,0.6071,0.7508,0.6166,0.4958,0.743,0.4,0.9545,0.4211,0.2,0.7525,0.4708,0.7799,1.0,"2,3",1.0,1.0,1.0,0.0,0.8731,0.5936,1.0,0.0,0.536,0.375,0.7097,0.0,0.8526
2026-08-18,4043,トクヤマ,化学,40.73,0.0,除外,0.4131,0.5059,0.3787,,0.3313,0.4451,0.1054,0.6977,0.2667,0.8636,1.0,0.2,0.2236,0.4444,0.0,0.6574,"1,2,3,4,5",0.0,1.0,1.0,0.0,0.8052,0.0,0.5,0.0,0.6994,0.6146,0.7097,0.0,
2026-08-18,4044,セントラル硝子,化学,62.17,0.4,除外,0.9625,0.6937,0.3358,,0.4951,0.0,0.8764,0.0,0.4667,,0.1053,0.5,0.4727,0.4742,0.1237,0.9096,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6327,0.5104,0.7097,0.9219,0.2579
2026-08-18,4045,東亞合成,化学,49.37,0.2,除外,0.9841,0.4985,0.5088,0.2647,0.2127,0.2957,0.3904,0.8823,0.4667,0.2273,0.6316,0.2,0.5951,0.2556,0.0,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,0.9622,0.9105,1.0,1.0,0.4813,0.3333,0.7097,0.4696,0.0
2026-08-18,4046,大阪ソーダ,化学,35.42,0.2,除外,0.8071,0.2599,0.4192,0.0859,0.1991,0.2669,0.5739,0.2361,0.6,0.0909,0.0526,0.2,0.7096,0.0867,0.0,0.0,"2,3,4,5",1.0,0.8251,0.5,1.0,1.0,0.4318,1.0,0.7,0.2151,0.1146,0.7097,0.0,0.0
2026-08-18,4047,関東電化工業,化学,53.33,0.4,除外,0.675,0.6688,0.4959,0.3435,0.4834,1.0,0.2372,0.4797,0.2667,0.8636,0.1579,0.2,0.0,0.3889,0.5607,0.9841,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.976,0.9896,0.7097,0.0,0.1526
2026-08-18,4051,ＧＭＯフィナンシャルゲート,情報・通信業,62.6,0.6,監視,0.915,0.6021,0.7968,0.5218,0.2941,0.9915,0.6402,0.8891,0.6667,0.8,0.1053,0.2,0.7664,0.1111,0.2987,0.0,"4,5",1.0,0.7394,1.0,1.0,1.0,0.8803,1.0,0.7,0.5142,0.8621,0.0323,1.0,0.9818
2026-08-18,4061,デンカ,化学,38.27,0.2,除外,0.6341,0.5985,0.2048,0.2682,0.2077,0.3025,0.1835,0.0,0.3333,0.8182,0.0,0.2,0.3282,,0.295,0.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.1732,0.5,0.4,0.8613,0.8229,0.7097,0.0,0.0545
2026-08-18,4062,イビデン,電気機器,54.16,0.4,除外,0.8125,0.7287,0.3835,0.3281,0.4554,0.5034,0.3902,0.5739,0.0667,0.9545,0.1579,0.2,0.0,0.4444,0.3771,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.1001,1.0,0.4,0.9963,0.9831,0.9355,0.0,0.0
2026-08-18,4063,信越化学工業,化学,43.13,0.0,除外,0.5981,0.5281,0.4507,0.4256,0.1539,0.1953,0.3644,0.8434,0.4,0.8182,0.6842,0.2,0.0847,0.531,0.0,0.0,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.2847,0.5,0.0,0.7256,0.6771,0.7097,0.0,0.0
2026-08-18,4064,日本カーバイド工業,化学,51.74,0.2,除外,0.727,0.5668,0.3513,0.4163,0.5256,0.7158,0.4372,0.1854,0.0667,0.9545,0.2105,0.5,0.1818,0.4444,0.4762,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.4159,1.0,0.4,0.8073,0.75,0.7097,0.0,0.0
2026-08-18,4071,プラスアルファ・コンサルティング,情報・通信業,27.45,0.0,除外,0.0,0.3617,0.4533,0.3053,0.2523,0.3399,0.4111,0.6622,0.4,0.6,0.4211,0.2,0.0,0.4444,0.0,0.5647,"1,2,3,4,5",,,,,,,,,0.5352,0.8793,0.0323,0.0,0.0
2026-08-18,4078,堺化学工業,化学,53.43,0.4,除外,0.6125,0.518,0.6409,0.3935,0.5065,1.0,0.5881,0.7755,0.2,0.8636,0.2105,0.5,0.4291,0.4201,0.6821,0.4947,"2,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.4,0.7166,0.6458,0.7097,0.0,0.0
2026-08-18,4082,第一稀元素化学工業,化学,59.92,0.2,除外,0.5875,0.6515,0.5829,,0.5748,0.8895,0.3078,0.3343,0.8,0.0,0.0,0.5,1.0,0.156,0.6493,0.4942,"1,3,4,5",0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.7,0.9588,0.9375,0.7097,0.0,
2026-08-18,4088,エア・ウォーター,化学,67.34,0.8,本命,0.696,0.3609,0.8148,0.6368,0.8586,0.5469,0.9345,0.7779,1.0,1.0,0.0526,0.5,0.9901,0.4444,1.0,1.0,2,1.0,0.6013,1.0,0.0,1.0,0.5664,1.0,0.4,0.4318,0.3021,0.7097,0.0,0.9947
2026-08-18,4091,日本酸素ホールディングス,化学,64.04,0.6,監視,0.9792,0.3224,0.7398,0.4313,0.7292,0.624,0.5653,0.9699,0.8,0.8,0.0526,0.2,1.0,0.4444,0.7631,0.7092,"2,4",1.0,1.0,1.0,1.0,1.0,0.8338,1.0,1.0,0.3613,0.2188,0.7097,0.0,0.6727
2026-08-18,4092,日本化学工業,化学,58.4,0.4,除外,0.9239,0.8629,0.5145,0.1224,0.4963,1.0,0.0148,0.7098,0.3333,0.0,0.2632,0.2,0.3122,0.3884,0.2844,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.3912,1.0,1.0,0.8876,0.8542,0.7097,1.0,0.0263
2026-08-18,4095,日本パーカライジング,化学,65.38,0.8,本命,0.9275,0.6461,0.7431,0.2904,0.6622,1.0,0.5186,0.9204,0.5333,0.9091,0.0526,0.2,0.6436,0.5637,0.542,0.8993,4,1.0,1.0,1.0,1.0,1.0,0.72,1.0,0.7,0.5442,0.3958,0.7097,0.9345,0.0
2026-08-18,4099,四国化成ホールディングス,化学,41.13,0.4,除外,0.6968,0.6547,0.0615,0.3526,0.2909,0.0,0.1795,0.0,0.0667,1.0,0.2105,0.2,0.0,0.4024,0.1425,0.6186,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.1748,1.0,0.4,0.961,0.9479,0.7097,0.0,0.0
2026-08-18,409A,オリオンビール,食料品,52.46,0.0,除外,,,0.5197,,0.5295,0.4676,0.6532,0.158,0.8,0.0,0.4737,1.0,1.0,0.1181,0.0,1.0,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,4107,伊勢化学工業,化学,55.35,0.4,除外,0.3625,0.4582,0.7236,,0.6697,1.0,0.613,0.4816,0.8,0.0909,0.1053,1.0,0.6395,0.1432,0.8962,1.0,"1,2,4",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.4,0.6229,0.5,0.7097,0.0,
2026-08-18,4109,ステラ　ケミファ,化学,43.09,0.0,除外,0.5625,0.4854,0.3519,0.4784,0.2761,0.4496,0.4914,0.0,0.4667,0.8636,0.85,0.2,0.2507,0.1111,0.4255,0.317,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.6694,0.5625,0.7097,0.0,0.0
2026-08-18,4114,日本触媒,化学,64.21,0.4,除外,0.9375,0.6469,0.4304,,0.5537,0.0,0.9882,0.0,0.7333,,0.8421,1.0,1.0,0.2147,0.0,1.0,"3,4,5",1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5135,0.3646,0.7097,1.0,0.2
2026-08-18,4116,大日精化工業,化学,55.75,0.4,除外,0.9331,0.7003,0.2561,,0.3407,0.0,0.6244,0.0,0.4,,0.85,0.2,1.0,0.2719,0.0,0.0908,"3,4,5",1.0,1.0,0.5,1.0,1.0,0.9646,1.0,1.0,0.6124,0.4792,0.7097,1.0,0.4182
2026-08-18,4118,カネカ,化学,75.88,0.8,本命,1.0,0.6989,0.6286,,0.7075,0.5773,0.5761,0.8277,0.5333,,0.6842,0.5,0.6261,,0.4964,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6379,0.5312,0.7097,0.9167,0.0
2026-08-18,4151,協和キリン,医薬品,53.59,0.4,除外,0.7941,0.4843,0.6871,0.2344,0.4794,0.9338,0.3708,0.9105,0.5333,0.2273,0.2105,0.5,0.9489,0.1582,0.6546,0.1559,"2,4,5",1.0,1.0,1.0,1.0,0.6593,0.5938,1.0,0.1,0.3051,0.5676,0.0645,1.0,0.0
2026-08-18,417A,ブルーゾーンホールディングス,小売業,16.94,0.0,除外,0.0,0.0,0.1831,0.1463,0.5177,0.0514,0.3285,0.2859,0.0667,0.2273,0.1579,0.2,0.5585,0.1294,0.3827,1.0,"1,2,3,4,5",,,,,,,,,,,,,0.0
2026-08-18,4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,30.23,0.2,除外,0.0,0.0,0.6943,0.2434,0.574,1.0,0.4796,0.6975,0.6,0.0,0.4737,0.5,1.0,0.1111,0.7894,0.3955,"1,2,4,5",,,,,,,,,,,,,0.0
2026-08-18,4182,三菱瓦斯化学,化学,40.71,0.2,除外,0.5625,0.6095,0.2616,0.2545,0.3472,0.2247,0.2884,0.0,0.5333,0.8182,0.0,0.2,0.0604,0.4264,0.3522,0.5499,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8846,0.8438,0.7097,0.0,0.0
2026-08-18,4183,三井化学,化学,59.93,0.4,除外,0.9647,0.3927,0.4973,0.4384,0.7034,0.312,0.6808,0.1299,0.8667,0.2273,0.0526,0.5,0.9548,0.0925,0.7663,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.7174,1.0,1.0,0.5,0.3542,0.7097,0.0068,0.9737
2026-08-18,4186,東京応化工業,化学,50.78,0.4,除外,0.6517,0.6356,0.3728,0.5197,0.3592,0.1804,0.4021,0.3085,0.6,1.0,0.5789,0.5,0.0779,0.3591,0.0,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.2138,1.0,0.0,0.9265,0.9062,0.7097,0.0,0.0
2026-08-18,4187,大阪有機化学工業,化学,44.8,0.2,除外,0.6929,0.5942,0.2862,0.2795,0.3872,0.0077,0.1384,0.932,0.0667,0.8636,0.0,0.2,0.0,0.2222,0.3267,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.1429,1.0,0.4,0.8546,0.8125,0.7097,0.0,0.0545
2026-08-18,4188,三菱ケミカルグループ,化学,78.09,0.6,監視,1.0,0.7742,0.5511,,0.7982,0.3934,0.3667,0.9108,0.5333,,0.0,0.5,0.7617,,0.6329,1.0,"3,4",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7204,0.6667,0.7097,1.0,0.9579
2026-08-18,4189,ＫＨネオケム,化学,53.29,0.2,除外,0.9908,0.5975,0.4454,,0.098,0.2372,0.791,0.2868,0.4667,,0.55,0.5,0.0878,0.3042,0.0,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.9262,1.0,1.0,0.4093,0.2708,0.7097,1.0,0.6545
2026-08-18,4194,ビジョナル,情報・通信業,26.05,0.2,除外,0.0,0.0,0.6831,0.3805,0.239,1.0,0.2388,0.9602,0.5333,0.0,0.8947,0.5,0.4056,0.1205,0.4299,0.0,"1,2,4,5",,,,,,,,,,,,,0.1273
2026-08-18,4202,ダイセル,化学,59.73,0.4,除外,0.9323,0.6045,0.5844,0.3132,0.5522,0.4763,0.3705,0.9573,0.5333,0.2273,0.0526,0.5,1.0,0.1679,0.9927,0.0481,"3,4,5",1.0,0.8647,1.0,1.0,1.0,0.5936,1.0,1.0,0.4168,0.2917,0.7097,1.0,0.4727
2026-08-18,4203,住友ベークライト,化学,64.44,0.4,除外,0.9568,0.8097,0.5335,,0.2778,0.0,0.9296,0.5376,0.6667,,0.1579,0.2,0.0,0.1111,0.0,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9548,1.0,0.7,0.7894,0.7396,0.7097,1.0,0.8684
2026-08-18,4204,積水化学工業,化学,42.08,0.4,除外,0.0,0.5205,0.7135,0.1594,0.7107,1.0,0.5192,0.5348,0.8,0.2273,0.2105,0.2,0.9695,0.1275,0.8839,0.8618,"1,2,4",,,,,,,,,0.2264,0.1458,0.7097,1.0,0.0
2026-08-18,4205,日本ゼオン,化学,69.32,0.4,除外,0.9625,0.7586,0.528,,0.5237,0.0,0.4871,0.8916,0.7333,,0.2105,0.2,0.5115,0.2569,0.3263,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7114,0.6354,0.7097,0.978,0.9368
2026-08-18,4206,アイカ工業,化学,47.58,0.2,除外,0.9247,0.5295,0.3112,,0.138,0.0,0.6446,0.0,0.6,,0.4737,0.5,0.1357,0.2411,0.0,0.175,"2,3,4,5",1.0,0.6153,1.0,1.0,0.8108,0.9715,1.0,1.0,0.2519,0.1562,0.7097,1.0,0.5091
2026-08-18,4208,ＵＢＥ,化学,68.58,0.4,除外,1.0,0.7044,0.4469,,0.592,0.3774,0.4619,0.215,0.7333,,0.1053,0.2,1.0,0.3512,0.0167,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6184,0.4896,0.7097,1.0,0.9818
2026-08-18,4212,積水樹脂,化学,59.03,0.6,監視,0.9763,0.6787,0.7797,0.354,0.1629,0.9988,1.0,0.4533,0.6667,0.0,0.525,0.2,0.3876,,0.1011,0.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.8102,1.0,1.0,0.5885,0.4167,0.7097,1.0,0.6909
2026-08-18,4216,旭有機材,化学,53.66,0.2,除外,0.5698,0.5419,0.7943,0.486,0.291,0.9069,0.6279,0.9756,0.6667,0.9545,0.7895,0.2,0.0,0.4444,0.6089,0.1105,"1,2,4,5",1.0,1.0,1.0,0.0,1.0,0.0585,0.5,0.0,0.7496,0.7083,0.7097,0.0,0.0
2026-08-18,4220,リケンテクノス,化学,48.48,0.4,除外,0.9783,0.7998,0.3239,0.2188,0.103,0.0,0.8956,0.0,0.4,0.0,0.675,0.2,0.3091,,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8266,1.0,1.0,0.7706,0.7188,0.7097,1.0,0.0
2026-08-18,4221,大倉工業,化学,26.98,0.0,除外,0.0,0.5939,0.3343,,0.1512,0.0,0.2223,0.7816,0.3333,,0.925,0.5,0.4535,,0.0,0.0,"1,2,3,4,5",,,,,,,,,0.4055,0.2604,0.7097,1.0,0.2
