date,code,name,sector,dcs,coverage,category,dim1,dim2,dim3,dim4,dim5,part_3-a,part_3-b,part_3-c,part_3-d,part_4-a,part_4-c,part_4-d,part_5-a,part_5-b,part_5-c,part_5-d,missing,part_1-a,part_1-b,part_1-c,part_1-d,part_1-e,part_1-f,part_1-g,part_1-h,part_2-a,part_2-b,part_2-c,part_2-d,part_4-b
2026-08-18,6590,芝浦メカトロニクス,電気機器,35.1,0.2,除外,0.4375,0.6655,0.2453,,0.0556,0.2361,0.2978,0.4475,0.0,0.8,0.0526,0.2,0.0,0.2222,0.0,0.0,"1,3,4,5",0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9385,0.7881,0.9355,0.0,
2026-08-18,6592,マブチモーター,電気機器,57.26,0.4,除外,0.9467,0.7349,0.3892,0.3042,0.4882,0.4341,0.2216,0.6344,0.2667,0.2273,0.7895,0.2,0.7528,0.1551,0.5924,0.4525,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.5735,1.0,1.0,0.6957,0.4322,0.9355,0.8763,0.0
2026-08-18,6594,ニデック,電気機器,40.81,0.4,除外,0.0,0.0,0.5836,0.7467,0.7105,0.9157,0.2651,0.5536,0.6,0.8182,0.2105,1.0,1.0,0.499,0.3428,1.0,"1,2,3",,,,,,,,,,,,,0.9579
2026-08-18,6613,ＱＤレーザ,電気機器,60.38,0.6,監視,0.675,0.7316,0.868,0.459,0.2852,1.0,0.6896,0.9159,0.8667,0.7727,0.0526,0.5,0.2638,0.3134,0.3178,0.2458,"4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.9993,0.9915,0.9355,0.0,0.5105
2026-08-18,6617,東光高岳,電気機器,54.14,0.4,除外,0.8076,0.7006,0.4913,0.2468,0.4608,0.0,0.6334,0.7984,0.5333,0.6818,0.1053,0.2,0.2331,0.4444,0.1655,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.4605,1.0,1.0,0.9685,0.8983,0.9355,0.0,0.0
2026-08-18,6619,ダブル・スコープ,電気機器,26.37,0.2,除外,0.0,0.0,0.6068,,0.4479,0.7799,0.2097,0.9708,0.4667,0.7727,0.0,0.5,0.7216,0.3889,0.681,0.0,"1,2,4,5",,,,,,,,,,,,,
2026-08-18,6622,ダイヘン,電気機器,37.1,0.2,除外,0.5625,0.6491,0.0563,0.3136,0.2733,0.0,0.2142,0.0112,0.0,1.0,0.0,0.2,0.0,0.4734,0.509,0.111,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9153,0.7458,0.9355,0.0,0.0545
2026-08-18,6627,テラプローブ,電気機器,51.42,0.4,除外,0.8667,0.7069,0.4123,0.2632,0.3221,0.3693,0.507,0.5064,0.2667,0.8,0.0526,0.2,0.0,0.2222,0.2407,0.8257,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.2335,1.0,0.7,0.9768,0.9153,0.9355,0.0,0.0
2026-08-18,6632,ＪＶＣケンウッド,電気機器,20.02,0.0,除外,0.0,0.0,0.2929,,0.508,0.0,0.4382,0.0,0.7333,0.1818,0.2105,0.5,0.8853,0.1467,0.0,1.0,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,6644,大崎電気工業,電気機器,58.13,0.4,除外,0.75,0.5215,0.3781,0.4862,0.7706,0.6406,0.1965,0.2088,0.4667,0.6818,0.2632,1.0,1.0,0.1495,0.9328,1.0,"2,3,4",1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.7099,0.4407,0.9355,0.0,0.0
2026-08-18,6645,オムロン,電気機器,56.51,0.2,除外,0.9608,0.5064,0.3122,,0.4812,0.1621,0.5533,0.0,0.5333,,0.1579,0.2,0.4437,,0.0,1.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.986,1.0,0.7,0.6679,0.3729,0.9355,0.0492,0.6421
2026-08-18,6651,日東工業,電気機器,51.99,0.4,除外,0.7172,0.4897,0.4451,0.2455,0.7019,0.5845,0.2994,0.6967,0.2,0.7273,0.0,0.2,0.6759,0.5078,0.6238,1.0,"2,3,4",1.0,1.0,1.0,0.0,1.0,0.5378,0.5,0.7,0.6589,0.3644,0.9355,0.0,0.0545
2026-08-18,6652,ＩＤＥＣ,電気機器,57.82,0.2,除外,1.0,0.5103,0.2872,,0.5153,0.0,0.6283,0.054,0.4667,,0.3684,0.2,0.6822,0.379,0.0,1.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6552,0.3559,0.9355,0.0947,0.3474
2026-08-18,6653,正興電機製作所,電気機器,48.55,0.0,除外,0.4464,0.5387,0.425,,0.5318,0.0846,0.2622,0.8866,0.4667,0.2273,0.1579,0.2,0.6862,0.1822,0.5249,0.734,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.1716,0.5,0.4,0.7534,0.4661,0.9355,0.0,
2026-08-18,6674,ジーエス・ユアサ　コーポレーション,電気機器,46.9,0.2,除外,0.5625,0.6373,0.3974,0.4896,0.2582,0.4474,0.6089,0.0,0.5333,0.8636,0.8947,0.2,0.0294,0.4444,0.5589,0.0,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9018,0.7119,0.9355,0.0,0.0
2026-08-18,6701,日本電気,電気機器,35.11,0.0,除外,0.0,0.5812,0.5876,0.2737,0.313,0.4729,0.3568,0.8541,0.6667,0.0,0.8947,0.2,0.7593,0.1769,0.3158,0.0,"1,2,3,4,5",,,,,,,,,0.2624,0.1271,0.9355,1.0,0.0
2026-08-18,6702,富士通,電気機器,21.1,0.0,除外,0.0,0.0,0.5457,,0.2982,0.2624,0.4595,0.8608,0.6,0.0,0.4737,0.2,0.8827,0.1212,0.1103,0.0786,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,6703,沖電気工業,電気機器,41.32,0.2,除外,0.5625,0.623,0.3252,0.3921,0.1631,0.0,0.1852,0.7157,0.4,1.0,0.3684,0.2,0.2379,0.2343,0.1802,0.0,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8786,0.678,0.9355,0.0,0.0
2026-08-18,6707,サンケン電気,電気機器,48.61,0.4,除外,0.5625,0.4329,0.6962,0.6026,0.1361,1.0,0.5912,0.7937,0.4,1.0,0.3684,0.2,0.0,0.3065,0.2378,0.0,"1,2,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5247,0.2712,0.9355,0.0,0.8421
2026-08-18,6723,ルネサスエレクトロニクス,電気機器,57.71,0.6,監視,0.625,0.6596,0.6515,0.5158,0.4334,0.6099,0.509,0.954,0.5333,0.8,0.6316,0.2,0.0,0.5162,0.2175,1.0,"4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9318,0.7712,0.9355,0.0,0.4316
2026-08-18,6724,セイコーエプソン,電気機器,68.74,0.4,除外,0.9792,0.7511,0.4686,,0.5507,0.5017,0.2968,0.5425,0.5333,,0.5789,0.2,0.5489,0.5261,0.128,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8334,1.0,1.0,0.6792,0.3898,0.9355,1.0,0.8421
2026-08-18,6727,ワコム,電気機器,34.85,0.0,除外,0.0,0.366,0.4577,0.3541,0.5647,0.0338,0.6728,0.9241,0.2,0.8636,0.0526,0.5,0.5162,0.4164,0.5687,0.7577,"1,2,3,4,5",,,,,,,,,0.3591,0.1695,0.9355,0.0,0.0
2026-08-18,6728,アルバック,電気機器,41.8,0.0,除外,0.592,0.5911,0.3999,0.3262,0.1805,0.4935,0.2425,0.8636,0.0,0.6818,0.3684,0.2,0.0,0.3215,0.0951,0.3055,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.2364,0.5,0.0,0.8441,0.5847,0.9355,0.0,0.0545
2026-08-18,6737,ＥＩＺＯ,電気機器,65.33,0.4,除外,0.9792,0.6553,0.5461,,0.4324,0.3394,0.6108,0.7675,0.4667,,0.6842,0.5,0.2972,,0.0,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8335,1.0,1.0,0.4655,0.2203,0.9355,1.0,0.9632
2026-08-18,6741,日本信号,電気機器,63.06,0.4,除外,0.9857,0.7551,0.2622,,0.5196,0.0,0.7719,0.0769,0.2,,0.2632,0.5,0.9541,0.1241,0.0,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8857,1.0,1.0,0.6897,0.4237,0.9355,0.9715,0.0
2026-08-18,6744,能美防災,電気機器,62.43,0.6,監視,0.9534,0.3862,0.4186,0.6203,0.7427,0.3407,0.3334,0.3336,0.6667,0.8182,0.5263,0.2,1.0,0.3889,0.582,1.0,"2,3",1.0,1.0,1.0,1.0,1.0,0.6275,1.0,1.0,0.4145,0.1949,0.9355,0.0,0.9368
2026-08-18,6745,ホーチキ,電気機器,60.43,0.6,監視,0.9009,0.5989,0.6562,0.1577,0.708,0.8558,0.3038,0.7318,0.7333,0.2727,0.1579,0.2,0.9909,0.4181,0.423,1.0,"2,4",1.0,1.0,1.0,1.0,1.0,0.5073,1.0,0.7,0.8501,0.6102,0.9355,0.0,0.0
2026-08-18,6750,エレコム,電気機器,52.3,0.2,除外,0.7888,0.5693,0.3939,,0.34,0.3979,0.3403,0.7708,0.0667,,0.15,0.5,0.5937,,0.4263,0.0,"2,3,4,5",1.0,0.5314,0.5,1.0,0.6078,0.6709,1.0,1.0,0.2316,0.1102,0.9355,1.0,0.5273
2026-08-18,6752,パナソニック　ホールディングス,電気機器,67.66,0.4,除外,0.942,0.9304,0.5458,,0.288,0.9863,0.365,0.832,0.0,,0.1579,0.2,0.0272,0.1111,0.0137,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8356,1.0,0.7,0.9558,0.8305,0.9355,1.0,0.2211
2026-08-18,6753,シャープ,電気機器,31.73,0.2,除外,0.0,0.0,0.5989,,0.6705,0.6515,0.5234,0.4873,0.7333,0.0,0.1053,1.0,0.7952,0.1093,0.7776,1.0,"1,2,3,4",,,,,,,,,,,,,
2026-08-18,6754,アンリツ,電気機器,55.83,0.4,除外,0.6258,0.634,0.5629,0.4909,0.4779,0.5283,0.4735,0.7165,0.5333,0.8636,0.9,0.2,0.0,0.3577,0.554,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0067,1.0,0.0,0.8973,0.7034,0.9355,0.0,0.0
2026-08-18,6758,ソニーグループ,電気機器,24.62,0.2,除外,0.0,0.0,0.6029,0.2079,0.4204,0.4604,0.3718,0.8462,0.7333,0.0,0.6316,0.2,1.0,0.1293,0.0431,0.5091,"1,2,4,5",,,,,,,,,,,,,0.0
2026-08-18,6762,ＴＤＫ,電気機器,58.66,0.4,除外,0.6787,0.5936,0.5531,0.4962,0.6112,0.9103,0.2227,0.8126,0.2667,0.8636,0.0526,0.2,0.1714,0.5062,0.7838,0.9836,"2,3,4",1.0,1.0,1.0,0.0,1.0,0.0299,1.0,0.4,0.8456,0.5932,0.9355,0.0,0.8684
2026-08-18,6768,タムラ製作所,電気機器,47.77,0.0,除外,0.5625,0.5964,0.1595,0.5241,0.5462,0.1838,0.1873,0.0,0.2667,0.8636,0.775,0.2,0.5334,0.4452,0.2061,1.0,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8486,0.6017,0.9355,0.0,0.2579
2026-08-18,6770,アルプスアルパイン,電気機器,52.57,0.2,除外,0.8115,0.4566,0.4779,0.3068,0.5758,0.3513,0.3478,0.8125,0.4,0.2273,0.0,1.0,1.0,0.1481,0.5428,0.6122,"2,3,4,5",1.0,1.0,0.5,1.0,1.0,0.692,1.0,0.3,0.5945,0.2966,0.9355,0.0,0.0
2026-08-18,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,電気機器,49.49,0.4,除外,0.6125,0.7119,0.4651,0.2804,0.4045,0.4237,0.5567,0.2132,0.6667,0.7273,0.1579,0.2,0.6072,0.5286,0.4822,0.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.4,0.9798,0.9322,0.9355,0.0,0.0364
2026-08-18,6779,日本電波工業,電気機器,58.87,0.6,監視,0.675,0.7224,0.802,0.3541,0.3901,1.0,0.7078,0.7667,0.7333,0.8636,0.0526,0.5,0.0,0.3889,0.57,0.6014,"4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.988,0.9661,0.9355,0.0,0.0
2026-08-18,6785,鈴木,電気機器,41.78,0.2,除外,0.6695,0.5724,0.1189,0.294,0.4343,0.0,0.2311,0.1113,0.1333,0.8182,0.1579,0.2,0.1176,0.3685,0.2511,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.4558,0.5,0.4,0.8201,0.5339,0.9355,0.0,0.0
2026-08-18,6787,メイコー,電気機器,38.44,0.2,除外,0.4375,0.7147,0.2531,,0.1321,0.3858,0.3975,0.096,0.1333,0.7727,0.7,0.2,0.0,0.3904,0.138,0.0,"1,3,4,5",0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9828,0.9407,0.9355,0.0,
2026-08-18,6794,フォスター電機,電気機器,52.42,0.4,除外,0.6284,0.5765,0.4979,0.2395,0.6789,0.7933,0.4072,0.3911,0.4,0.5455,0.1579,0.2,0.8928,0.3789,0.444,1.0,"2,3,4",1.0,1.0,0.5,0.0,1.0,0.3272,0.5,0.7,0.8283,0.5424,0.9355,0.0,0.0545
2026-08-18,6800,ヨコオ,電気機器,45.67,0.4,除外,0.625,0.7092,0.2065,0.5487,0.1939,0.0168,0.276,0.0,0.5333,1.0,0.7368,0.2,0.0,0.3889,0.2654,0.1213,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9775,0.9237,0.9355,0.0,0.2579
2026-08-18,6804,ホシデン,電気機器,63.43,0.4,除外,0.9819,0.6584,0.5133,0.4395,0.5783,0.3688,0.5286,0.3557,0.8,0.0,0.5789,0.2,1.0,0.1142,0.4532,0.7458,"3,4,5",1.0,1.0,1.0,1.0,0.9936,0.8613,1.0,1.0,0.5007,0.2458,0.9355,0.9517,0.9789
2026-08-18,6806,ヒロセ電機,電気機器,54.08,0.4,除外,0.6809,0.6029,0.3752,0.4618,0.5829,0.0,0.6124,0.4218,0.4667,1.0,0.0,0.2,0.0772,0.4444,0.8099,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.4475,1.0,0.0,0.7249,0.4492,0.9355,0.302,0.6474
2026-08-18,6807,日本航空電子工業,電気機器,24.63,0.0,除外,0.0,0.0,0.4341,,0.5512,0.3597,0.1647,0.812,0.4,0.2273,0.2105,1.0,0.8617,0.1549,0.3823,0.8059,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,6809,ＴＯＡ,電気機器,63.21,0.6,監視,0.8864,0.7056,0.5778,0.3523,0.6382,0.47,0.5308,0.377,0.9333,0.4091,0.8,0.2,1.0,0.178,0.3748,1.0,"3,4",1.0,1.0,0.5,1.0,1.0,0.5911,1.0,1.0,0.7369,0.4576,0.9355,0.6925,0.0
2026-08-18,6810,マクセル,電気機器,52.93,0.6,監視,0.8628,0.6011,0.6639,0.0854,0.4334,0.8374,0.3686,0.7829,0.6667,0.0,0.1053,0.2,0.3002,,0.0,1.0,"4,5",1.0,0.6913,0.5,1.0,0.9536,0.7572,1.0,1.0,0.3163,0.1525,0.9355,1.0,0.0364
2026-08-18,6814,古野電気,電気機器,59.5,0.4,除外,0.7604,0.8642,0.4488,0.492,0.4096,0.0664,0.4458,0.8829,0.4,0.0,0.95,1.0,0.4113,0.0982,0.768,0.361,"3,4,5",1.0,1.0,0.0,1.0,1.0,0.0834,1.0,1.0,0.8688,0.6525,0.9355,1.0,0.0182
2026-08-18,6817,スミダコーポレーション,電気機器,37.57,0.0,除外,0.4188,0.4707,0.3126,,0.3007,0.2941,0.1271,0.6957,0.1333,0.8636,0.875,0.2,0.2318,0.4444,0.0,0.5265,"1,2,3,4,5",0.0,1.0,1.0,0.0,0.7898,0.0609,0.5,0.0,0.6252,0.322,0.9355,0.0,
2026-08-18,6823,リオン,電気機器,56.64,0.4,除外,0.7417,0.4604,0.6587,0.4316,0.5397,0.836,0.5957,0.8031,0.4,1.0,0.0526,0.2,0.3331,0.1111,0.7146,1.0,"2,4,5",1.0,1.0,1.0,0.0,1.0,0.5336,1.0,0.4,0.6012,0.3051,0.9355,0.0,0.4737
2026-08-18,6834,精工技研,電気機器,48.66,0.4,除外,0.6125,0.717,0.548,0.2645,0.2908,0.7618,0.674,0.0897,0.6667,0.6818,0.1579,0.2,0.3972,0.4167,0.3496,0.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.4,0.9835,0.9492,0.9355,0.0,0.0182
2026-08-18,6841,横河電機,電気機器,52.74,0.4,除外,0.7007,0.7469,0.3611,0.2968,0.5315,0.4242,0.3286,0.0249,0.6667,0.2273,0.1053,0.2,0.6479,0.1374,0.7551,0.5855,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.5055,1.0,0.1,0.6709,0.3814,0.9355,1.0,0.6545
2026-08-18,6844,新電元工業,電気機器,46.94,0.2,除外,0.4175,0.7952,0.455,,0.2099,0.6038,0.6222,0.5938,0.0,0.2273,0.0,0.2,0.0,0.3385,0.3749,0.1261,"1,3,4,5",0.0,0.8822,1.0,0.0,0.9091,0.1483,0.0,0.4,0.7624,0.4831,0.9355,1.0,
2026-08-18,6845,アズビル,電気機器,52.89,0.4,除外,0.6687,0.4257,0.3927,0.5092,0.6484,0.6057,0.2951,0.2698,0.4,0.8,0.0526,0.2,0.5537,,0.3916,1.0,"2,3,4",1.0,1.0,1.0,0.0,0.7878,0.5614,1.0,0.0,0.4873,0.2373,0.9355,0.0427,0.9842
2026-08-18,6849,日本光電工業,電気機器,10.84,0.0,除外,0.0,0.0,0.1367,,0.297,0.0,0.2799,0.0,0.2667,0.0,0.1579,0.2,0.6646,0.2654,0.2581,0.0,"1,2,3,4,5",,,,,,,,,,,,,
2026-08-18,6855,日本電子材料,電気機器,41.53,0.4,除外,0.6125,0.6883,0.2763,0.3486,0.151,0.2017,0.3292,0.2412,0.3333,0.1818,0.1579,1.0,0.095,0.176,0.3331,0.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.4,0.9618,0.8559,0.9355,0.0,0.0545
2026-08-18,6856,堀場製作所,電気機器,43.48,0.4,除外,0.6772,0.6535,0.2175,0.2886,0.337,0.0,0.3304,0.273,0.2667,0.9545,0.0,0.2,0.0,0.2222,0.1259,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.4176,1.0,0.0,0.9243,0.7542,0.9355,0.0,0.0
2026-08-18,6857,アドバンテスト,電気機器,63.89,0.4,除外,0.9437,0.9218,0.4547,,0.2353,0.3125,0.4228,0.8836,0.2,,0.2105,0.2,0.0,0.3634,0.0,0.5778,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.8496,1.0,0.7,0.9468,0.8051,0.9355,1.0,0.0
2026-08-18,6859,エスペック,電気機器,57.39,0.2,除外,0.7426,0.5692,0.5286,0.5645,0.4646,0.7099,0.4321,0.7059,0.2667,0.9545,0.1579,0.2,0.0,0.2912,0.5674,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.5404,1.0,0.4,0.5075,0.2542,0.9355,0.5796,0.9455
2026-08-18,6861,キーエンス,電気機器,63.13,0.2,除外,0.999,0.5093,0.4791,,0.5378,0.0245,0.6538,0.5713,0.6667,,0.0,0.2,0.6133,,0.0,1.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.9918,1.0,1.0,0.587,0.2881,0.9355,0.2268,0.8526
2026-08-18,6866,日置電機,電気機器,55.98,0.6,監視,0.7799,0.6198,0.6525,0.4278,0.3189,0.6168,0.3391,0.9209,0.7333,0.8636,0.1579,0.2,0.0,0.2222,0.0535,1.0,"4,5",1.0,1.0,1.0,0.0,1.0,0.5388,1.0,0.7,0.8741,0.6695,0.9355,0.0,0.4895
2026-08-18,6869,シスメックス,電気機器,18.32,0.0,除外,0.0,0.0,0.5104,,0.2224,0.6874,0.3937,0.1606,0.8,,0.75,0.5,0.6673,,0.0,0.0,"1,2,3,4,5",,,,,,,,,,,,,0.3091
2026-08-18,6871,日本マイクロニクス,電気機器,49.18,0.4,除外,0.6452,0.6935,0.3745,0.4053,0.3408,0.2355,0.5081,0.6878,0.0667,1.0,0.4211,0.2,0.0,0.2222,0.141,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.1615,1.0,0.0,0.9655,0.8729,0.9355,0.0,0.0
2026-08-18,6875,メガチップス,電気機器,54.5,0.4,除外,0.8908,0.602,0.4616,0.2768,0.494,0.4848,0.5397,0.222,0.6,0.8182,0.0526,0.2,0.5589,0.4319,0.0,0.9851,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.4264,1.0,0.7,0.8538,0.6186,0.9355,0.0,0.0364
2026-08-18,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,電気機器,54.13,0.2,除外,0.7349,0.5578,0.3095,0.5401,0.5644,0.0918,0.2699,0.2763,0.6,0.8182,0.1579,0.5,0.6302,0.1599,0.4675,1.0,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.479,1.0,0.4,0.7871,0.5085,0.9355,0.0,0.6842
2026-08-18,6890,フェローテック,電気機器,48.94,0.4,除外,0.8482,0.6747,0.2581,0.3018,0.3642,0.0,0.0214,0.8777,0.1333,0.9545,0.0526,0.2,0.0,0.4566,0.0,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.0854,1.0,0.7,0.9498,0.8136,0.9355,0.0,0.0
2026-08-18,6902,デンソー,輸送用機器,27.72,0.0,除外,0.0,0.38,0.4871,,0.2418,0.409,0.2713,0.9346,0.3333,0.0,0.1579,0.2,0.8131,0.1541,0.0,0.0,"1,2,3,4,5",,,,,,,,,0.2054,0.15,0.3548,0.8099,
2026-08-18,6905,コーセル,電気機器,46.32,0.2,除外,0.6715,0.4006,0.5639,0.3031,0.3766,0.7962,0.2258,0.9672,0.2667,0.8182,0.1579,0.2,0.0547,0.3889,0.5424,0.5204,"2,3,4,5",1.0,0.7816,1.0,0.0,0.8068,0.384,1.0,0.4,0.455,0.2119,0.9355,0.0,0.0364
2026-08-18,6908,イリソ電子工業,電気機器,37.8,0.2,除外,0.0,0.3231,0.5568,,0.6321,0.245,0.5643,0.9512,0.4667,0.2273,0.025,0.2,1.0,0.1469,0.8626,0.5188,"1,2,3,4",,,,,,,,,0.2384,0.1186,0.9355,0.0,
2026-08-18,6914,オプテックスグループ,電気機器,56.73,0.6,監視,0.6845,0.6272,0.6615,0.3054,0.5578,0.7798,0.3647,0.9684,0.5333,0.8636,0.1579,0.2,0.3051,0.406,0.5204,1.0,"4,5",1.0,1.0,1.0,0.0,1.0,0.0759,1.0,0.4,0.8868,0.6864,0.9355,0.0,0.0
2026-08-18,6920,レーザーテック,電気機器,42.74,0.2,除外,0.5625,0.6413,0.533,0.3023,0.098,0.3603,0.583,0.6553,0.5333,0.9545,0.0,0.2,0.0,0.36,0.0321,0.0,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9093,0.7203,0.9355,0.0,0.0545
2026-08-18,6923,スタンレー電気,電気機器,60.68,0.4,除外,0.8963,0.4116,0.4985,0.5413,0.6863,0.5157,0.2505,0.8943,0.3333,0.9545,0.0526,0.2,0.5428,0.504,0.6985,1.0,"2,3,4",1.0,1.0,1.0,1.0,0.9552,0.8152,1.0,0.4,0.482,0.2288,0.9355,0.0,0.9579
2026-08-18,6925,ウシオ電機,電気機器,54.34,0.4,除外,0.8622,0.6465,0.4877,0.2803,0.4402,0.4631,0.5365,0.3512,0.6,0.8,0.1053,0.2,0.0,0.4444,0.3164,1.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.4979,1.0,0.4,0.913,0.7373,0.9355,0.0,0.0158
2026-08-18,6929,日本セラミック,電気機器,51.92,0.2,除外,0.5503,0.4502,0.3625,,0.7137,0.3719,0.1845,0.3602,0.5333,0.7273,0.2632,0.2,1.0,0.3424,0.5125,1.0,"1,2,3,4",0.0,0.8147,1.0,0.0,0.8446,0.5429,0.5,0.7,0.5855,0.2797,0.9355,0.0,
2026-08-18,6941,山一電機,電気機器,42.54,0.2,除外,0.5625,0.7042,0.2566,0.2386,0.3648,0.1694,0.1905,0.0,0.6667,0.6818,0.0,0.2,0.08,0.3889,0.3451,0.6453,"1,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.9745,0.9068,0.9355,0.0,0.0727
2026-08-18,6946,日本アビオニクス,電気機器,44.96,0.2,除外,0.75,0.3822,0.3927,0.2309,0.4923,0.186,0.3206,0.5974,0.4667,0.3182,0.1053,0.5,0.7663,0.148,0.0547,1.0,"2,3,4,5",1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.407,0.1864,0.9355,0.0,0.0
2026-08-18,6947,図研,電気機器,23.96,0.0,除外,0.0,0.0,0.3847,0.4002,0.4133,0.3321,0.5326,0.2075,0.4667,0.0,0.4737,1.0,0.5718,0.0813,0.0,1.0,"1,2,3,4,5",,,,,,,,,,,,,0.1273
2026-08-18,6951,日本電子,電気機器,67.92,0.6,監視,0.9869,0.8195,0.6276,,0.2829,0.5855,0.3459,0.979,0.6,,0.2632,0.2,0.2919,,0.5568,0.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.895,1.0,1.0,0.8171,0.5254,0.9355,1.0,0.4053
2026-08-18,6952,カシオ計算機,電気機器,64.68,0.4,除外,1.0,0.8041,0.4667,,0.3166,0.0,1.0,0.0,0.8667,,0.2105,0.2,0.537,0.5256,0.0,0.2037,"3,4,5",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7811,0.5,0.9355,1.0,0.0158
2026-08-18,6954,ファナック,電気機器,51.14,0.0,除外,0.5862,0.5663,0.3721,0.4568,0.5757,0.1057,0.3179,0.5982,0.4667,0.7273,0.9,0.2,0.404,0.3549,0.5439,1.0,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.1894,0.5,0.0,0.8126,0.5169,0.9355,0.0,0.0
2026-08-18,6958,日本シイエムケイ,電気機器,56.97,0.4,除外,0.937,0.6077,0.4529,0.3712,0.4796,0.7285,0.1077,0.5089,0.4667,0.8636,0.1053,0.2,0.6537,0.4444,0.0,0.8204,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.7959,1.0,0.7,0.8598,0.6356,0.9355,0.0,0.3158
2026-08-18,6960,フクダ電子,電気機器,59.42,0.4,除外,0.9871,0.5422,0.3221,0.3932,0.7262,0.3841,0.0245,0.5463,0.3333,0.7727,0.2632,0.2,0.8164,0.3499,0.7387,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.8969,1.0,1.0,0.7586,0.4746,0.9355,0.0,0.3368
2026-08-18,6961,エンプラス,電気機器,43.69,0.2,除外,0.375,0.6781,0.2231,,0.4714,0.0,0.1941,0.4317,0.2667,0.5909,0.4737,0.2,0.518,0.1056,0.262,1.0,"1,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.955,0.822,0.9355,0.0,
2026-08-18,6962,大真空,電気機器,52.12,0.2,除外,0.675,0.4788,0.4616,0.5028,0.488,1.0,0.2157,0.2973,0.3333,0.8636,0.1053,0.2,0.2997,0.5481,0.716,0.3882,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.6409,0.339,0.9355,0.0,0.8421
