date,code,name,sector,dcs,coverage,category,dim1,dim2,dim3,dim4,dim5,part_2-a,part_2-b,part_2-c,part_2-d,part_3-a,part_3-b,part_3-c,part_3-d,part_4-a,part_4-c,part_4-d,part_5-a,part_5-b,part_5-c,part_5-d,missing,part_1-a,part_1-b,part_1-c,part_1-d,part_1-e,part_1-f,part_1-g,part_1-h,part_4-b
2026-08-20,1301,極洋,水産・農林業,37.61,0.2,除外,0.0,0.3912,0.4715,,0.6416,0.2167,0.2,0.5161,0.6321,0.5223,0.2329,0.5974,0.5333,0.2273,0.0526,0.5,1.0,0.1245,0.442,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1332,ニッスイ,水産・農林業,48.11,0.4,除外,0.6699,0.5322,0.4018,0.1858,0.6157,0.6128,1.0,0.5161,0.0,0.0076,0.5075,0.6255,0.4667,0.2273,0.3158,0.2,0.8992,0.1364,0.4271,1.0,"2,3,4",1.0,1.0,0.5,1.0,1.0,0.359,0.5,0.0,0.0
2026-08-20,1333,マルハニチロ,水産・農林業,46.86,0.0,除外,0.3885,0.4847,0.4048,,0.5966,0.5331,0.8,0.5161,0.0896,0.2088,0.3756,0.6347,0.4,0.2273,0.3158,1.0,1.0,0.136,0.2505,1.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,0.7445,0.2633,0.5,0.1,
2026-08-20,1377,サカタのタネ,水産・農林業,54.58,0.4,除外,0.9482,0.5335,0.776,0.1768,0.2945,0.5019,0.6,0.5161,0.516,0.5359,0.671,0.9635,0.9333,0.4545,0.0526,0.2,0.1494,0.3683,0.6604,0.0,"2,4,5",1.0,1.0,1.0,1.0,0.8061,0.7792,1.0,1.0,0.0
2026-08-20,1379,ホクト,水産・農林業,36.17,0.2,除外,0.7262,0.445,0.3217,0.0632,0.2523,0.2978,0.4,0.5161,0.5661,0.1823,0.5168,0.0543,0.5333,0.0,0.0526,0.2,0.6357,0.1236,0.1498,0.0999,"2,3,4,5",1.0,0.631,0.0,1.0,0.384,0.7945,1.0,1.0,0.0
2026-08-20,1407,ウエストホールディングス,建設業,61.53,0.4,除外,0.8321,0.5666,0.509,0.42,0.7487,0.7625,0.7941,0.7097,0.0,0.4669,0.3572,0.5454,0.6667,0.7273,0.0,0.2,0.8433,0.3333,0.8183,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.3567,1.0,0.3,0.7526
2026-08-20,1414,ショーボンドホールディングス,建設業,33.31,0.0,除外,0.2689,0.3065,0.1773,,0.5798,0.3165,0.1912,0.7097,0.0089,0.0063,0.2511,0.1853,0.2667,0.0909,0.2105,0.5,0.8603,0.1967,0.2621,1.0,"1,2,3,4,5",0.0,0.8443,0.5,0.0,0.1956,0.3116,0.0,0.3,
2026-08-20,1417,ミライト・ワン,建設業,41.41,0.0,除外,0.4078,0.4841,0.3161,,0.4486,0.6679,0.5588,0.7097,0.0,0.2571,0.215,0.4589,0.3333,0.6818,0.775,0.5,1.0,0.3474,0.4468,0.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,0.9341,0.3284,0.5,0.0,
2026-08-20,1419,タマホーム,建設業,29.82,0.2,除外,0.0,0.0,0.5381,,0.6546,,,,,1.0,0.2293,0.3897,0.5333,0.4545,0.2105,0.5,0.7984,0.2956,0.5244,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,141A,トライアルホールディングス,小売業,58.06,0.6,監視,0.8224,0.6053,0.5495,0.2566,0.6692,0.513,0.8435,0.0645,1.0,0.8011,0.5302,0.0,0.8667,0.2273,0.5263,0.2,1.0,0.2937,0.383,1.0,"3,4",1.0,1.0,0.5,1.0,1.0,0.0795,1.0,1.0,0.0727
2026-08-20,1514,住石ホールディングス,鉱業,34.39,0.4,除外,0.0,0.0,0.6217,,0.7539,,,,,0.6297,0.4779,0.446,0.9333,0.3182,0.3684,1.0,1.0,0.1487,0.867,1.0,"1,2,4",,,,,,,,,
2026-08-20,1515,日鉄鉱業,鉱業,61.72,0.4,除外,0.8125,0.9298,0.5632,0.4801,0.3005,0.8161,1.0,0.9032,1.0,0.4249,0.5266,0.6348,0.6667,0.1364,0.975,0.5,1.0,0.2021,0.0,0.0,"3,4,5",1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.3091
2026-08-20,1518,三井松島ホールディングス,その他製品,56.69,0.4,除外,0.9933,0.7182,0.5562,,0.0,0.7074,0.875,0.2903,1.0,0.0,0.926,0.6986,0.6,,0.375,0.2,0.0,,0.0,0.0,"3,4,5",1.0,1.0,1.0,1.0,1.0,0.9462,1.0,1.0,0.9789
2026-08-20,1605,ＩＮＰＥＸ,鉱業,58.58,0.8,本命,0.7609,0.6192,0.6069,0.2404,0.7016,0.7736,0.8,0.9032,0.0,0.5374,0.5121,0.4447,0.9333,0.4091,0.0526,0.5,1.0,0.1434,0.663,1.0,4,1.0,1.0,0.5,1.0,1.0,0.0873,0.5,1.0,0.0
2026-08-20,1662,石油資源開発,鉱業,64.16,0.6,監視,0.625,0.5638,0.6147,,0.7628,0.752,0.6,0.9032,0.0,0.4553,0.4819,0.6552,0.8667,0.4091,0.1053,1.0,1.0,0.1251,0.9262,1.0,"2,4",0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,
2026-08-20,1663,Ｋ＆Ｏエナジーグループ,鉱業,55.34,0.2,除外,0.485,0.4699,0.5194,,0.7394,0.5763,0.4,0.9032,0.0,0.4844,0.3988,0.3278,0.8667,0.3182,0.0526,1.0,1.0,0.1005,0.8569,1.0,"1,2,3,4",0.0,0.9802,0.5,1.0,1.0,0.0,0.0,0.4,
2026-08-20,166A,タスキホールディングス,不動産業,67.47,0.6,監視,0.9287,0.7208,0.7719,0.4395,0.5125,0.7684,0.9535,0.1613,1.0,0.931,1.0,0.5566,0.6,1.0,0.2105,0.2,0.0173,0.3709,0.6617,1.0,"4,5",1.0,1.0,1.0,1.0,1.0,0.7296,1.0,0.7,0.3474
2026-08-20,167A,リョーサン菱洋ホールディングス,卸売業,31.02,0.0,除外,0.0,0.4711,0.4721,0.3665,0.2414,0.2822,0.2151,0.3871,1.0,0.1696,0.5144,0.4711,0.7333,0.2273,0.6842,0.5,0.767,0.1988,0.0,0.0,"1,2,3,4,5",,,,,,,,,0.0545
2026-08-20,1719,安藤・間,建設業,55.32,0.4,除外,0.7419,0.5018,0.4491,0.3594,0.7138,0.4758,0.3382,0.7097,0.4834,0.1496,0.4743,0.7057,0.4667,0.2273,0.2105,1.0,1.0,0.103,0.7522,1.0,"2,3,4",1.0,0.9366,0.5,1.0,0.546,0.4528,0.5,1.0,0.0
2026-08-20,1720,東急建設,建設業,44.55,0.2,除外,0.197,0.3426,0.5309,,0.7117,0.3812,0.2794,0.7097,0.0,0.3414,0.4233,0.6254,0.7333,0.2273,0.3158,0.2,1.0,0.123,0.7239,1.0,"1,2,3,4",0.0,0.7454,0.5,0.0,0.3304,0.0,0.0,0.0,
2026-08-20,1721,コムシスホールディングス,建設業,52.49,0.4,除外,0.6867,0.5363,0.3326,0.3349,0.7338,0.7297,0.7059,0.7097,0.0,0.2914,0.1699,0.4692,0.4,0.6818,0.1579,0.5,1.0,0.1058,1.0,0.8294,"2,3,4",1.0,1.0,1.0,0.0,1.0,0.5934,0.5,0.4,0.0
2026-08-20,1723,日本電技,建設業,46.18,0.2,除外,0.375,0.6257,0.3486,,0.498,0.8518,0.9412,0.7097,0.0,0.0,0.2893,0.7053,0.4,0.2273,0.0526,0.5,0.4203,0.1626,0.4093,1.0,"1,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,
2026-08-20,1762,高松コンストラクショングループ,建設業,52.68,0.4,除外,0.8241,0.6269,0.5212,0.267,0.3946,0.4743,0.3235,0.7097,1.0,0.3542,0.2801,0.9171,0.5333,0.0,0.85,0.2,1.0,0.1333,0.445,0.0,"3,4,5",1.0,1.0,0.0,1.0,0.9062,0.6866,1.0,1.0,0.0182
2026-08-20,1766,東建コーポレーション,建設業,33.04,0.4,除外,0.0,0.0,0.6953,,0.6261,,,,,0.5044,0.5059,0.971,0.8,0.0909,0.0526,0.2,0.7328,0.1361,0.6357,1.0,"1,2,4",,,,,,,,,
2026-08-20,1786,オリエンタル白石,建設業,19.32,0.0,除外,0.0,0.0,0.209,,0.5639,,,,,0.0,0.3692,0.0,0.4667,0.0,0.1053,0.5,0.7807,0.2073,0.2676,1.0,"1,2,3,4,5",,,,,,,,,
2026-08-20,1801,大成建設,建設業,58.82,0.4,除外,0.3125,0.5599,0.7445,,0.7358,0.7506,0.7794,0.7097,0.0,0.9654,0.4611,0.8183,0.7333,0.2273,0.5789,0.5,1.0,0.1581,0.7853,1.0,"1,2,4",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,
2026-08-20,1802,大林組,建設業,45.71,0.0,除外,0.3125,0.4891,0.4291,,0.5977,0.6731,0.5735,0.7097,0.0,0.5374,0.2347,0.4111,0.5333,0.2273,0.3158,1.0,1.0,0.1263,0.2646,1.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,
2026-08-20,1803,清水建設,建設業,50.67,0.2,除外,0.3125,0.5265,0.4276,,0.7602,0.72,0.6765,0.7097,0.0,0.1717,0.1643,0.7744,0.6,0.2273,0.6316,0.2,1.0,0.2076,0.8331,1.0,"1,2,3,4",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,
2026-08-20,1808,長谷工コーポレーション,建設業,53.09,0.2,除外,0.4959,0.4245,0.582,,0.621,0.5123,0.3529,0.7097,0.1231,0.7171,0.4014,0.743,0.4667,0.2273,0.0526,0.2,0.9618,0.1224,0.4,1.0,"1,2,3,4",0.0,0.9891,0.5,1.0,0.7768,0.2016,0.5,0.0,
2026-08-20,1812,鹿島建設,建設業,34.45,0.0,除外,0.3046,0.4948,0.224,,0.3546,0.6813,0.5882,0.7097,0.0,0.2449,0.2512,0.0,0.4,0.1364,0.5263,0.5,1.0,0.1435,0.0357,0.239,"1,2,3,4,5",0.0,1.0,0.5,0.0,0.9367,0.0,0.0,0.0,
2026-08-20,1813,不動テトラ,建設業,54.34,0.2,除外,0.5365,0.3518,0.5718,,0.7135,0.4036,0.2941,0.7097,0.0,0.2569,0.3708,0.8597,0.8,0.2273,0.3158,0.5,1.0,0.1995,0.6546,1.0,"1,2,3,4",0.0,0.6507,0.5,1.0,0.6411,0.0,0.5,1.0,
2026-08-20,1814,大末建設,建設業,50.79,0.4,除外,0.8496,0.7957,0.2559,0.1817,0.4567,0.7379,0.7353,0.7097,1.0,0.0,0.2976,0.3261,0.4,0.2273,0.2632,0.2,0.9363,0.1648,0.5191,0.2067,"3,4,5",1.0,1.0,0.5,1.0,1.0,0.297,1.0,1.0,0.0364
2026-08-20,1815,鉄建建設,建設業,41.35,0.2,除外,0.3791,0.5409,0.1096,,0.6242,0.7334,0.7206,0.7097,0.0,0.0,0.0876,0.2174,0.1333,0.0909,0.2105,1.0,0.8204,0.1253,0.5513,1.0,"1,2,3,4",0.0,1.0,0.5,0.0,1.0,0.0332,0.5,0.0,
2026-08-20,1820,西松建設,建設業,45.22,0.2,除外,0.4555,0.3127,0.3747,,0.6661,0.3351,0.2059,0.7097,0.0,0.2458,0.4436,0.1429,0.6667,0.2273,0.0526,0.5,1.0,0.1315,0.533,1.0,"1,2,3,4",0.0,0.6378,0.5,1.0,0.3035,0.2024,0.0,1.0,
2026-08-20,1822,大豊建設,建設業,21.51,0.0,除外,0.0,0.0,0.5518,0.195,0.3287,,,,,0.2583,0.6162,0.7327,0.6,0.2273,0.0526,0.5,0.4317,0.1667,0.7163,0.0,"1,2,3,4,5",,,,,,,,,0.0
2026-08-20,1833,奥村組,建設業,44.05,0.2,除外,0.5089,0.4238,0.1031,,0.7264,0.5592,0.4265,0.7097,0.0,0.0121,0.1128,0.0209,0.2667,0.2273,0.0,0.2,1.0,0.0925,0.8129,1.0,"1,2,3,4",0.0,1.0,0.5,1.0,0.8737,0.0973,0.5,0.1,
2026-08-20,1835,東鉄工業,建設業,34.79,0.2,除外,0.0,0.2879,0.422,,0.6818,0.28,0.1618,0.7097,0.0,0.6508,0.2893,0.148,0.6,0.2273,0.3684,1.0,1.0,0.1802,0.547,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1852,淺沼組,建設業,52.36,0.2,除外,0.4173,0.5822,0.4809,,0.6137,0.3693,0.25,0.7097,1.0,0.4688,0.777,0.2113,0.4667,0.2273,0.8,0.5,1.0,0.0902,0.3648,1.0,"1,2,3,4",0.0,0.6735,0.0,1.0,0.6357,0.0295,0.0,1.0,
2026-08-20,1860,戸田建設,建設業,50.23,0.2,除外,0.6427,0.5553,0.2625,0.4728,0.578,0.7468,0.7647,0.7097,0.0,0.2964,0.2029,0.5505,0.0,0.9545,0.7368,0.2,1.0,0.145,0.8121,0.3551,"2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.6413,0.5,0.0,0.0
2026-08-20,1861,熊谷組,建設業,35.83,0.0,除外,0.2358,0.4649,0.2334,,0.4993,0.6351,0.5147,0.7097,0.0,0.0,0.3337,0.0,0.6,0.2273,0.0526,0.5,0.8884,0.1089,0.0,1.0,"1,2,3,4,5",0.0,0.9261,0.5,0.0,0.46,0.0,0.0,0.0,
2026-08-20,186A,アストロスケールホールディングス,サービス業,54.39,0.4,除外,0.775,0.4466,0.6344,0.3077,0.5559,0.7595,0.9302,0.0968,0.0,1.0,0.0764,0.7277,0.7333,0.8182,0.1579,0.2,1.0,0.5492,0.1957,0.4786,"2,4,5",1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.7,0.0545
2026-08-20,1870,矢作建設工業,建設業,32.87,0.0,除外,0.0,0.4641,0.3213,,0.5295,0.271,0.1324,0.7097,0.7433,0.1669,0.4516,0.0,0.6667,0.2273,0.2105,0.2,1.0,0.1179,0.0,1.0,"1,2,3,4,5",,,,,,,,,
2026-08-20,1871,ピーエス・コンストラクション,建設業,66.87,0.4,除外,0.5625,0.576,0.7523,,0.7841,0.5182,0.3971,0.7097,0.6792,0.9711,0.4023,0.969,0.6667,0.2273,0.1579,1.0,1.0,0.2987,0.8376,1.0,"1,2,4",0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,
2026-08-20,1878,大東建託,不動産業,42.38,0.0,除外,0.4878,0.3001,0.4806,,0.4269,0.2494,0.2558,0.1613,0.534,0.5529,0.3028,0.7998,0.2667,0.4545,0.2632,0.2,0.3328,0.25,0.1247,1.0,"1,2,3,4,5",0.0,0.7666,0.5,1.0,0.4269,0.4092,0.5,0.3,
2026-08-20,1879,新日本建設,建設業,59.54,0.4,除外,0.9961,0.4024,0.3721,,0.6111,0.5175,0.3824,0.7097,0.0,0.0,0.6677,0.1539,0.6667,,0.1053,0.2,1.0,0.4444,0.0,1.0,"2,3,4",1.0,1.0,1.0,1.0,1.0,0.9688,1.0,1.0,0.0
2026-08-20,1882,東亜道路工業,建設業,50.34,0.2,除外,0.4022,0.5016,0.3378,,0.7719,0.274,0.1471,0.7097,0.8756,0.0227,0.3454,0.6499,0.3333,0.2273,0.2632,0.5,1.0,0.1695,0.9182,1.0,"1,2,3,4",0.0,0.7687,0.5,1.0,0.3275,0.3217,0.0,0.3,
2026-08-20,1885,東亜建設工業,建設業,46.08,0.4,除外,0.0,0.3983,0.6554,,0.7894,0.516,0.3676,0.7097,0.0,0.8533,0.3846,0.7835,0.6,0.2273,0.0526,0.5,1.0,0.1575,1.0,1.0,"1,2,4",,,,,,,,,
2026-08-20,1887,日本国土開発,建設業,48.83,0.2,除外,0.3952,0.3376,0.4898,,0.7308,0.376,0.2647,0.7097,0.0,0.0,0.4702,0.689,0.8,0.2273,0.1053,0.2,1.0,0.1001,0.823,1.0,"1,2,3,4",0.0,0.5466,0.5,1.0,0.4062,0.0085,0.0,0.7,
2026-08-20,1893,五洋建設,建設業,37.52,0.0,除外,0.3125,0.59,0.2008,,0.3974,0.7975,0.8529,0.7097,0.0,0.1052,0.2313,0.0,0.4667,0.2273,0.95,0.2,1.0,0.1434,0.4463,0.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,
2026-08-20,1898,世紀東急工業,建設業,29.19,0.2,除外,0.0,0.3121,0.2189,,0.6367,0.2219,0.1029,0.7097,0.2138,0.0,0.2772,0.3317,0.2667,0.2273,0.0,1.0,1.0,0.1085,0.4382,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1899,福田組,建設業,60.07,0.4,除外,0.9375,0.7555,0.1758,,0.5342,0.6947,0.6176,0.7097,1.0,0.0,0.303,0.0,0.4,,1.0,0.2,0.9235,0.2132,0.0,1.0,"3,4,5",1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0545
2026-08-20,1909,日本ドライケミカル,機械,74.47,0.8,本命,0.7824,0.6685,0.6152,,0.9127,0.9501,0.9175,0.8065,0.0,1.0,0.5526,0.1749,0.7333,,0.6316,0.2,1.0,0.6508,1.0,1.0,4,1.0,1.0,1.0,0.0,1.0,0.8592,1.0,0.4,0.0
2026-08-20,1911,住友林業,建設業,26.77,0.2,除外,0.0,0.0,0.468,,0.6029,,,,,0.633,0.402,0.4368,0.4,0.1364,0.3158,0.5,0.7384,0.1394,0.534,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1925,大和ハウス工業,建設業,29.3,0.2,除外,0.0,0.0,0.6091,,0.5631,,,,,0.6416,0.4766,0.7848,0.5333,0.2273,0.2632,0.2,0.6879,0.13,0.4343,1.0,"1,2,4,5",,,,,,,,,
2026-08-20,1926,ライト工業,建設業,38.31,0.0,除外,0.4498,0.4194,0.3413,,0.3219,0.5562,0.4118,0.7097,0.0,0.0,0.6015,0.4305,0.3333,0.2273,1.0,0.2,0.6063,0.1399,0.5413,0.0,"1,2,3,4,5",0.0,1.0,1.0,0.0,0.6539,0.4443,0.5,0.0,
2026-08-20,1928,積水ハウス,建設業,46.23,0.0,除外,0.4652,0.4729,0.5688,,0.3421,0.309,0.1765,0.7097,0.6965,0.7453,0.3874,0.8759,0.2667,0.2273,0.2632,0.2,0.6611,0.1373,0.0,0.57,"1,2,3,4,5",0.0,0.7703,0.5,1.0,0.2508,0.6006,0.5,0.1,
2026-08-20,1929,日特建設,建設業,38.51,0.2,除外,0.0,0.294,0.5252,,0.7212,0.2271,0.1176,0.7097,0.1214,0.1747,0.4424,0.817,0.6667,0.2273,0.1053,0.5,1.0,0.1564,0.7282,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1934,ユアテック,建設業,34.66,0.2,除外,0.0,0.3213,0.4422,,0.6229,0.3403,0.2353,0.7097,0.0,0.0,0.4861,0.6826,0.6,0.2273,0.1579,0.2,0.8661,0.136,0.4896,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1938,日本リーテック,建設業,40.51,0.0,除外,0.3682,0.4479,0.3405,,0.4637,0.6113,0.4706,0.7097,0.0,0.0,0.5555,0.1398,0.6667,0.2273,0.625,0.2,1.0,0.1577,0.6973,0.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,0.9089,0.037,0.5,0.0,
2026-08-20,1939,四電工,建設業,70.4,0.6,監視,0.9944,0.7625,0.4161,,0.6429,0.7066,0.6471,0.7097,0.9866,0.1477,0.4485,0.5347,0.5333,,0.5789,0.2,1.0,0.4768,0.2663,0.8285,"3,4",1.0,1.0,1.0,1.0,1.0,0.9553,1.0,1.0,0.2737
2026-08-20,1941,中電工,建設業,54.4,0.4,除外,0.6945,0.5327,0.6212,0.3132,0.5583,0.7059,0.6324,0.7097,0.0828,0.7007,0.5918,0.6592,0.5333,1.0,0.0526,0.2,0.5955,0.5103,1.0,0.1274,"2,4,5",1.0,1.0,1.0,0.0,1.0,0.5563,1.0,0.0,0.0
2026-08-20,1942,関電工,建設業,39.53,0.2,除外,0.3757,0.6076,0.2794,,0.3185,0.8235,0.8971,0.7097,0.0,0.0,0.0279,0.7563,0.3333,0.6818,0.5789,0.5,0.4894,0.2612,0.5233,0.0,"1,3,4,5",0.0,1.0,0.5,0.0,1.0,0.0057,0.5,0.0,
2026-08-20,1944,きんでん,建設業,47.91,0.0,除外,0.4054,0.5813,0.4462,,0.4833,0.7774,0.8382,0.7097,0.0,0.1731,0.5774,0.6341,0.4,0.2273,0.4737,0.2,0.6855,0.1474,0.5983,0.5021,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.2432,0.5,0.0,
2026-08-20,1945,東京エネシス,建設業,60.43,0.6,監視,0.6729,0.4987,0.6502,0.4226,0.777,0.6821,0.6029,0.7097,0.0,1.0,0.1432,0.8577,0.6,0.8182,0.2632,0.5,0.8784,0.4664,0.7634,1.0,"2,4",1.0,1.0,1.0,0.0,0.9167,0.0662,1.0,0.4,0.1091
2026-08-20,1946,トーエネック,建設業,51.79,0.4,除外,0.6033,0.5773,0.4189,0.2844,0.7055,0.7759,0.8235,0.7097,0.0,0.1201,0.1168,0.8386,0.6,0.6364,0.2105,0.2,0.9122,0.378,0.9094,0.6225,"2,3,4",1.0,1.0,0.5,0.0,1.0,0.4262,0.5,0.4,0.0909
2026-08-20,1950,日本電設工業,建設業,49.41,0.2,除外,0.375,0.5218,0.4134,,0.6662,0.7156,0.6618,0.7097,0.0,0.1415,0.344,0.7015,0.4667,0.2273,0.925,0.5,0.8232,0.1645,0.715,0.9623,"1,2,3,4",0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,
2026-08-20,1951,エクシオグループ,建設業,43.23,0.0,除外,0.4898,0.4719,0.3121,,0.4554,0.6485,0.5294,0.7097,0.0,0.4147,0.3531,0.2808,0.2,0.2273,0.1053,0.2,0.8039,0.2777,0.7402,0.0,"1,2,3,4,5",0.0,1.0,0.5,0.0,1.0,0.5182,0.5,0.4,
2026-08-20,1952,新日本空調,建設業,28.25,0.0,除外,0.248,0.4608,0.1316,,0.2895,0.6337,0.5,0.7097,0.0,0.0,0.0595,0.0,0.4667,0.2273,0.4737,0.2,0.7544,0.1162,0.2876,0.0,"1,2,3,4,5",0.0,0.9289,0.5,0.0,0.5547,0.0,0.0,0.0,
2026-08-20,1959,クラフティア,建設業,39.41,0.0,除外,0.3849,0.4761,0.4892,,0.2263,0.6508,0.5441,0.7097,0.0,0.1439,0.3084,0.838,0.6667,0.2273,0.7895,0.2,0.321,0.2225,0.2678,0.0939,"1,2,3,4,5",0.0,1.0,0.5,0.0,0.9007,0.1788,0.5,0.0,
2026-08-20,1961,三機工業,建設業,43.24,0.4,除外,0.6281,0.6196,0.3012,0.3136,0.2994,0.8421,0.9265,0.7097,0.0,0.0781,0.4512,0.4088,0.2667,1.0,0.0,0.2,0.3655,0.1111,0.721,0.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.1245,0.5,0.4,0.0545
2026-08-20,1963,日揮ホールディングス,建設業,53.9,0.6,監視,0.647,0.6137,0.5954,0.2276,0.6111,0.8332,0.9118,0.7097,0.0,0.5909,0.367,0.8238,0.6,0.5,0.2105,0.2,1.0,0.4444,1.0,0.0,"3,4",1.0,1.0,1.0,0.0,1.0,0.2763,0.5,0.4,0.0
2026-08-20,1964,中外炉工業,建設業,36.71,0.2,除外,0.0,0.3672,0.454,,0.647,0.4505,0.3088,0.7097,0.0,0.0,0.2911,0.9917,0.5333,0.2273,0.0526,0.5,0.9428,0.1235,0.5218,1.0,"1,2,3,4",,,,,,,,,
2026-08-20,1965,テクノ菱和,建設業,48.77,0.2,除外,0.625,0.5503,0.2801,,0.4955,0.7416,0.75,0.7097,0.0,0.0,0.2925,0.4945,0.3333,0.0909,0.2105,0.5,0.5237,0.1219,0.3364,1.0,"2,3,4,5",0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,
2026-08-20,1968,太平電業,建設業,41.98,0.2,除外,0.2664,0.4362,0.2327,,0.7439,0.5793,0.4559,0.7097,0.0,0.0,0.2452,0.1522,0.5333,0.2273,0.625,0.5,1.0,0.1783,0.8736,0.9237,"1,2,3,4",0.0,1.0,0.5,0.0,0.5962,0.0347,0.0,0.0,
2026-08-20,1969,高砂熱学工業,建設業,33.7,0.0,除外,0.2155,0.4281,0.3438,,0.3605,0.5614,0.4412,0.7097,0.0,0.1544,0.4292,0.1918,0.6,0.2273,0.6316,0.2,0.8398,0.1677,0.4344,0.0,"1,2,3,4,5",0.0,0.6477,0.5,0.0,0.5227,0.0533,0.0,0.0,
2026-08-20,1975,朝日工業社,建設業,44.61,0.0,除外,0.5866,0.5706,0.5642,0.2252,0.284,0.764,0.8088,0.7097,0.0,0.4437,0.3943,0.9523,0.4667,0.2273,0.4737,0.2,0.1875,0.4368,0.5115,0.0,"1,2,3,4,5",1.0,1.0,1.0,0.0,1.0,0.1925,0.5,0.0,0.0
2026-08-20,1979,大氣社,建設業,48.07,0.4,除外,0.6609,0.6017,0.2608,0.4447,0.4355,0.8146,0.8824,0.7097,0.0,0.322,0.305,0.2828,0.1333,1.0,0.5789,0.2,0.1195,0.4444,0.1781,1.0,"3,4,5",1.0,1.0,1.0,0.0,1.0,0.287,1.0,0.0,0.0
2026-08-20,197A,タウンズ,医薬品,14.02,0.0,除外,0.0,0.0,0.3062,,0.2545,,,,,0.0,0.5684,0.3897,0.2667,0.0,0.0,0.5,0.3433,0.1399,0.4919,0.0428,"1,2,3,4,5",,,,,,,,,
2026-08-20,1980,ダイダン,建設業,51.75,0.2,除外,0.6774,0.5974,0.4151,0.3463,0.5511,0.8124,0.8676,0.7097,0.0,0.0,0.6124,0.6481,0.4,0.2273,0.1579,1.0,0.6798,0.1871,0.4943,0.8431,"2,3,4,5",1.0,1.0,0.5,1.0,1.0,0.0191,0.5,0.4,0.0
2026-08-20,1982,日比谷総合設備,建設業,44.68,0.2,除外,0.8588,0.5315,0.3103,0.1236,0.4099,0.7252,0.6912,0.7097,0.0,0.0,0.4305,0.2772,0.5333,0.1364,0.1579,0.2,0.8254,0.1679,0.6464,0.0,"2,3,4,5",1.0,1.0,1.0,1.0,1.0,0.4702,1.0,0.4,0.0
2026-08-20,2001,ニップン,食料品,62.25,0.4,除外,0.9853,0.5865,0.6406,,0.2774,0.5383,0.76,0.2258,0.822,0.7125,0.5173,0.9327,0.4,,0.0526,0.2,0.3846,,0.4476,0.0,"2,4,5",1.0,1.0,1.0,1.0,1.0,0.8823,1.0,1.0,0.3263
2026-08-20,2002,日清製粉グループ本社,食料品,41.25,0.2,除外,0.699,0.3754,0.4373,0.1068,0.444,0.4088,0.56,0.2258,0.3072,0.3192,0.3793,0.5176,0.5333,0.2273,0.0,0.2,0.7703,0.1507,0.0433,0.8116,"2,3,4,5",1.0,1.0,0.5,1.0,0.5748,0.717,0.5,0.3,0.0
2026-08-20,2004,昭和産業,食料品,62.25,0.4,除外,0.9837,0.5603,0.6436,,0.3024,0.4155,0.6,0.2258,1.0,0.642,0.475,0.9241,0.5333,,0.0526,0.2,0.3655,,0.5416,0.0,"2,4,5",1.0,1.0,1.0,1.0,0.9024,0.967,1.0,1.0,0.9789
2026-08-20,2053,中部飼料,食料品,69.51,0.4,除外,0.977,0.574,0.7328,,0.4964,0.4304,0.64,0.2258,1.0,0.8831,0.3494,0.8986,0.8,,0.0,0.5,1.0,,0.4892,0.0,"2,4,5",1.0,1.0,1.0,1.0,0.8219,0.994,1.0,1.0,0.6545
2026-08-20,2109,ＤＭ三井製糖,食料品,52.68,0.4,除外,0.8522,0.4181,0.6155,0.4216,0.3266,0.3045,0.38,0.2258,0.7621,0.5219,0.4039,0.9361,0.6,0.2273,0.95,0.2,0.5956,,0.0947,0.2894,"2,4,5",1.0,0.8685,0.5,1.0,0.5272,0.9219,1.0,1.0,0.3091
